Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >A0A059IN92|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	262	1.66218e-83	250.73	COG1968	UppP	 - 	cl42187
Q#2 - >F0Q7E5|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	267	1.31539e-123	352.876	PRK00281	PRK00281	 - 	cl00858
Q#3 - >E2YUY5|FEATURES|UNIPROT|multidrug|rlmN	specific	184685	1	345	0	652.58	PRK14453	PRK14453	 - 	cl18962
Q#4 - >A0A0A7KS89|FEATURES|UNIPROT|beta_lactam|CMY-27	specific	236894	1	380	0	629.23	PRK11289	ampC	 - 	cl21491
Q#5 - >A0A075MBC8|FEATURES|UNIPROT|beta_lactam|TEM-33	specific	185339	3	286	0	606.465	PRK15442	PRK15442	 - 	cl21491
Q#6 - >YP_001031495|FEATURES|ARDB|multidrug|EmeA	specific	340883	15	379	4.47715e-57	190.865	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#7 - >A0A0W0NPD4|FEATURES|UNIPROT|aminoglycoside|AO265_40620	specific	440222	16	142	5.4887e-21	82.4086	COG0454	PhnO	 - 	cl42766
Q#8 - >A0B212|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	4	681	0	931.444	cl32530	PRK10535 superfamily	 - 	 - 
Q#9 - >A0A088NLI4|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	23	378	0	563.747	PRK11289	ampC	 - 	cl21491
Q#10 - >E1KP18|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	262	3.85345e-99	290.79	COG1968	UppP	 - 	cl42187
Q#11 - >A0A142E0Z0|FEATURES|UNIPROT|beta_lactam|AMS64_05195	specific	293864	29	250	2.94929e-165	455.562	cd16306	CphA_ImiS-like_MBL-B2	 - 	cl23716
Q#12 - >A0A069IVC0|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	264	5.46249e-98	287.777	PRK00281	PRK00281	 - 	cl00858
Q#13 - >A0A150B098|FEATURES|UNIPROT|beta_lactam|AT274_14125	specific	441934	49	308	1.97257e-92	275.624	COG2367	PenP	 - 	cl28588
Q#14 - >A0A084Y1Y1|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	15	265	2.42001e-112	324.371	PRK00281	PRK00281	 - 	cl00858
Q#15 - >A0A069D0F9|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	4	289	2.26181e-100	294.642	COG1968	UppP	 - 	cl42187
Q#16 - >AEA41876.1|FEATURES|CARD|beta_lactam|NDM-2	specific	293858	49	267	1.58616e-125	355.667	cd16300	NDM_FIM-like_MBL-B1	 - 	cl23716
Q#17 - >F4QVR9|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	251	1.96855e-88	263.51	PRK00281	PRK00281	 - 	cl00858
Q#18 - >NP_839157|FEATURES|ARDB|multidrug|EmrD	specific	183259	1	383	0	611.912	PRK11652	emrD	 - 	cl28910
Q#19 - >ABB53349|FEATURES|ARDB|glycopeptide|vanRB	specific	440508	4	208	1.21835e-75	226.761	COG0745	OmpR	 - 	cl34028
Q#20 - >ACJ22953|FEATURES|ARDB|trimethoprim|dfrA1	specific	238127	3	155	7.84095e-57	174.634	cd00209	DHFR	 - 	cl17279
Q#21 - >ZP_04323456|FEATURES|ARDB|beta_lactam|BLA1	specific	441934	65	332	5.54149e-95	282.942	COG2367	PenP	 - 	cl28588
Q#22 - >A0A0S1Y232|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	8	286	4.26197e-110	319.295	COG1968	UppP	 - 	cl42187
Q#23 - >P07944|FEATURES|ARDB|beta_lactam|mecC	superfamily	274573	139	627	9.90714e-90	290.964	cl37268	pbp2_mrdA superfamily	 - 	 - 
Q#23 - >P07944|FEATURES|ARDB|beta_lactam|mecC	superfamily	428377	25	140	6.5093e-22	91.3464	cl04997	MecA_N superfamily	 - 	 - 
Q#24 - >A0A0Q9H6P8|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	262	2.62541e-102	298.563	PRK00281	PRK00281	 - 	cl00858
