Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >W1DTX2|FEATURES|UNIPROT|beta_lactam|TEM-193	superfamily	473882	1	36	2.50551e-19	76.8156	cl21491	Transpeptidase superfamily	C	 - 
Q#2 - >YP_543187|FEATURES|ARDB|multidrug|EmrD	specific	183259	3	396	0	603.823	PRK11652	emrD	 - 	cl28910
Q#3 - >A0A068JFY8|FEATURES|UNIPROT|aminoglycoside|aadA2	specific	184296	1	258	2.11075e-177	488.381	PRK13746	PRK13746	 - 	cl32927
Q#4 - >A0A0J9DV81|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	274	4.34459e-64	201.809	COG1968	UppP	 - 	cl42187
Q#5 - >A6CVT6|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	440751	14	237	2.85084e-138	387.091	COG1136	LolD	 - 	cl43338
Q#6 - >AAN05030.1|FEATURES|CARD|beta_lactam|LEN-3	specific	185339	1	274	0	538.285	PRK15442	PRK15442	 - 	cl21491
Q#7 - >YP_543006|FEATURES|ARDB|multidrug|mdtF	superfamily	185081	1	1018	0	1668.13	cl39118	PRK15127 superfamily	 - 	 - 
Q#8 - >D3I9F5|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	280	9.97437e-103	300.42	COG1968	UppP	 - 	cl42187
Q#9 - >X2KPW5|FEATURES|UNIPROT|beta_lactam|ampC	superfamily	480360	1	342	0	601.763	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#10 - >AGW83448.1|FEATURES|CARD|beta_lactam|OXA-350	specific	442014	4	273	3.25579e-105	306.424	COG2602	YbxI	 - 	cl43695
Q#11 - >ZP_02213597|FEATURES|ARDB|beta_lactam|BcII	specific	293862	52	253	8.98937e-117	333.097	cd16304	BcII-like_MBL-B1	 - 	cl23716
Q#12 - >D8MNJ7|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	20	300	5.70495e-56	181.779	COG1968	UppP	 - 	cl42187
Q#13 - >A0A064D7K3|FEATURES|UNIPROT|beta_lactam|AF41_03335	specific	441934	25	294	2.58555e-91	272.157	COG2367	PenP	 - 	cl28588
Q#14 - >AAW47922.1|FEATURES|CARD|beta_lactam|TEM-138	specific	185339	3	286	0	602.228	PRK15442	PRK15442	 - 	cl21491
Q#15 - >F5NXK5|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1481.77	PRK08125	PRK08125	 - 	cl35644
Q#16 - >YP_007503840.1|FEATURES|CARD|tetracycline|tetA	specific	340946	5	387	4.99027e-179	503.322	cd17388	MFS_TetA	 - 	cl28910
Q#17 - >A0A0L6NED3|FEATURES|UNIPROT|beta_lactam|AGA26_18605	specific	236894	1	377	0	631.156	PRK11289	ampC	 - 	cl21491
Q#18 - >G2H3V2|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	263	7.44144e-100	292.4	PRK00281	PRK00281	 - 	cl00858
Q#19 - >B8ZHZ0|FEATURES|UNIPROT|beta_lactam|bla	specific	441934	15	273	1.34623e-83	251.741	COG2367	PenP	 - 	cl28588
Q#20 - >A0A059WXQ3|FEATURES|UNIPROT|beta_lactam|TEM-207	specific	185339	3	286	0	601.457	PRK15442	PRK15442	 - 	cl21491
Q#21 - >EDK34631|FEATURES|ARDB|macrolide-lincosamide-streptogramin|mefA	specific	162098	11	374	2.78243e-118	348.541	TIGR00900	2A0121	 - 	cl31440
Q#22 - >D1BEB9|FEATURES|UNIPROT|chloramphenicol|Sked_12550	superfamily	445639	8	209	4.70256e-107	306.282	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#23 - >ACI32877.1|FEATURES|CARD|trimethoprim|dfrA14	specific	238127	6	158	1.72562e-54	168.856	cd00209	DHFR	 - 	cl17279
Q#24 - >A0A0A2DVI1|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	271	3.4119e-94	278.464	COG1968	UppP	 - 	cl42187
Q#25 - >A0A127W3C5|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	275	7.44224e-106	308.193	PRK00281	PRK00281	 - 	cl00858
Q#26 - >B6JCL3|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	266	2.26028e-102	298.948	PRK00281	PRK00281	 - 	cl00858
Q#27 - >A0A0L7TFF4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	3	271	9.64479e-119	340.549	PRK00281	PRK00281	 - 	cl00858
Q#28 - >A0A059KIT2|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	267	2.87663e-116	334.386	PRK00281	PRK00281	 - 	cl00858
Q#29 - >A0A0B5KE67|FEATURES|UNIPROT|beta_lactam|RK21_02363	specific	236894	21	380	0	567.213	PRK11289	ampC	 - 	cl21491
Q#30 - >D1B4M2|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	255	1.35131e-94	278.464	COG1968	UppP	 - 	cl42187
Q#31 - >ACH58994.1|FEATURES|CARD|beta_lactam|LRA-17	superfamily	451500	36	291	1.26857e-137	388.751	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#32 - >X5D266|FEATURES|UNIPROT|beta_lactam|TEM-1	specific	185339	3	286	0	600.687	PRK15442	PRK15442	 - 	cl21491
Q#33 - >P00809|FEATURES|ARDB|beta_lactam|BcI	specific	441934	41	303	1.76884e-85	257.904	COG2367	PenP	 - 	cl28588
Q#34 - >YP_002394083|FEATURES|ARDB|multidrug|MdtP	specific	182142	1	488	0	909.261	PRK09915	PRK09915	 - 	cl42914
Q#35 - >A5YVY0|FEATURES|UNIPROT|aminoglycoside|aadA1	specific	184296	1	262	0	499.166	PRK13746	PRK13746	 - 	cl32927
Q#36 - >A0A102EKZ5|FEATURES|UNIPROT|beta_lactam|WS45_22090	superfamily	442014	30	254	1.41333e-57	185.086	cl43695	YbxI superfamily	 - 	 - 
Q#37 - >E2I6F2|FEATURES|UNIPROT|beta_lactam|blaADC	specific	236894	4	382	0	600.726	PRK11289	ampC	 - 	cl21491
Q#38 - >CAJ75666|FEATURES|ARDB|macrolide-lincosamide-streptogramin|lnuA	superfamily	402373	19	51	0.00233798	36.5524	cl22941	Aminoglyc_resit superfamily	C	 - 
Q#39 - >I1V584|FEATURES|UNIPROT|beta_lactam|bla	specific	441934	1	158	2.00217e-50	162.375	COG2367	PenP	NC	cl28588
Q#40 - >YP_002384075|FEATURES|ARDB|multidrug|tolC	specific	236529	3	453	0	800.693	PRK09465	tolC	 - 	cl30340
Q#41 - >A0A0A1RJP3|FEATURES|UNIPROT|chloramphenicol|catA4	superfamily	445639	2	157	9.03069e-91	263.641	cl02008	2-oxoacid_dh superfamily	N	 - 
Q#42 - >B2MWW4|FEATURES|UNIPROT|beta_lactam|blaADC	specific	236894	4	382	0	604.578	PRK11289	ampC	 - 	cl21491
Q#43 - >BAC67136|FEATURES|ARDB|tetracycline|tetB	specific	340946	5	387	1.52244e-178	502.166	cd17388	MFS_TetA	 - 	cl28910
Q#44 - >A0A126PIU4|FEATURES|UNIPROT|polymyxin|arnC	specific	182669	3	327	0	661.046	PRK10714	PRK10714	 - 	cl32562
Q#45 - >A0A0Q7TTT3|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	3	693	1.00115e-166	493.087	cl32530	PRK10535 superfamily	 - 	 - 
Q#46 - >Q8RMP1|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	4	388	0	645.794	PRK11289	ampC	 - 	cl21491
Q#47 - >1BZA|FEATURES|ARDB|beta_lactam|CTX-M-44	specific	441934	1	258	3.09159e-92	273.312	COG2367	PenP	 - 	cl28588
Q#48 - >A0A0Q6KR60|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	262	3.44821e-93	275.451	PRK00281	PRK00281	 - 	cl00858
Q#49 - >YP_001669149|FEATURES|ARDB|bacitracin|BacA	specific	234712	2	266	1.08743e-120	345.557	PRK00281	PRK00281	 - 	cl00858
Q#50 - >A0A0K2N1K3|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	182528	1	647	0	1268.11	PRK10535	PRK10535	 - 	cl32530
Q#51 - >R8VQ29|FEATURES|UNIPROT|beta_lactam|KQ1_00834	specific	441934	57	312	2.63896e-92	275.624	COG2367	PenP	 - 	cl28588
Q#52 - >A0A0C2V569|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	263	8.49905e-106	307.422	PRK00281	PRK00281	 - 	cl00858
Q#53 - >A0A0T9MNA3|FEATURES|UNIPROT|bacitracin|bacA	specific	234712	3	272	1.22e-117	337.853	PRK00281	PRK00281	 - 	cl00858
Q#54 - >A0A0A1RVM8|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	182528	1	648	0	1333.59	PRK10535	PRK10535	 - 	cl32530
Q#55 - >D6NSM9|FEATURES|UNIPROT|beta_lactam|ADC-2	specific	236894	4	382	0	601.496	PRK11289	ampC	 - 	cl21491
Q#56 - >AEZ36150.1|FEATURES|CARD|multidrug|qepA	superfamily	184957	18	497	3.23478e-66	221.91	cl33053	PRK14995 superfamily	 - 	 - 
Q#57 - >A0A127SMZ2|FEATURES|UNIPROT|beta_lactam|BL1_ec	specific	236894	1	334	0	541.79	PRK11289	ampC	 - 	cl21491
Q#58 - >A0A0B6AGL9|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|vgb	specific	443399	1	264	2.57458e-89	266.885	COG4257	Vgb	 - 	cl26743
