Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >CAG30567|FEATURES|ARDB|tetracycline|tetO	specific	206731	5	241	1.41061e-142	413.941	cd04168	TetM_like	 - 	cl38936
Q#1 - >CAG30567|FEATURES|ARDB|tetracycline|tetO	superfamily	481252	1	618	2.6565e-118	367.74	cl46912	PRK13351 superfamily	 - 	 - 
Q#2 - >A0A0H3NSH2|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	10	260	3.31857e-133	390.239	cl32530	PRK10535 superfamily	C	 - 
Q#3 - >A0A0J7AFQ9|FEATURES|UNIPROT|chloramphenicol|TU52_21310	superfamily	445639	6	205	4.84637e-100	288.562	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#4 - >D9IAH7|FEATURES|UNIPROT|beta_lactam|blaOXY-5	specific	441934	15	290	2.27795e-87	262.142	COG2367	PenP	 - 	cl28588
Q#5 - >B7UPX2|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	377	0	631.542	PRK11289	ampC	 - 	cl21491
Q#6 - >ZP_01819864|FEATURES|ARDB|quinolone|PmrA	specific	340949	13	390	2.17884e-171	483.69	cd17391	MFS_MdtG_MDR_like	 - 	cl28910
Q#7 - >G5IGR5|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	5	273	2.96984e-102	298.88	COG1968	UppP	 - 	cl42187
Q#8 - >M1XY99|FEATURES|UNIPROT|chloramphenicol|catA1	superfamily	445639	1	205	3.22113e-142	395.764	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#9 - >CAQ51492|FEATURES|ARDB|tetracycline|tetH	specific	340946	12	388	1.77935e-180	506.788	cd17388	MFS_TetA	 - 	cl28910
Q#10 - >ZP_03280821|FEATURES|ARDB|kasugamycin|KsgA	specific	439801	1	268	3.68833e-142	399.885	COG0030	RsmA	 - 	cl42997
Q#11 - >A0A0P9IX57|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	6.259e-120	343.631	PRK00281	PRK00281	 - 	cl00858
Q#12 - >A0A068TM30|FEATURES|UNIPROT|chloramphenicol|catQ	superfamily	445639	5	206	6.39419e-114	323.616	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#13 - >A0A0R5RPH9|FEATURES|UNIPROT|beta_lactam|BL1_ec	specific	236894	8	388	0	639.246	PRK11289	ampC	 - 	cl21491
Q#14 - >AAA21889.1|FEATURES|CARD|aminoglycoside|AAC(6')-Ig	specific	395465	14	131	4.2636e-17	71.78	pfam00583	Acetyltransf_1	 - 	cl17182
Q#15 - >A0A126PQQ7|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	182528	1	646	0	1318.57	PRK10535	PRK10535	 - 	cl32530
Q#16 - >G7DIU4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	266	6.98681e-105	305.111	PRK00281	PRK00281	 - 	cl00858
Q#17 - >AEL17198.1|FEATURES|CARD|beta_lactam|TEM-188	specific	185339	3	286	0	604.154	PRK15442	PRK15442	 - 	cl21491
Q#18 - >ZP_04633951|FEATURES|ARDB|beta_lactam|BL2e_y56	specific	441934	22	294	1.42362e-87	262.912	COG2367	PenP	 - 	cl28588
Q#19 - >T0JMZ6|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	12	265	1.95348e-88	263.056	COG1968	UppP	 - 	cl42187
Q#20 - >YP_001292390|FEATURES|ARDB|beta_lactam|pbp1a	specific	444033	1	838	0	1115.23	COG5009	MrcA	 - 	cl34862
Q#21 - >AEN75249.1|FEATURES|CARD|beta_lactam|IMP-38	specific	293859	23	234	1.99634e-127	359.288	cd16301	IMP_DIM-like_MBL-B1	 - 	cl23716
Q#22 - >AHL30282.1|FEATURES|CARD|beta_lactam|OXA-384	specific	442014	6	274	2.45835e-109	316.824	COG2602	YbxI	 - 	cl43695
Q#23 - >K2MI75|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	5	266	2.46669e-102	298.948	PRK00281	PRK00281	 - 	cl00858
Q#24 - >BAJ09383.1|FEATURES|CARD|quinolone|qacA	superfamily	184957	16	464	4.88811e-78	253.112	cl33053	PRK14995 superfamily	 - 	 - 
Q#25 - >A0A127SFJ6|FEATURES|UNIPROT|beta_lactam|OXA-198	specific	442014	1	257	1.43697e-131	372.293	COG2602	YbxI	 - 	cl43695
Q#26 - >G8LGX8|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	182528	1	646	0	1300.47	PRK10535	PRK10535	 - 	cl32530
Q#27 - >A0A023Z033|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1482.92	PRK08125	PRK08125	 - 	cl35644
Q#28 - >A0A0Q4FKS5|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	6	267	2.42626e-97	285.783	COG1968	UppP	 - 	cl42187
Q#29 - >AFC75523.1|FEATURES|CARD|beta_lactam|TEM-193	specific	185339	3	286	0	586.82	PRK15442	PRK15442	 - 	cl21491
Q#30 - >A0A0F3IX28|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	5	253	1.89082e-104	303.956	PRK00281	PRK00281	 - 	cl00858
Q#31 - >R8JZD6|FEATURES|UNIPROT|beta_lactam|ICS_05495	specific	441934	57	312	4.48399e-95	282.557	COG2367	PenP	 - 	cl28588
Q#32 - >A0A0T9KE13|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB_1	specific	182528	1	649	0	1261.18	PRK10535	PRK10535	 - 	cl32530
Q#33 - >CAA24909|FEATURES|ARDB|tetracycline|tetA	specific	340946	7	389	0	529.515	cd17388	MFS_TetA	 - 	cl28910
Q#34 - >R6B0T3|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	263	1.46708e-99	291.629	PRK00281	PRK00281	 - 	cl00858
Q#35 - >A0A0K9F8Q1|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	277	1.40915e-102	299.718	PRK00281	PRK00281	 - 	cl00858
Q#36 - >A0A0D5C9D4|FEATURES|UNIPROT|beta_lactam|blaCTX-M-15	specific	441934	2	177	4.88504e-59	185.102	COG2367	PenP	N	cl28588
Q#37 - >A0A0P7LEY6|FEATURES|UNIPROT|beta_lactam|ACU57_19250	specific	236894	1	377	0	629.616	PRK11289	ampC	 - 	cl21491
Q#38 - >I0QQ55|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|SPM24T3_16860	superfamily	182528	8	660	0	685.687	cl32530	PRK10535 superfamily	 - 	 - 
Q#39 - >F2BDZ4|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	2	269	3.14856e-102	298.494	COG1968	UppP	 - 	cl42187
Q#40 - >C7BKE4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	3	272	2.37746e-117	337.083	PRK00281	PRK00281	 - 	cl00858
Q#41 - >H9TK08|FEATURES|UNIPROT|aminoglycoside|strA	specific	442463	4	265	8.37568e-101	294.515	COG3231	Aph	 - 	cl43814
Q#42 - >AAD51345.1|FEATURES|CARD|multidrug|smeB	superfamily	481531	1	1046	0	1331.67	cl47191	ACR_tran superfamily	 - 	 - 
Q#43 - >A5Z1N4|FEATURES|UNIPROT|beta_lactam|adc	specific	236894	5	383	0	597.259	PRK11289	ampC	 - 	cl21491
Q#44 - >F4V433|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1491.78	PRK08125	PRK08125	 - 	cl35644
Q#45 - >Q6DRA1|FEATURES|UNIPROT|beta_lactam|ADC-2	specific	236894	4	382	0	601.111	PRK11289	ampC	 - 	cl21491
Q#46 - >E0XCT9|FEATURES|UNIPROT|beta_lactam|blaZ	specific	441934	1	164	1.57533e-42	142.345	COG2367	PenP	N	cl28588
Q#47 - >YP_001438541|FEATURES|ARDB|macrolide-lincosamide-streptogramin|MacB	specific	182528	1	647	0	1288.52	PRK10535	PRK10535	 - 	cl32530
Q#48 - >A0A0D1M7Z6|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	11	269	3.1936e-103	301.259	PRK00281	PRK00281	 - 	cl00858
Q#49 - >AAM48124|FEATURES|ARDB|beta_lactam|CfxA3	specific	441934	35	314	2.58688e-50	168.153	COG2367	PenP	 - 	cl28588
Q#50 - >ABC17627.1|FEATURES|CARD|aminoglycoside|aac(6')-ib-cr	specific	275224	16	199	3.79858e-142	393.481	TIGR04431	N6_acetyl_AAC6	 - 	cl29112
Q#51 - >A0A0P9SMB4|FEATURES|UNIPROT|polymyxin|arnC	superfamily	182669	12	318	0	529.693	cl32562	PRK10714 superfamily	 - 	 - 
Q#52 - >A5JVZ5|FEATURES|UNIPROT|beta_lactam|MIR-2	superfamily	480360	3	367	0	642.209	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#53 - >AAZ14084.2|FEATURES|CARD|beta_lactam|TEM-146	specific	185339	3	286	0	604.539	PRK15442	PRK15442	 - 	cl21491
Q#54 - >AFH36330.1|FEATURES|CARD|beta_lactam|OXA-235	specific	442014	39	272	2.58903e-101	296.409	COG2602	YbxI	 - 	cl43695
Q#55 - >AAQ98890.1|FEATURES|CARD|beta_lactam|TEM-122	specific	185339	3	286	0	606.08	PRK15442	PRK15442	 - 	cl21491
Q#56 - >A0A075LPX5|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	280	2.33635e-98	289.318	PRK00281	PRK00281	 - 	cl00858
Q#57 - >E0WRE4|FEATURES|UNIPROT|polymyxin|arnC	specific	182669	4	327	0	609.814	PRK10714	PRK10714	 - 	cl32562
Q#58 - >A0A0S2SHF2|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	3	271	5.0297e-117	336.312	PRK00281	PRK00281	 - 	cl00858
Q#59 - >A0A077SF84|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	19	249	1.00909e-69	215.745	PRK00281	PRK00281	 - 	cl00858
Q#60 - >A0A074LJ66|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	266	2.35022e-102	298.948	PRK00281	PRK00281	 - 	cl00858
Q#61 - >B2UHL6|FEATURES|UNIPROT|beta_lactam|Rpic_3962	specific	442014	9	269	1.81335e-123	352.648	COG2602	YbxI	 - 	cl43695
Q#62 - >A0A127S9W4|FEATURES|UNIPROT|beta_lactam|TEM-1	specific	185339	3	286	0	605.309	PRK15442	PRK15442	 - 	cl21491
Q#63 - >P20174|FEATURES|ARDB|tetracycline|tetO	specific	206731	5	241	5.24831e-145	420.104	cd04168	TetM_like	 - 	cl38936
Q#63 - >P20174|FEATURES|ARDB|tetracycline|tetO	superfamily	481252	1	618	3.97755e-119	369.666	cl46912	PRK13351 superfamily	 - 	 - 
Q#64 - >Q6W7F2|FEATURES|UNIPROT|beta_lactam|blaPLA2a	superfamily	473882	21	284	7.5243e-180	496.683	cl21491	Transpeptidase superfamily	 - 	 - 
Q#65 - >A0A0H1ACS5|FEATURES|UNIPROT|beta_lactam|WQ59_27450	specific	441934	46	311	1.81156e-85	257.904	COG2367	PenP	 - 	cl28588
Q#66 - >AGC60012.1|FEATURES|CARD|beta_lactam|OXA-244	specific	442014	1	265	8.44392e-142	398.486	COG2602	YbxI	 - 	cl43695
Q#67 - >A0A0D0J707|FEATURES|UNIPROT|beta_lactam|SN10_19300	superfamily	473882	24	280	1.39876e-85	257.474	cl21491	Transpeptidase superfamily	 - 	 - 
Q#68 - >AFK93491.1|FEATURES|CARD|beta_lactam|SHV-144	specific	185339	1	284	0	564.478	PRK15442	PRK15442	 - 	cl21491
Q#69 - >A0A0N8R1H5|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	267	4.53221e-120	344.016	PRK00281	PRK00281	 - 	cl00858
Q#70 - >A0A0V8HGH0|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	278	1.56154e-102	299.718	PRK00281	PRK00281	 - 	cl00858
Q#71 - >AHA11125.1|FEATURES|CARD|beta_lactam|OXA-362	specific	442014	17	272	9.7117e-106	307.579	COG2602	YbxI	 - 	cl43695
Q#72 - >A0A0E8TM01|FEATURES|UNIPROT|beta_lactam|blaZ_1	specific	441934	54	309	3.94457e-95	282.557	COG2367	PenP	 - 	cl28588
Q#73 - >A0A141RPX9|FEATURES|UNIPROT|beta_lactam|ACT-32	superfamily	480360	1	368	0	647.987	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#74 - >A7ZZ10|FEATURES|ARDB|multidrug|mdtG	specific	182127	1	409	0	744.048	PRK09874	PRK09874	 - 	cl27912
Q#75 - >A0A0H3R7A0|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	4	654	0	1417.44	PRK08125	PRK08125	 - 	cl35644
Q#76 - >A0A0R2KCP0|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	26	302	3.6969e-109	317.438	PRK00281	PRK00281	 - 	cl00858
Q#77 - >A0A0S1Z261|FEATURES|UNIPROT|beta_lactam|blaCTX-M	specific	441934	16	291	2.41682e-90	269.46	COG2367	PenP	 - 	cl28588
Q#78 - >ZP_03837521|FEATURES|ARDB|multidrug|Bcr	specific	182964	20	396	0	631.564	PRK11102	PRK11102	 - 	cl32640
Q#79 - >A0A0S7C543|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	14	252	6.76147e-88	261.515	COG1968	UppP	 - 	cl42187
Q#80 - >CAA67865|FEATURES|ARDB|multidrug|oprN	superfamily	273830	17	467	6.21859e-71	232.302	cl36990	outer_NodT superfamily	 - 	 - 
Q#81 - >E7S6Y5|FEATURES|UNIPROT|bacitracin|bacA	specific	234712	2	274	1.90906e-102	299.333	PRK00281	PRK00281	 - 	cl00858
Q#82 - >D0UXZ6|FEATURES|UNIPROT|aminoglycoside|aadA1	specific	184296	1	262	0	500.707	PRK13746	PRK13746	 - 	cl32927
Q#83 - >A0A0P9YCJ1|FEATURES|UNIPROT|beta_lactam|ALO84_04992	specific	236894	16	380	0	604.963	PRK11289	ampC	 - 	cl21491
Q#84 - >B3YD81|FEATURES|UNIPROT|aminoglycoside|SeKA_A1070	specific	411079	1	145	2.29531e-107	301.587	NF000140	AAC_6p_Salmo	 - 	cl40575
Q#85 - >YP_002258163|FEATURES|ARDB|multidrug|MexC	specific	440606	42	376	4.83846e-82	253.712	COG0845	AcrA	 - 	cl34052
Q#86 - >R8X793|FEATURES|UNIPROT|beta_lactam|WC7_00171	specific	236894	1	381	0	642.327	PRK11289	ampC	 - 	cl21491
Q#87 - >YP_905232|FEATURES|ARDB|aminoglycoside|Aac2Ic	specific	395465	39	131	8.09244e-08	48.668	pfam00583	Acetyltransf_1	N	cl17182
Q#88 - >CAC85157|FEATURES|ARDB|beta_lactam|ACT-4	superfamily	480360	1	381	0	682.27	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#89 - >ACL27011|FEATURES|ARDB|trimethoprim|dfrA1	specific	238127	3	151	9.23855e-57	174.634	cd00209	DHFR	 - 	cl17279
Q#90 - >A0A0F4BN81|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1482.92	PRK08125	PRK08125	 - 	cl35644
Q#91 - >A0A089Q2X0|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	3	272	5.02821e-117	336.312	PRK00281	PRK00281	 - 	cl00858
Q#92 - >A0A0P9TKY0|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	22	288	3.88432e-122	350.179	PRK00281	PRK00281	 - 	cl00858
Q#93 - >R8QJ89|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|vgb	specific	443399	4	264	2.72125e-88	264.189	COG4257	Vgb	 - 	cl26743
Q#94 - >A0A158LX91|FEATURES|UNIPROT|beta_lactam|F962_01147	specific	236894	4	382	0	581.851	PRK11289	ampC	 - 	cl21491
