Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >YP_001896735|FEATURES|ARDB|bacitracin|BacA	specific	234712	2	271	3.05353e-117	337.083	PRK00281	PRK00281	 - 	cl00858
Q#2 - >M5D5T2|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	79	315	2.65345e-84	255.42	PRK00281	PRK00281	 - 	cl00858
Q#3 - >BAA06252|FEATURES|ARDB|beta_lactam|BL2e_fpm	specific	441934	18	289	2.07678e-89	267.534	COG2367	PenP	 - 	cl28588
Q#4 - >F8N9P6|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	282	3.91439e-97	286.553	COG1968	UppP	 - 	cl42187
Q#5 - >A0A154X4H1|FEATURES|UNIPROT|chloramphenicol|cat	superfamily	445639	1	214	2.87885e-128	360.711	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#6 - >S1LGA7|FEATURES|UNIPROT|polymyxin|arnC	specific	182669	3	321	0	668.75	PRK10714	PRK10714	 - 	cl32562
Q#7 - >A0A0Q6UP08|FEATURES|UNIPROT|beta_lactam|ASC64_11900	superfamily	440531	144	624	8.61446e-75	249.741	cl34037	FtsI superfamily	 - 	 - 
Q#7 - >A0A0Q6UP08|FEATURES|UNIPROT|beta_lactam|ASC64_11900	superfamily	428377	99	140	0.000329425	40.5	cl04997	MecA_N superfamily	N	 - 
Q#8 - >AGW16406.1|FEATURES|CARD|beta_lactam|OXA-324	specific	442014	4	273	3.9203e-105	306.038	COG2602	YbxI	 - 	cl43695
Q#9 - >A0A0V8JG30|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	259	5.71084e-109	315.126	PRK00281	PRK00281	 - 	cl00858
Q#10 - >A0A0E1EIF5|FEATURES|UNIPROT|aminoglycoside|EY04_31830	specific	440860	1	148	3.48269e-17	73.4902	COG1247	MnaT	 - 	cl43365
Q#11 - >CAC04522.1|FEATURES|CARD|beta_lactam|OCH-1	specific	236894	1	387	0	640.401	PRK11289	ampC	 - 	cl21491
Q#12 - >A0A076PYK1|FEATURES|UNIPROT|beta_lactam|blaCTX-M-161	specific	441934	1	169	1.50679e-59	186.257	COG2367	PenP	N	cl28588
Q#13 - >A0A0S3BND6|FEATURES|UNIPROT|beta_lactam|AS145_19545	specific	293864	29	249	3.47308e-166	458.258	cd16306	CphA_ImiS-like_MBL-B2	 - 	cl23716
Q#14 - >A0A127SZK9|FEATURES|UNIPROT|chloramphenicol|catA13	superfamily	445639	7	203	4.66839e-93	270.458	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#15 - >A0A0R2L917|FEATURES|UNIPROT|aminoglycoside|IV66_GL000803	superfamily	184296	1	257	4.07914e-88	262.269	cl32927	PRK13746 superfamily	 - 	 - 
Q#16 - >A0A0K0H8K5|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|ybjZ	specific	182528	1	648	0	1260.4	PRK10535	PRK10535	 - 	cl32530
Q#17 - >CAG34258|FEATURES|ARDB|multidrug|smeF	superfamily	182103	13	464	1.34844e-115	347.246	cl32423	PRK09837 superfamily	 - 	 - 
Q#18 - >A0A0R2Z6M8|FEATURES|UNIPROT|polymyxin|arnC	superfamily	182669	5	316	0	542.404	cl32562	PRK10714 superfamily	 - 	 - 
Q#19 - >L2VIP2|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	3	273	9.50773e-126	358.269	PRK00281	PRK00281	 - 	cl00858
Q#20 - >N9LUG1|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	268	1.83058e-104	304.341	PRK00281	PRK00281	 - 	cl00858
Q#21 - >AJO16045.1|FEATURES|CARD|beta_lactam|TEM-215	specific	185339	3	286	0	607.235	PRK15442	PRK15442	 - 	cl21491
Q#22 - >AIY30332.1|FEATURES|CARD|beta_lactam|OXA-423	specific	442014	1	273	9.57671e-106	307.579	COG2602	YbxI	 - 	cl43695
Q#23 - >YP_002405849|FEATURES|ARDB|multidrug|MdtM	specific	237958	1	410	0	742.414	PRK15403	PRK15403	 - 	cl30558
Q#24 - >ABX72042.1|FEATURES|CARD|quinolone|QnrB13	superfamily	439496	21	225	2.27113e-102	295.444	cl45666	penta_rpt_SmQnr superfamily	 - 	 - 
Q#25 - >N8TFS6|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	276	4.26511e-65	204.12	COG1968	UppP	 - 	cl42187
Q#26 - >D0SHT5|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	4	266	9.05638e-112	322.445	PRK00281	PRK00281	 - 	cl00858
Q#27 - >A0A0H4SL58|FEATURES|UNIPROT|beta_lactam|ampC	superfamily	480360	3	368	0	654.535	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#28 - >Q9K319|FEATURES|UNIPROT|beta_lactam|ampH	superfamily	442014	23	257	1.66654e-62	197.412	cl43695	YbxI superfamily	 - 	 - 
Q#29 - >M1K0S5|FEATURES|UNIPROT|beta_lactam|F384_08595	specific	441934	25	294	4.16039e-90	269.075	COG2367	PenP	 - 	cl28588
Q#30 - >A0A0B2UA51|FEATURES|UNIPROT|beta_lactam|DH17_02625	specific	236894	4	382	0	586.858	PRK11289	ampC	 - 	cl21491
Q#31 - >T2L514|FEATURES|UNIPROT|aminoglycoside|ant	superfamily	184296	7	253	1.98701e-83	249.942	cl32927	PRK13746 superfamily	 - 	 - 
Q#32 - >CAB94707.1|FEATURES|CARD|beta_lactam|IMP-2	specific	293859	23	234	1.41518e-124	352.354	cd16301	IMP_DIM-like_MBL-B1	 - 	cl23716
Q#33 - >A0A141RKH9|FEATURES|UNIPROT|beta_lactam|BL1_ec	specific	236894	8	388	0	633.082	PRK11289	ampC	 - 	cl21491
Q#34 - >A0A0H4WFI4|FEATURES|UNIPROT|aminoglycoside|ACR54_00646	specific	440222	17	141	1.1833e-18	76.6306	COG0454	PhnO	 - 	cl42766
Q#35 - >A0A0Q9FEF6|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	4	386	0	637.32	PRK11289	ampC	 - 	cl21491
Q#36 - >A0A0H4LE51|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	15	272	1.17899e-100	295.096	PRK00281	PRK00281	 - 	cl00858
