Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >A0A0G1K506|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	254	1.29269e-84	253.041	COG1968	UppP	 - 	cl42187
Q#2 - >A0A0M8UDN8|FEATURES|UNIPROT|beta_lactam|ADK98_37990	specific	441934	52	300	1.88951e-82	250.2	COG2367	PenP	 - 	cl28588
Q#3 - >A0A076W689|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	9	271	3.57024e-104	303.57	PRK00281	PRK00281	 - 	cl00858
Q#4 - >ZP_03832747|FEATURES|ARDB|multidrug|AcrB	superfamily	185081	1	1018	0	1923.51	cl39118	PRK15127 superfamily	 - 	 - 
Q#5 - >U3N8W9|FEATURES|UNIPROT|beta_lactam|blaOXA-114s	superfamily	442014	30	265	2.79041e-60	192.019	cl43695	YbxI superfamily	 - 	 - 
Q#6 - >A0A0F0DUF2|FEATURES|UNIPROT|aminoglycoside|UB43_11210	specific	440222	40	139	1.25893e-16	71.2378	COG0454	PhnO	N	cl42766
Q#7 - >J3G6G7|FEATURES|UNIPROT|beta_lactam|PMI28_03401	specific	236894	12	377	0	629.616	PRK11289	ampC	 - 	cl21491
Q#8 - >A0A127SNT6|FEATURES|UNIPROT|chloramphenicol|catD	superfamily	443873	1	37	3.30738e-18	72.5689	cl42447	CatA superfamily	N	 - 
Q#9 - >A0A0J6NMN1|FEATURES|UNIPROT|beta_lactam|VK98_00160	specific	441934	11	275	3.13985e-91	271.772	COG2367	PenP	 - 	cl28588
Q#10 - >I6ZM32|FEATURES|UNIPROT|beta_lactam|CTX-M	specific	441934	8	273	5.74664e-86	257.904	COG2367	PenP	 - 	cl28588
Q#11 - >W8Y1B7|FEATURES|UNIPROT|polymyxin|yfbG	specific	236156	1	660	0	1526.07	PRK08125	PRK08125	 - 	cl35644
Q#12 - >A1JPP5|FEATURES|UNIPROT|polymyxin|arnC	specific	182669	3	327	0	665.283	PRK10714	PRK10714	 - 	cl32562
Q#13 - >B2CD77|FEATURES|UNIPROT|beta_lactam|blaSHV	superfamily	473882	1	116	1.32451e-77	230.125	cl21491	Transpeptidase superfamily	N	 - 
Q#14 - >A0A0F1A7W6|FEATURES|UNIPROT|polymyxin|arnC	specific	182669	3	327	0	655.653	PRK10714	PRK10714	 - 	cl32562
