Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >D2KB72|FEATURES|UNIPROT|beta_lactam|blaSHV-1	superfamily	473882	1	253	3.83583e-180	495.913	cl21491	Transpeptidase superfamily	 - 	 - 
Q#2 - >ACI95258.1|FEATURES|CARD|beta_lactam|KPC-8	specific	441934	5	274	1.56676e-89	267.534	COG2367	PenP	 - 	cl28588
Q#3 - >CCJ32595.1|FEATURES|CARD|beta_lactam|OXA-120	specific	442014	4	274	3.19368e-112	324.143	COG2602	YbxI	 - 	cl43695
Q#4 - >W3V324|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	182528	1	647	0	1216.49	PRK10535	PRK10535	 - 	cl32530
Q#5 - >BAF56185.1|FEATURES|CARD|beta_lactam|CMY-26	specific	236894	1	381	0	634.623	PRK11289	ampC	 - 	cl21491
Q#6 - >A0A0K0HEQ2|FEATURES|UNIPROT|bacitracin|bacA	specific	234712	3	261	3.24374e-123	352.105	PRK00281	PRK00281	 - 	cl00858
Q#7 - >Q0VTS4|FEATURES|UNIPROT|beta_lactam|adc-22	specific	236894	4	382	0	594.177	PRK11289	ampC	 - 	cl21491
Q#8 - >ADJ94120.1|FEATURES|CARD|beta_lactam|GES-16	specific	441934	1	278	1.49903e-79	242.111	COG2367	PenP	 - 	cl28588
Q#9 - >D2KNX6|FEATURES|UNIPROT|beta_lactam|blaZ	specific	441934	7	281	2.76864e-74	228.244	COG2367	PenP	 - 	cl28588
Q#10 - >AHA11124.1|FEATURES|CARD|beta_lactam|OXA-361	specific	442014	1	272	2.25235e-105	306.809	COG2602	YbxI	 - 	cl43695
Q#11 - >A0A150QN86|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	269	1.50795e-83	252.27	COG1968	UppP	 - 	cl42187
Q#12 - >AAF86641.1|FEATURES|CARD|glycopeptide|vanRC	specific	440508	4	221	3.27469e-74	223.68	COG0745	OmpR	 - 	cl34028
Q#13 - >G4HMT7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	280	2.77215e-108	314.356	PRK00281	PRK00281	 - 	cl00858
Q#14 - >AGW16411.1|FEATURES|CARD|beta_lactam|OXA-329	specific	442014	4	273	2.77082e-104	304.113	COG2602	YbxI	 - 	cl43695
Q#15 - >ACC64523|FEATURES|ARDB|chloramphenicol|cat	specific	443873	1	209	1.00496e-81	242.057	COG4845	CatA	 - 	cl42447
Q#16 - >A0A0F6MXY3|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|pseF	superfamily	182528	4	653	0	915.651	cl32530	PRK10535 superfamily	 - 	 - 
Q#17 - >J8DRI7|FEATURES|UNIPROT|beta_lactam|IGC_02121	superfamily	451500	46	247	1.31027e-114	327.319	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#18 - >A0A0E3U577|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	279	1.72659e-65	205.276	COG1968	UppP	 - 	cl42187
Q#19 - >A0A024CHR9|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	19	668	0	892.924	cl32530	PRK10535 superfamily	 - 	 - 
Q#20 - >S00464|FEATURES|ARDB|beta_lactam|SHV-187	specific	185339	1	263	0	526.343	PRK15442	PRK15442	 - 	cl21491
Q#21 - >G5NFN2|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1456.73	PRK08125	PRK08125	 - 	cl35644
Q#22 - >CAZ48628.1|FEATURES|CARD|rifampin|arr-7	specific	432344	20	122	4.88279e-58	175.502	pfam12120	Arr-ms	 - 	cl13545
Q#23 - >A0A0D6HY69|FEATURES|UNIPROT|beta_lactam|blaF	specific	441934	11	290	2.99865e-88	264.453	COG2367	PenP	 - 	cl28588
