Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >A0A0B1R3B0|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	658	0	1494.48	PRK08125	PRK08125	 - 	cl35644
Q#2 - >A0A117M1S3|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	242	2.2194e-58	186.401	COG1968	UppP	 - 	cl42187
Q#3 - >A0A0C3EDB5|FEATURES|UNIPROT|beta_lactam|SU60_01350	superfamily	473882	3	278	3.30484e-79	241.296	cl21491	Transpeptidase superfamily	 - 	 - 
Q#4 - >NP_671620|FEATURES|ARDB|rifampin|rif	specific	397427	5	547	0	952.643	pfam03340	Pox_Rif	 - 	cl09304
Q#5 - >CAJ47135.2|FEATURES|CARD|beta_lactam|SHV-80	specific	185339	1	284	0	564.093	PRK15442	PRK15442	 - 	cl21491
Q#6 - >A0A0I9QQ02|FEATURES|UNIPROT|beta_lactam|CARB-18	superfamily	473882	24	280	1.33132e-84	255.163	cl21491	Transpeptidase superfamily	 - 	 - 
Q#7 - >D2C0D6|FEATURES|UNIPROT|polymyxin|arnC	specific	182669	5	327	0	644.097	PRK10714	PRK10714	 - 	cl32562
Q#8 - >A0A0H3FJU3|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	3	273	2.51137e-118	339.394	PRK00281	PRK00281	 - 	cl00858
Q#9 - >CAA79968.1|FEATURES|CARD|beta_lactam|PER-1	specific	441934	13	297	2.89887e-76	234.407	COG2367	PenP	 - 	cl28588
Q#10 - >ADQ43424.1|FEATURES|CARD|quinolone|QnrB31	superfamily	439496	21	225	9.77596e-103	296.215	cl45666	penta_rpt_SmQnr superfamily	 - 	 - 
Q#11 - >A0A0S3NCP6|FEATURES|UNIPROT|bacitracin|bacA	specific	234712	3	273	6.7419e-125	356.343	PRK00281	PRK00281	 - 	cl00858
Q#12 - >K7TAV6|FEATURES|UNIPROT|beta_lactam|B932_2238	specific	236894	2	371	4.41043e-180	504.811	PRK11289	ampC	 - 	cl21491
Q#13 - >CAA11471.1|FEATURES|CARD|beta_lactam|IMP-1	specific	293859	23	234	1.81112e-128	361.984	cd16301	IMP_DIM-like_MBL-B1	 - 	cl23716
Q#14 - >AAF34337.1|FEATURES|CARD|beta_lactam|SHV-23	superfamily	473882	1	260	0	507.084	cl21491	Transpeptidase superfamily	 - 	 - 
Q#15 - >A0A103B6Q9|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	4	685	0	896.776	cl32530	PRK10535 superfamily	 - 	 - 
Q#16 - >B3QPP3|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	1	651	2.91606e-160	474.983	cl32530	PRK10535 superfamily	 - 	 - 
Q#17 - >D0WAU7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	267	2.39261e-106	309.348	PRK00281	PRK00281	 - 	cl00858
Q#18 - >A0A0U2ZT72|FEATURES|UNIPROT|beta_lactam|CTX-M	specific	441934	1	180	7.63887e-62	192.42	COG2367	PenP	N	cl28588
Q#19 - >P13249|FEATURES|ARDB|puromycin|pac	specific	442387	8	196	1.15552e-15	70.4994	COG3153	yhbS	 - 	cl43796
Q#20 - >YP_002090521|FEATURES|ARDB|multidrug|oprJ	superfamily	182103	13	467	7.64357e-110	332.993	cl32423	PRK09837 superfamily	 - 	 - 
Q#21 - >A0A0P1D1N8|FEATURES|UNIPROT|aminoglycoside|strA	specific	442463	31	292	2.38161e-105	307.226	COG3231	Aph	 - 	cl43814
Q#22 - >YP_371055|FEATURES|ARDB|multidrug|CeoA	specific	440606	51	376	4.51412e-99	298.01	COG0845	AcrA	 - 	cl34052
Q#23 - >ZP_02865688|FEATURES|ARDB|bacitracin|BacA	specific	234712	4	300	3.05638e-103	302.415	PRK00281	PRK00281	 - 	cl00858
Q#24 - >M5ISA2|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	1	644	0	716.503	cl32530	PRK10535 superfamily	 - 	 - 
Q#25 - >NP_266279|FEATURES|ARDB|multidrug|EmeA	specific	340883	15	379	6.44889e-59	195.487	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#26 - >CAA37699.1|FEATURES|CARD|beta_lactam|r39	specific	441934	42	303	1.91439e-88	265.223	COG2367	PenP	 - 	cl28588
Q#27 - >E3GGW9|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	273	1.86044e-98	289.318	PRK00281	PRK00281	 - 	cl00858
Q#28 - >A0A156EUW0|FEATURES|UNIPROT|beta_lactam|ampC	superfamily	480360	35	415	0	670.328	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#29 - >A7B510|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	2	270	3.27661e-102	298.494	COG1968	UppP	 - 	cl42187
Q#30 - >A6P145|FEATURES|UNIPROT|chloramphenicol|BACCAP_04212	superfamily	445639	2	37	4.90211e-22	82.5971	cl02008	2-oxoacid_dh superfamily	N	 - 
Q#31 - >U1WVJ9|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	22	397	0	622.682	PRK11289	ampC	 - 	cl21491
Q#32 - >CAS11958|FEATURES|ARDB|multidrug|MdtN	specific	182488	1	343	0	525.362	PRK10476	PRK10476	 - 	cl46872
Q#33 - >A0A0U1YWI2|FEATURES|UNIPROT|beta_lactam|blaOXA-48-like	specific	442014	1	248	4.17153e-136	383.464	COG2602	YbxI	 - 	cl43695
Q#34 - >A0A141R9Y1|FEATURES|UNIPROT|beta_lactam|CMY-51	superfamily	473882	1	214	2.24974e-126	362.672	cl21491	Transpeptidase superfamily	C	 - 
Q#35 - >A0A0L2R4H7|FEATURES|UNIPROT|aminoglycoside|AEV26_02385	specific	411079	1	145	8.20031e-107	300.431	NF000140	AAC_6p_Salmo	 - 	cl40575
Q#36 - >ADX07746.1|FEATURES|CARD|beta_lactam|OXA-201	specific	442014	4	274	4.48443e-109	316.054	COG2602	YbxI	 - 	cl43695
Q#37 - >G0EL70|FEATURES|UNIPROT|chloramphenicol|cat	specific	443873	1	211	1.70859e-87	256.694	COG4845	CatA	 - 	cl42447
Q#38 - >YP_001453247|FEATURES|ARDB|multidrug|MdtK	specific	234981	1	457	0	708.503	PRK01766	PRK01766	 - 	cl09326
Q#39 - >CAP12350.2|FEATURES|CARD|beta_lactam|LEN-22	specific	185339	1	284	0	563.708	PRK15442	PRK15442	 - 	cl21491
Q#40 - >A0A127SSZ0|FEATURES|UNIPROT|beta_lactam|CblA-1	specific	441934	18	304	2.98879e-70	218.999	COG2367	PenP	 - 	cl28588
Q#41 - >ACN65732|FEATURES|ARDB|multidrug|EmrD	specific	183259	1	394	0	579.555	PRK11652	emrD	 - 	cl28910
Q#42 - >L7HM65|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	4	658	0	1442.86	PRK08125	PRK08125	 - 	cl35644
Q#43 - >A0A0Q4ENQ7|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	4	658	0	1439.01	PRK08125	PRK08125	 - 	cl35644
Q#44 - >A7Y409|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	4	382	0	599.955	PRK11289	ampC	 - 	cl21491
Q#45 - >D4S8A4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	268	2.05981e-106	309.348	PRK00281	PRK00281	 - 	cl00858
Q#46 - >A0A0A0YZV7|FEATURES|UNIPROT|aminoglycoside|aadA1	specific	184296	1	262	0	501.478	PRK13746	PRK13746	 - 	cl32927
Q#47 - >A0A121QEP7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	267	1.12574e-106	310.119	PRK00281	PRK00281	 - 	cl00858
Q#48 - >AAQ75792|FEATURES|ARDB|beta_lactam|mecC	specific	440531	138	663	5.30437e-93	299.047	COG0768	FtsI	 - 	cl34037
Q#48 - >AAQ75792|FEATURES|ARDB|beta_lactam|mecC	superfamily	428377	25	140	1.29277e-21	90.576	cl04997	MecA_N superfamily	 - 	 - 
Q#49 - >CAG34105.1|FEATURES|CARD|beta_lactam|TEM-129	specific	185339	3	286	0	603.383	PRK15442	PRK15442	 - 	cl21491
Q#50 - >ZP_04156234|FEATURES|ARDB|bacitracin|BacA	specific	234712	1	264	5.97987e-112	322.83	PRK00281	PRK00281	 - 	cl00858
Q#51 - >W6M7I5|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	15	265	1.24421e-107	312.43	PRK00281	PRK00281	 - 	cl00858
Q#52 - >A0A0M1JIP1|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	1.13575e-117	337.853	PRK00281	PRK00281	 - 	cl00858
Q#53 - >CAG34264|FEATURES|ARDB|multidrug|smeD	superfamily	184990	8	372	8.86722e-127	370.969	cl33066	PRK15030 superfamily	 - 	 - 
Q#54 - >F2ZCT2|FEATURES|UNIPROT|polymyxin|POR16_00582	specific	236156	1	648	0	1396.64	PRK08125	PRK08125	 - 	cl35644
Q#55 - >D3SLI8|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	256	1.78649e-103	301.191	COG1968	UppP	 - 	cl42187
Q#56 - >G8A3R7|FEATURES|UNIPROT|beta_lactam|blaTEM	specific	185339	3	286	0	602.998	PRK15442	PRK15442	 - 	cl21491
Q#57 - >YP_724476.1|FEATURES|CARD|macrolide-lincosamide-streptogramin|msrE	specific	440254	7	484	5.91194e-124	371.705	COG0488	Uup	 - 	cl33905
Q#58 - >AAA26081|FEATURES|ARDB|trimethoprim|dfrA1	specific	238127	1	150	1.54415e-55	171.167	cd00209	DHFR	 - 	cl17279
Q#59 - >J5PUQ4|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	261	2.80858e-91	270.375	COG1968	UppP	 - 	cl42187
