Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >A0A0T9NU73|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB_2	specific	182528	1	649	0	1266.18	PRK10535	PRK10535	 - 	cl32530
Q#2 - >ACV32310.1|FEATURES|CARD|beta_lactam|CMY-49	specific	236894	1	381	0	631.927	PRK11289	ampC	 - 	cl21491
Q#3 - >A0A0B2F8T7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	14	266	2.69534e-89	265.821	PRK00281	PRK00281	 - 	cl00858
Q#4 - >A0A069DC23|FEATURES|UNIPROT|fosfomycin|fosB	specific	179740	2	138	5.93542e-84	241.774	PRK04101	PRK04101	 - 	cl14632
Q#5 - >A0A083UJ51|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	2	373	0	630.386	PRK11289	ampC	 - 	cl21491
Q#6 - >A0A154UCB1|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	2	645	0	782.757	cl32530	PRK10535 superfamily	 - 	 - 
Q#7 - >A0A0B4SDI7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	3	277	4.53809e-110	318.593	PRK00281	PRK00281	 - 	cl00858
Q#8 - >M5CTC4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	14	250	8.58083e-80	241.168	PRK00281	PRK00281	 - 	cl00858
Q#9 - >V8MKY4|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	182528	1	648	0	1298.15	PRK10535	PRK10535	 - 	cl32530
Q#10 - >ABC26006.1|FEATURES|CARD|beta_lactam|OXA-84	specific	442014	4	274	4.41968e-110	318.75	COG2602	YbxI	 - 	cl43695
Q#11 - >R8U618|FEATURES|UNIPROT|beta_lactam|KQ3_05130	specific	441934	57	312	2.19405e-94	281.016	COG2367	PenP	 - 	cl28588
Q#12 - >A0A095SRN6|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	258	9.90996e-104	301.961	COG1968	UppP	 - 	cl42187
Q#13 - >Q65GV9|FEATURES|UNIPROT|chloramphenicol|cat	superfamily	445639	5	205	2.39836e-86	253.509	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#14 - >CAA11706.1|FEATURES|CARD|macrolide-lincosamide-streptogramin|ErmO	specific	128898	38	187	8.92037e-63	194.266	smart00650	rADc	 - 	cl17173
Q#15 - >YP_002399550|FEATURES|ARDB|multidrug|tolC	specific	236529	1	451	0	777.966	PRK09465	tolC	 - 	cl30340
Q#16 - >YP_001026319|FEATURES|ARDB|multidrug|AmrA	specific	169982	3	378	0	576.36	PRK09578	PRK09578	 - 	cl31598
Q#17 - >ACJ64205|FEATURES|ARDB|multidrug|floR	superfamily	475125	10	381	4.33113e-77	243.445	cl28910	MFS superfamily	 - 	 - 
Q#18 - >A0A0L3K1A4|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1456.34	PRK08125	PRK08125	 - 	cl35644
Q#19 - >V0Y3L9|FEATURES|UNIPROT|beta_lactam|HMPREF1608_01663	specific	236894	8	388	0	629.23	PRK11289	ampC	 - 	cl21491
Q#20 - >J0PI82|FEATURES|UNIPROT|polymyxin|arnC	superfamily	182669	5	317	0	540.478	cl32562	PRK10714 superfamily	 - 	 - 
Q#21 - >F5Y4E4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	267	6.53864e-118	338.623	PRK00281	PRK00281	 - 	cl00858
Q#22 - >A0A0S2EAE6|FEATURES|UNIPROT|beta_lactam|blaGES	specific	441934	1	278	1.1959e-78	239.8	COG2367	PenP	 - 	cl28588
Q#23 - >CAJ47130.2|FEATURES|CARD|beta_lactam|SHV-75	specific	185339	1	284	0	562.937	PRK15442	PRK15442	 - 	cl21491
Q#24 - >AAD51056|FEATURES|ARDB|glycopeptide|vanRD	specific	440508	4	222	9.89313e-75	224.835	COG0745	OmpR	 - 	cl34028
Q#25 - >S6AT90|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	3.66088e-118	339.394	PRK00281	PRK00281	 - 	cl00858
Q#26 - >A0A141RKT7|FEATURES|UNIPROT|beta_lactam|BL1_ec	specific	236894	8	388	0	628.46	PRK11289	ampC	 - 	cl21491
Q#27 - >P72533|FEATURES|ARDB|tetracycline|tetO	specific	206731	5	241	1.9957e-145	421.26	cd04168	TetM_like	 - 	cl38936
Q#27 - >P72533|FEATURES|ARDB|tetracycline|tetO	superfamily	481252	1	618	2.85732e-119	370.051	cl46912	PRK13351 superfamily	 - 	 - 
Q#28 - >A0A0B5SI36|FEATURES|UNIPROT|chloramphenicol|BG05_3643	superfamily	445639	6	205	3.10841e-98	283.94	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#29 - >ADK35870.1|FEATURES|CARD|beta_lactam|OXA-166	specific	442014	1	273	2.4901e-107	311.816	COG2602	YbxI	 - 	cl43695
Q#30 - >R4WAP2|FEATURES|UNIPROT|beta_lactam|AQU-1	specific	236894	22	379	0	603.807	PRK11289	ampC	 - 	cl21491
Q#31 - >J8CUJ7|FEATURES|UNIPROT|beta_lactam|IG7_02420	specific	441934	55	306	2.27498e-96	285.639	COG2367	PenP	 - 	cl28588
Q#32 - >AAZ66866.1|FEATURES|CARD|beta_lactam|CMY-21	specific	236894	1	381	0	634.238	PRK11289	ampC	 - 	cl21491
Q#33 - >J2Y923|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	5	380	0	644.253	PRK11289	ampC	 - 	cl21491
Q#34 - >ZP_04210257|FEATURES|ARDB|bacitracin|BacA	specific	234712	1	265	6.73707e-105	305.111	PRK00281	PRK00281	 - 	cl00858
Q#35 - >R8PHP6|FEATURES|UNIPROT|beta_lactam|IKQ_00440	specific	441934	57	312	3.71582e-93	277.55	COG2367	PenP	 - 	cl28588
Q#36 - >A0A0F7FBH4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	286	4.12699e-103	301.644	PRK00281	PRK00281	 - 	cl00858
Q#37 - >B0BL05|FEATURES|UNIPROT|aminoglycoside|aadA1	specific	184296	1	258	1.08111e-177	489.151	PRK13746	PRK13746	 - 	cl32927
Q#38 - >N9BQ39|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	280	2.01178e-62	197.572	COG1968	UppP	 - 	cl42187
Q#39 - >A0A0S3AHM4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	1.93152e-119	342.475	PRK00281	PRK00281	 - 	cl00858
