Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >A0A081RU83|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	25	294	1.32278e-119	343.631	PRK00281	PRK00281	 - 	cl00858
Q#2 - >A0A0M8TBT8|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|vgb	specific	443399	1	259	1.7758e-87	262.263	COG4257	Vgb	 - 	cl26743
Q#3 - >H0SGI9|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	266	4.90883e-102	298.178	PRK00281	PRK00281	 - 	cl00858
Q#4 - >AAZ14842|FEATURES|ARDB|macrolide-lincosamide-streptogramin|EreA	specific	350610	27	395	1.46925e-58	194.918	cd14728	Ere-like	 - 	cl38917
Q#5 - >AHN07454.1|FEATURES|CARD|beta_lactam|OXA-338	specific	442014	4	274	5.11034e-112	323.758	COG2602	YbxI	 - 	cl43695
Q#6 - >S1RJX8|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	5	275	3.15494e-108	313.971	PRK00281	PRK00281	 - 	cl00858
Q#7 - >ABZ80060|FEATURES|ARDB|rifampin|rif	specific	397427	5	547	0	956.495	pfam03340	Pox_Rif	 - 	cl09304
Q#8 - >AAK31368.1|FEATURES|CARD|beta_lactam|CMY-10	specific	236894	5	381	0	614.978	PRK11289	ampC	 - 	cl21491
Q#9 - >I6ZI70|FEATURES|UNIPROT|beta_lactam|CTX-M	specific	441934	8	273	2.40393e-86	258.675	COG2367	PenP	 - 	cl28588
Q#10 - >A0A0L6FRY4|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	20	667	0	845.93	cl32530	PRK10535 superfamily	 - 	 - 
Q#11 - >B1LL36|FEATURES|ARDB|multidrug|MdtL	specific	182486	1	391	0	634.753	PRK10473	PRK10473	 - 	cl32519
Q#12 - >ZP_04120479|FEATURES|ARDB|beta_lactam|BcI	specific	441934	45	312	1.26379e-90	271.001	COG2367	PenP	 - 	cl28588
Q#13 - >A0A0B1PTR3|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	6	390	0	609.585	PRK11289	ampC	 - 	cl21491
Q#14 - >BAJ10053.1|FEATURES|CARD|fosfomycin|FosC2	specific	319908	4	122	1.69015e-69	204.438	cd07244	FosA	 - 	cl14632
Q#15 - >U1IP33|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	266	4.56489e-100	293.17	PRK00281	PRK00281	 - 	cl00858
Q#16 - >ZP_04631862|FEATURES|ARDB|fosmidomycin|RosA	specific	341031	28	397	2.03531e-106	317.961	cd17478	MFS_FsR	 - 	cl28910
Q#17 - >ABU39979.1|FEATURES|CARD|beta_lactam|blaR1	specific	442014	313	563	1.18687e-84	264.822	COG2602	YbxI	 - 	cl43695
Q#17 - >ABU39979.1|FEATURES|CARD|beta_lactam|blaR1	specific	443363	111	450	5.20151e-60	202.974	COG4219	MecR1	 - 	cl29775
Q#18 - >A0A0K9N7U8|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	269	6.30432e-102	298.178	PRK00281	PRK00281	 - 	cl00858
Q#19 - >S3YHW0|FEATURES|UNIPROT|beta_lactam|HMPREF1181_02941	specific	441934	44	328	1.62968e-67	212.836	COG2367	PenP	 - 	cl28588
Q#20 - >A0A141RHI8|FEATURES|UNIPROT|beta_lactam|BL1_ec	specific	236894	8	388	0	628.075	PRK11289	ampC	 - 	cl21491
Q#21 - >YP_001726874|FEATURES|ARDB|multidrug|MdtO	specific	183131	1	683	0	1157.69	PRK11427	PRK11427	 - 	cl42009
Q#22 - >A0A0N1AQA1|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	2	694	0	589.002	cl32530	PRK10535 superfamily	 - 	 - 
Q#23 - >A0A0G6PJK6|FEATURES|UNIPROT|bacitracin|uppP_2	specific	234712	2	275	4.29993e-98	288.548	PRK00281	PRK00281	 - 	cl00858
Q#24 - >R6AUC2|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	3	271	1.60683e-102	299.265	COG1968	UppP	 - 	cl42187
Q#25 - >YP_001462039|FEATURES|ARDB|multidrug|MdfA	specific	185300	7	410	0	693.606	PRK15402	PRK15402	 - 	cl33139
Q#26 - >A0A0R1V3X0|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	7	279	5.19175e-108	313.586	PRK00281	PRK00281	 - 	cl00858
Q#27 - >AAV80411|FEATURES|ARDB|tetracycline|tetO	specific	206731	5	241	2.59022e-145	420.875	cd04168	TetM_like	 - 	cl38936
Q#27 - >AAV80411|FEATURES|ARDB|tetracycline|tetO	superfamily	481252	1	618	1.30142e-117	365.814	cl46912	PRK13351 superfamily	 - 	 - 
Q#28 - >A0A070FEP2|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	3	273	2.37302e-124	354.802	PRK00281	PRK00281	 - 	cl00858
Q#29 - >D7PII0|FEATURES|UNIPROT|beta_lactam|blaRAHN-2	specific	441934	1	217	1.59563e-77	234.022	COG2367	PenP	 - 	cl28588
Q#30 - >AAA21532.1|FEATURES|CARD|beta_lactam|cepA	specific	441934	10	296	2.17571e-70	218.999	COG2367	PenP	 - 	cl28588
Q#31 - >YP_542447|FEATURES|ARDB|multidrug|tolC	specific	236529	14	464	0	779.122	PRK09465	tolC	 - 	cl30340
