Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >AAP69915|FEATURES|ARDB|beta_lactam|cphA6	specific	293864	30	251	9.08603e-166	457.103	cd16306	CphA_ImiS-like_MBL-B2	 - 	cl23716
Q#2 - >A0A137RR23|FEATURES|UNIPROT|beta_lactam|AYK81_05465	specific	293862	46	247	3.59132e-118	336.564	cd16304	BcII-like_MBL-B1	 - 	cl23716
Q#3 - >W0ANI6|FEATURES|UNIPROT|multidrug|mdtH	specific	183255	1	400	0	735.328	PRK11646	PRK11646	 - 	cl27936
Q#4 - >K7QCV4|FEATURES|UNIPROT|beta_lactam|cphA	superfamily	451500	1	192	1.23505e-143	398.552	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#5 - >A0A127SHS7|FEATURES|UNIPROT|beta_lactam|CblA-1	specific	441934	26	300	2.6886e-69	216.303	COG2367	PenP	 - 	cl28588
Q#6 - >CDG50843.1|FEATURES|CARD|beta_lactam|CTX-M-103	specific	441934	16	291	1.44825e-90	270.231	COG2367	PenP	 - 	cl28588
Q#7 - >A0A0A2HVJ7|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	281	8.69876e-92	272.686	COG1968	UppP	 - 	cl42187
Q#8 - >A4G8J0|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	3.20969e-112	324.371	PRK00281	PRK00281	 - 	cl00858
Q#9 - >CAP12349.2|FEATURES|CARD|beta_lactam|LEN-21	specific	185339	1	284	0	561.011	PRK15442	PRK15442	 - 	cl21491
Q#10 - >A0A029JXV2|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	377	0	634.623	PRK11289	ampC	 - 	cl21491
Q#11 - >BAG06200|FEATURES|ARDB|beta_lactam|mecC	specific	440531	139	664	2.25945e-94	302.514	COG0768	FtsI	 - 	cl34037
Q#11 - >BAG06200|FEATURES|ARDB|beta_lactam|mecC	superfamily	428377	26	141	1.06635e-21	90.576	cl04997	MecA_N superfamily	 - 	 - 
Q#12 - >A0A0P9PK09|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	2.6089e-120	344.787	PRK00281	PRK00281	 - 	cl00858
Q#13 - >G8M653|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	270	1.49315e-119	342.861	PRK00281	PRK00281	 - 	cl00858
Q#14 - >E6TYF3|FEATURES|UNIPROT|fosfomycin|fosB	specific	179740	1	138	2.6464e-94	267.968	PRK04101	PRK04101	 - 	cl14632
Q#15 - >A5YVZ0|FEATURES|UNIPROT|aminoglycoside|aadA2	specific	184296	1	262	0	498.781	PRK13746	PRK13746	 - 	cl32927
Q#16 - >B8ZHY4|FEATURES|UNIPROT|beta_lactam|bla	specific	441934	22	274	9.83877e-87	259.83	COG2367	PenP	 - 	cl28588
Q#17 - >C5AZA1|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	383	0	616.134	PRK11289	ampC	 - 	cl21491
Q#18 - >G8LIH0|FEATURES|UNIPROT|beta_lactam|ampC	superfamily	480360	1	381	0	668.788	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#19 - >A0A0R0BIE2|FEATURES|UNIPROT|aminoglycoside|ARC02_10620	specific	442463	10	267	4.94399e-127	361.154	COG3231	Aph	 - 	cl43814
Q#20 - >A0A064TG61|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1489.47	PRK08125	PRK08125	 - 	cl35644
Q#21 - >A0A0A2WPN4|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	10	264	4.9616e-67	208.743	COG1968	UppP	 - 	cl42187
Q#22 - >V6GT30|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	4	275	8.11217e-76	231.855	COG1968	UppP	 - 	cl42187
Q#23 - >A0A0D0FL86|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	268	3.08161e-100	293.94	PRK00281	PRK00281	 - 	cl00858
Q#24 - >YP_001694718|FEATURES|ARDB|tetracycline|tetM	specific	206731	5	241	2.34879e-141	410.859	cd04168	TetM_like	 - 	cl38936
Q#24 - >YP_001694718|FEATURES|ARDB|tetracycline|tetM	superfamily	481252	1	610	4.60655e-120	372.362	cl46912	PRK13351 superfamily	 - 	 - 
Q#25 - >A0A0G0QXG7|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	255	9.5032e-84	251.115	COG1968	UppP	 - 	cl42187
Q#26 - >AGL39384.1|FEATURES|CARD|beta_lactam|TEM-208	specific	185339	3	286	0	607.621	PRK15442	PRK15442	 - 	cl21491
Q#27 - >A0A0G3EU14|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	280	1.87588e-59	190.253	COG1968	UppP	 - 	cl42187
Q#28 - >ZP_04431003|FEATURES|ARDB|bacitracin|BacA	specific	234712	3	264	2.89907e-104	303.956	PRK00281	PRK00281	 - 	cl00858
Q#29 - >Q59694|FEATURES|UNIPROT|aminoglycoside|aadA2b	specific	184296	1	258	1.11554e-179	494.159	PRK13746	PRK13746	 - 	cl32927
Q#30 - >P06548|FEATURES|UNIPROT|beta_lactam|blaZ	specific	441934	58	312	1.86329e-94	281.016	COG2367	PenP	 - 	cl28588
Q#31 - >Q6HIX0|FEATURES|UNIPROT|chloramphenicol|cat	superfamily	445639	6	205	2.43105e-100	288.948	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#32 - >G8LS12|FEATURES|UNIPROT|bacitracin|bacA	specific	441571	1	267	2.26899e-67	210.284	COG1968	UppP	 - 	cl42187
Q#33 - >A0A0S1RSB1|FEATURES|UNIPROT|beta_lactam|blaOXA	superfamily	442014	11	148	1.52648e-41	139.247	cl43695	YbxI superfamily	NC	 - 
Q#34 - >J8NNE4|FEATURES|UNIPROT|beta_lactam|IKM_04476	specific	441934	53	312	1.71474e-93	278.705	COG2367	PenP	 - 	cl28588
Q#35 - >A0A0N0ZP77|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	4	260	9.13149e-63	197.572	COG1968	UppP	 - 	cl42187
