Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >P13955|FEATURES|UNIPROT|trimethoprim|dfrA	specific	425512	2	157	3.84149e-80	233.975	pfam00186	DHFR_1	 - 	cl17279
Q#2 - >Q2FC56|FEATURES|UNIPROT|beta_lactam|blaZ	specific	441934	6	182	7.0791e-48	156.982	COG2367	PenP	C	cl28588
Q#3 - >A0A0X8P410|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	6	286	2.39298e-105	307.037	PRK00281	PRK00281	 - 	cl00858
Q#4 - >A0A0H3W1A1|FEATURES|UNIPROT|beta_lactam|blaCMY-130	specific	236894	1	381	0	632.312	PRK11289	ampC	 - 	cl21491
Q#5 - >A0A033UR43|FEATURES|UNIPROT|beta_lactam|V070_01895	specific	441934	18	282	3.85595e-73	225.548	COG2367	PenP	 - 	cl28588
Q#6 - >A0A0L0WCC1|FEATURES|UNIPROT|multidrug|rlmN	superfamily	450244	3	341	0	665.277	cl18962	Radical_SAM superfamily	 - 	 - 
Q#7 - >J2ZZB7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	275	6.42109e-98	288.162	PRK00281	PRK00281	 - 	cl00858
Q#8 - >AHL39324.1|FEATURES|CARD|beta_lactam|CMY-82	specific	236894	1	381	0	642.712	PRK11289	ampC	 - 	cl21491
Q#9 - >A0A011DRP8|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	4	267	4.7103e-108	313.586	PRK00281	PRK00281	 - 	cl00858
Q#10 - >A0A0J8YFV7|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|AI28_01875	superfamily	182528	1	643	0	674.131	cl32530	PRK10535 superfamily	 - 	 - 
Q#11 - >Q52360|FEATURES|ARDB|tetracycline|tetQ	specific	206731	5	243	2.84398e-135	395.451	cd04168	TetM_like	 - 	cl38936
Q#11 - >Q52360|FEATURES|ARDB|tetracycline|tetQ	superfamily	481252	1	612	2.94981e-121	375.444	cl46912	PRK13351 superfamily	 - 	 - 
Q#12 - >A0A098MYL2|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	4	273	3.67341e-80	242.64	COG1968	UppP	 - 	cl42187
Q#13 - >ABK84591|FEATURES|ARDB|bacitracin|BacA	specific	234712	16	276	2.23537e-111	322.06	PRK00281	PRK00281	 - 	cl00858
Q#14 - >A0A0K6HPC8|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	5	266	1.27917e-95	281.614	PRK00281	PRK00281	 - 	cl00858
Q#15 - >A0A089MB69|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	286	5.05236e-106	308.963	PRK00281	PRK00281	 - 	cl00858
Q#16 - >V7IDQ0|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	5	647	0	787.38	cl32530	PRK10535 superfamily	 - 	 - 
