Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >C7CL23|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	383	0	611.511	PRK11289	ampC	 - 	cl21491
Q#2 - >A0A0Z8HYI7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	273	1.00888e-102	300.104	PRK00281	PRK00281	 - 	cl00858
Q#3 - >V5ARQ7|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	182528	1	648	0	1290.84	PRK10535	PRK10535	 - 	cl32530
Q#4 - >Q470Y4|FEATURES|UNIPROT|beta_lactam|Reut_A1684	specific	441934	50	311	2.96982e-91	272.542	COG2367	PenP	 - 	cl28588
Q#5 - >A0A127SCJ5|FEATURES|UNIPROT|beta_lactam|BL1_ec	specific	236894	1	344	0	603.422	PRK11289	ampC	 - 	cl21491
Q#6 - >A8GDR6|FEATURES|UNIPROT|polymyxin|arnC	specific	182669	3	326	0	684.158	PRK10714	PRK10714	 - 	cl32562
Q#7 - >T0PAZ5|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	5	274	2.22748e-96	283.857	COG1968	UppP	 - 	cl42187
Q#8 - >YP_001966537|FEATURES|ARDB|aminoglycoside|APH(3')-Ia	specific	442463	12	271	1.81596e-118	339.583	COG3231	Aph	 - 	cl43814
Q#9 - >A0A143HHY9|FEATURES|UNIPROT|beta_lactam|ATY39_14210	specific	441934	29	285	7.54733e-91	270.616	COG2367	PenP	 - 	cl28588
Q#10 - >A0A098URI9|FEATURES|UNIPROT|beta_lactam|PDC-3	specific	236894	4	388	0	645.794	PRK11289	ampC	 - 	cl21491
Q#11 - >A0A137RPY5|FEATURES|UNIPROT|beta_lactam|AYK81_08635	specific	441934	41	308	4.33925e-93	277.164	COG2367	PenP	 - 	cl28588
Q#12 - >M4Q6F4|FEATURES|UNIPROT|beta_lactam|bla	superfamily	473882	1	188	3.04568e-141	394.605	cl21491	Transpeptidase superfamily	C	 - 
Q#13 - >AAF27727.1|FEATURES|CARD|aminoglycoside|aadA2	specific	184296	1	258	0	497.24	PRK13746	PRK13746	 - 	cl32927
Q#14 - >YP_002633428|FEATURES|ARDB|bacitracin|BacA	specific	234712	13	288	1.14445e-95	283.155	PRK00281	PRK00281	 - 	cl00858
Q#15 - >A0A0B5ECS4|FEATURES|UNIPROT|beta_lactam|TEM-116	superfamily	473882	7	180	3.05138e-132	371.493	cl21491	Transpeptidase superfamily	C	 - 
Q#16 - >J2ST42|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	5.40251e-113	326.297	PRK00281	PRK00281	 - 	cl00858
