Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >A0A132EVX7|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	385	0	628.46	PRK11289	ampC	 - 	cl21491
Q#2 - >YP_788911|FEATURES|ARDB|multidrug|opmD	superfamily	273830	15	466	4.01671e-78	251.562	cl36990	outer_NodT superfamily	 - 	 - 
Q#3 - >AAK14791|FEATURES|ARDB|beta_lactam|LCR-1	specific	442014	5	257	1.6148e-121	347.255	COG2602	YbxI	 - 	cl43695
Q#4 - >W8QQ89|FEATURES|UNIPROT|beta_lactam|blaMIR-7	superfamily	480360	1	381	0	661.084	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#5 - >ACU00152.1|FEATURES|CARD|beta_lactam|CMY-73	specific	236894	1	381	0	631.542	PRK11289	ampC	 - 	cl21491
Q#6 - >AAG07762.1|FEATURES|CARD|multidrug|mexV	specific	440606	49	370	6.65576e-90	273.358	COG0845	AcrA	 - 	cl34052
Q#7 - >W7YNR4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	274	2.8434e-90	268.517	PRK00281	PRK00281	 - 	cl00858
Q#8 - >A0A0L0L7J1|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|vgb	specific	443399	7	275	7.20016e-96	284.219	COG4257	Vgb	 - 	cl26743
Q#9 - >AAQ10694.1|FEATURES|CARD|quinolone|qacB	superfamily	184957	16	464	2.67102e-79	256.193	cl33053	PRK14995 superfamily	 - 	 - 
Q#10 - >C0EQK6|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	267	1.18208e-112	325.142	PRK00281	PRK00281	 - 	cl00858
Q#11 - >A0A084TE22|FEATURES|UNIPROT|polymyxin|arnC	superfamily	182669	5	327	0	516.981	cl32562	PRK10714 superfamily	 - 	 - 
Q#12 - >C8CE53|FEATURES|UNIPROT|beta_lactam|TEM-30	superfamily	473882	1	220	1.00313e-171	473.186	cl21491	Transpeptidase superfamily	 - 	 - 
Q#13 - >A0A0H3WJJ7|FEATURES|UNIPROT|beta_lactam|TEM	superfamily	473882	1	162	5.84957e-125	352.233	cl21491	Transpeptidase superfamily	NC	 - 
Q#14 - >A0A0G8ESS1|FEATURES|UNIPROT|beta_lactam|B4080_3222	specific	441934	57	312	7.14379e-95	282.172	COG2367	PenP	 - 	cl28588
Q#15 - >D4E8G0|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	182528	1	648	0	1255.01	PRK10535	PRK10535	 - 	cl32530
Q#16 - >A0A0B5EWR1|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|vgb	specific	443399	36	295	2.01541e-87	263.419	COG4257	Vgb	 - 	cl26743
