Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >A0A120HUS0|FEATURES|UNIPROT|beta_lactam|blaTEM	specific	185339	3	291	0	599.917	PRK15442	PRK15442	 - 	cl21491
Q#2 - >J8AYM5|FEATURES|UNIPROT|beta_lactam|IEE_02800	specific	441934	93	348	5.74392e-91	273.312	COG2367	PenP	 - 	cl28588
Q#3 - >A0A0M2N9P5|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|XK97_10945	superfamily	182528	1	647	0	657.952	cl32530	PRK10535 superfamily	 - 	 - 
Q#4 - >CAL08007.1|FEATURES|CARD|beta_lactam|TEM-137	specific	185339	3	286	0	602.613	PRK15442	PRK15442	 - 	cl21491
Q#5 - >A0A127SKI4|FEATURES|UNIPROT|chloramphenicol|catD	superfamily	445639	50	246	2.99413e-95	277.777	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#6 - >T2D0V9|FEATURES|UNIPROT|beta_lactam|ADC-2	specific	236894	1	319	0	514.441	PRK11289	ampC	 - 	cl21491
Q#7 - >D4XMW8|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	269	2.97295e-95	281.229	PRK00281	PRK00281	 - 	cl00858
Q#8 - >A0A085AG15|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	182528	1	647	0	1286.98	PRK10535	PRK10535	 - 	cl32530
Q#9 - >I1ZAJ4|FEATURES|UNIPROT|beta_lactam|oxa-58	specific	442014	14	189	1.37185e-77	232.851	COG2602	YbxI	C	cl43695
Q#10 - >A0A0E3CDI2|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	267	3.28054e-111	321.675	PRK00281	PRK00281	 - 	cl00858
Q#11 - >AAX56615.1|FEATURES|CARD|beta_lactam|TEM-141	specific	185339	3	286	0	606.08	PRK15442	PRK15442	 - 	cl21491
Q#12 - >A0A0H4IS11|FEATURES|UNIPROT|beta_lactam|blaCTX-M-163	specific	441934	16	291	2.61736e-91	272.157	COG2367	PenP	 - 	cl28588
Q#13 - >I2EZI6|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	14	256	2.38353e-97	285.783	COG1968	UppP	 - 	cl42187
Q#14 - >J2DCS5|FEATURES|UNIPROT|beta_lactam|PMI03_00629	specific	236894	12	387	0	687.781	PRK11289	ampC	 - 	cl21491
Q#15 - >A0A127T0M9|FEATURES|UNIPROT|beta_lactam|BL1_ec	specific	236894	8	388	0	635.779	PRK11289	ampC	 - 	cl21491
Q#16 - >A0A0U1YX18|FEATURES|UNIPROT|beta_lactam|blaOXA-48-like	specific	442014	1	248	3.53142e-135	381.152	COG2602	YbxI	 - 	cl43695
Q#17 - >D4HYR0|FEATURES|UNIPROT|polymyxin|yfbG	specific	236156	1	660	0	1504.88	PRK08125	PRK08125	 - 	cl35644
Q#18 - >A0A0U0ZFH5|FEATURES|UNIPROT|chloramphenicol|cmlA	superfamily	445639	16	218	2.29823e-100	289.718	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#19 - >ZP_01962904|FEATURES|ARDB|tetracycline|tetO	specific	206731	5	241	2.42676e-145	420.875	cd04168	TetM_like	 - 	cl38936
Q#19 - >ZP_01962904|FEATURES|ARDB|tetracycline|tetO	superfamily	481252	1	618	4.72542e-118	366.969	cl46912	PRK13351 superfamily	 - 	 - 
Q#20 - >A0A0U7CJ84|FEATURES|UNIPROT|aminoglycoside|ERS381446_03540	specific	395465	10	132	5.74015e-18	74.0912	pfam00583	Acetyltransf_1	 - 	cl17182
Q#21 - >NP_706356|FEATURES|ARDB|multidrug|acrA	specific	184990	1	397	0	744.612	PRK15030	PRK15030	 - 	cl33066
Q#22 - >CAA03986.1|FEATURES|CARD|tetracycline|tap	specific	162098	9	375	8.0759e-102	306.555	TIGR00900	2A0121	 - 	cl31440
Q#23 - >R4LP68|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|vgb	specific	443399	3	258	2.03093e-77	236.455	COG4257	Vgb	 - 	cl26743
Q#24 - >BAA34540|FEATURES|ARDB|macrolide-lincosamide-streptogramin|mphC	specific	270701	8	283	1.43301e-155	435.135	cd05152	MPH2'	 - 	cl21453
Q#25 - >AAD41881|FEATURES|ARDB|glycopeptide|VanHD	specific	240661	7	322	2.20322e-160	450.507	cd12185	HGDH_LDH_like	 - 	cl21454
Q#26 - >A0A0P7N6T6|FEATURES|UNIPROT|beta_lactam|ACU81_15235	specific	236894	1	377	0	632.697	PRK11289	ampC	 - 	cl21491
Q#27 - >A0A097SRT5|FEATURES|UNIPROT|beta_lactam|bla-TEM	specific	185339	1	245	0	520.18	PRK15442	PRK15442	 - 	cl21491
Q#28 - >J2SVX6|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	6.04978e-124	354.031	PRK00281	PRK00281	 - 	cl00858
Q#29 - >A0A0D0I3H3|FEATURES|UNIPROT|beta_lactam|ST44_11125	specific	441934	35	314	2.13339e-50	168.538	COG2367	PenP	 - 	cl28588
Q#30 - >NP_625085|FEATURES|ARDB|tetracycline|tet	specific	206731	5	244	1.05779e-105	319.567	cd04168	TetM_like	 - 	cl38936
Q#30 - >NP_625085|FEATURES|ARDB|tetracycline|tet	superfamily	237186	9	606	8.28205e-90	292.415	cl36173	PRK12740 superfamily	 - 	 - 
Q#31 - >A0A0Q4ENB0|FEATURES|UNIPROT|polymyxin|arnC	superfamily	182669	5	319	0	537.397	cl32562	PRK10714 superfamily	 - 	 - 
Q#32 - >A0A0R3ACX7|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	1	652	0	899.473	cl32530	PRK10535 superfamily	 - 	 - 
Q#33 - >A0A0D5BUE1|FEATURES|UNIPROT|beta_lactam|blaB1	specific	293874	27	240	1.13271e-139	390.671	cd16316	BlaB-like_MBL-B1	 - 	cl23716
Q#34 - >J8R4H6|FEATURES|UNIPROT|beta_lactam|ICE_02490	specific	441934	57	312	1.72648e-94	281.016	COG2367	PenP	 - 	cl28588
Q#35 - >A0A0J6EFI6|FEATURES|UNIPROT|chloramphenicol|AB432_04625	specific	443873	1	208	1.44293e-99	287.51	COG4845	CatA	 - 	cl42447
Q#36 - >B5B4Y6|FEATURES|UNIPROT|beta_lactam|blaPER	specific	441934	4	136	7.53308e-32	113.84	COG2367	PenP	N	cl28588
Q#37 - >A0A0U1YUI7|FEATURES|UNIPROT|beta_lactam|blaOXA-48-like	specific	442014	1	248	3.94022e-135	381.152	COG2602	YbxI	 - 	cl43695
Q#38 - >ACA23187|FEATURES|ARDB|tetracycline|tetW	specific	206731	5	241	3.01e-147	425.882	cd04168	TetM_like	 - 	cl38936
Q#38 - >ACA23187|FEATURES|ARDB|tetracycline|tetW	superfamily	481252	1	616	1.77455e-123	381.222	cl46912	PRK13351 superfamily	 - 	 - 
Q#39 - >B5L5W4|FEATURES|UNIPROT|beta_lactam|blaLRA-10	specific	236894	2	375	0	601.881	PRK11289	ampC	 - 	cl21491
Q#40 - >YP_001460869|FEATURES|ARDB|multidrug|MdtO	specific	183131	1	683	0	1154.23	PRK11427	PRK11427	 - 	cl42009
Q#41 - >YP_001373621|FEATURES|ARDB|bacitracin|BcrA	specific	213235	17	226	2.6378e-108	313.77	cd03268	ABC_BcrA_bacitracin_resist	 - 	cl38936
Q#42 - >A0A117I0P0|FEATURES|UNIPROT|chloramphenicol|PAHA3_0954	superfamily	445639	4	205	1.69225e-107	307.052	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#43 - >A0A095ZMY4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	271	1.23978e-107	312.43	PRK00281	PRK00281	 - 	cl00858
Q#44 - >M6VHU5|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	4	275	2.74668e-78	238.018	COG1968	UppP	 - 	cl42187
Q#45 - >ABP88094.1|FEATURES|CARD|quinolone|QnrB9	superfamily	439496	9	213	1.48437e-101	292.748	cl45666	penta_rpt_SmQnr superfamily	 - 	 - 
Q#46 - >A4G2R9|FEATURES|UNIPROT|beta_lactam|blaA	specific	441934	22	298	1.20876e-88	265.608	COG2367	PenP	 - 	cl28588
Q#47 - >K9NFK1|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	3	378	0	632.697	PRK11289	ampC	 - 	cl21491
Q#48 - >E1YL33|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	8	272	1.70237e-113	327.453	PRK00281	PRK00281	 - 	cl00858
Q#49 - >A0A0R2LMQ3|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	272	1.32904e-103	302.415	PRK00281	PRK00281	 - 	cl00858
Q#50 - >A0A0H3KN52|FEATURES|UNIPROT|beta_lactam|ampC	specific	441934	34	297	5.36983e-98	289.491	COG2367	PenP	 - 	cl28588
Q#51 - >A0A0X3WIX0|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|vgb	specific	443399	6	269	2.65472e-84	254.174	COG4257	Vgb	 - 	cl26743
Q#52 - >C5BDQ6|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	659	0	1479.84	PRK08125	PRK08125	 - 	cl35644
Q#53 - >A0A0D1RCI3|FEATURES|UNIPROT|beta_lactam|C797_14977	specific	441934	39	306	7.96052e-91	271.386	COG2367	PenP	 - 	cl28588
Q#54 - >J0M616|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	182528	1	648	0	1256.55	PRK10535	PRK10535	 - 	cl32530
Q#55 - >A0A0B5Z9A3|FEATURES|UNIPROT|beta_lactam|penPC	specific	441934	39	306	6.90961e-91	271.386	COG2367	PenP	 - 	cl28588
Q#56 - >A0A0P9GID4|FEATURES|UNIPROT|polymyxin|arnC	superfamily	182669	5	322	0	543.56	cl32562	PRK10714 superfamily	 - 	 - 
Q#57 - >A0A0S4XNW5|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	269	1.67411e-109	317.438	PRK00281	PRK00281	 - 	cl00858
Q#58 - >AAS79107.1|FEATURES|CARD|beta_lactam|TEM-134	specific	185339	3	286	0	601.843	PRK15442	PRK15442	 - 	cl21491
Q#59 - >A0A0E2M4N3|FEATURES|UNIPROT|aminoglycoside|L360_04906	specific	184296	2	240	6.83317e-171	471.432	PRK13746	PRK13746	 - 	cl32927
Q#60 - >AEG74319.1|FEATURES|CARD|quinolone|QnrS5	specific	440968	17	207	5.60708e-28	104.253	COG1357	YjbI	 - 	cl34238
Q#61 - >A0A094S6M8|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	3	272	1.24014e-120	345.172	PRK00281	PRK00281	 - 	cl00858
Q#62 - >A0A0X4EV50|FEATURES|UNIPROT|chloramphenicol|AWI28_10900	superfamily	445639	1	214	2.60992e-129	363.408	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#63 - >A0A034T263|FEATURES|UNIPROT|polymyxin|arnC	specific	182669	7	329	0	626.378	PRK10714	PRK10714	 - 	cl32562
Q#64 - >ACH58988.1|FEATURES|CARD|beta_lactam|LRA-8	superfamily	451500	43	297	3.44e-128	365.518	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#65 - >A0A0P9QDX7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	59	325	9.9747e-121	348.253	PRK00281	PRK00281	 - 	cl00858
Q#66 - >H3NK34|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	5	273	3.02117e-103	301.644	PRK00281	PRK00281	 - 	cl00858
Q#67 - >U2Z2S8|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	3.07409e-120	344.401	PRK00281	PRK00281	 - 	cl00858
Q#68 - >E4UBQ4|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	5	261	2.65554e-83	250.344	COG1968	UppP	 - 	cl42187
Q#69 - >E0HB56|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	17	287	8.47848e-108	313.586	PRK00281	PRK00281	 - 	cl00858
Q#70 - >ZP_04262238|FEATURES|ARDB|beta_lactam|BL2a_III	specific	441934	93	348	1.25321e-91	275.238	COG2367	PenP	 - 	cl28588
Q#71 - >Q0GA83|FEATURES|UNIPROT|beta_lactam|ADC-2	specific	236894	4	387	0	590.325	PRK11289	ampC	 - 	cl21491
Q#72 - >A3QRX6|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	377	0	637.705	PRK11289	ampC	 - 	cl21491
Q#73 - >A0A0G3K7A8|FEATURES|UNIPROT|bacitracin|bacA	specific	234712	3	273	3.13408e-125	357.113	PRK00281	PRK00281	 - 	cl00858
Q#74 - >U2NM87|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	3	274	3.02082e-111	321.675	PRK00281	PRK00281	 - 	cl00858
Q#75 - >A0A143GHL7|FEATURES|UNIPROT|polymyxin|arnC	superfamily	182669	5	317	0	538.937	cl32562	PRK10714 superfamily	 - 	 - 
Q#76 - >CAF18336|FEATURES|ARDB|sulfonamide|sul1	specific	184303	2	279	0	523.108	PRK13753	PRK13753	 - 	cl00219
Q#77 - >A0A0R2FIG4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	273	5.47309e-107	310.889	PRK00281	PRK00281	 - 	cl00858
Q#78 - >B3PI58|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	267	2.59582e-101	296.252	PRK00281	PRK00281	 - 	cl00858
Q#79 - >A0A140CWH6|FEATURES|UNIPROT|beta_lactam|blaVEB	specific	441934	11	296	3.29553e-76	234.022	COG2367	PenP	 - 	cl28588
Q#80 - >Q8KQN7|FEATURES|UNIPROT|beta_lactam|oxaSH	specific	442014	42	289	1.31849e-125	358.811	COG2602	YbxI	 - 	cl43695
Q#81 - >S3AMN9|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	4	265	9.2508e-86	256.508	COG1968	UppP	 - 	cl42187
Q#82 - >A0A0D1KD57|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	277	6.53293e-101	295.866	PRK00281	PRK00281	 - 	cl00858
Q#83 - >A0A0F9ZXY7|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	254	6.64333e-69	212.98	COG1968	UppP	 - 	cl42187
Q#84 - >I6ZFW7|FEATURES|UNIPROT|beta_lactam|CTX-M-14like	specific	441934	2	257	2.55721e-88	262.912	COG2367	PenP	 - 	cl28588
Q#85 - >A0A0M0M3W5|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	265	5.04859e-114	328.608	PRK00281	PRK00281	 - 	cl00858
Q#86 - >ADH95186.1|FEATURES|CARD|beta_lactam|KPC-11	specific	441934	5	271	2.68923e-88	264.453	COG2367	PenP	 - 	cl28588
