Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >A0A128RUR5|FEATURES|UNIPROT|beta_lactam|bla	specific	442014	1	240	2.60547e-70	217.443	COG2602	YbxI	 - 	cl43695
Q#2 - >Q57M56|FEATURES|UNIPROT|polymyxin|arnC	specific	182669	3	327	0	663.742	PRK10714	PRK10714	 - 	cl32562
Q#3 - >A8MFV5|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	271	1.62451e-106	309.734	PRK00281	PRK00281	 - 	cl00858
Q#4 - >A0A0E2QSM7|FEATURES|UNIPROT|beta_lactam|HMPREF1564_1833	specific	236894	2	379	0	538.709	PRK11289	ampC	 - 	cl21491
Q#5 - >M8JR02|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	377	0	633.082	PRK11289	ampC	 - 	cl21491
Q#6 - >A0A0F4J4T8|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|vgb	specific	443399	3	260	2.07258e-88	264.574	COG4257	Vgb	 - 	cl26743
Q#7 - >ZP_04612440|FEATURES|ARDB|bacitracin|BacA	specific	234712	3	272	3.35613e-111	321.29	PRK00281	PRK00281	 - 	cl00858
Q#8 - >YP_002110288|FEATURES|ARDB|multidrug|AmrA	superfamily	169982	3	373	0	564.033	cl31598	PRK09578 superfamily	 - 	 - 
Q#9 - >A0A0F2SBB0|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	265	1.05693e-108	314.741	PRK00281	PRK00281	 - 	cl00858
Q#10 - >A0A0B2BAA2|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	386	0	639.631	PRK11289	ampC	 - 	cl21491
Q#11 - >R5N3X3|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	294	1.18694e-106	310.889	PRK00281	PRK00281	 - 	cl00858
Q#12 - >A0A0J5VGF2|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	276	6.50334e-105	305.496	PRK00281	PRK00281	 - 	cl00858
Q#13 - >A0A0D8LBV0|FEATURES|UNIPROT|beta_lactam|UA45_07625	specific	236894	4	369	0	571.065	PRK11289	ampC	 - 	cl21491
Q#14 - >V9HDR8|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	2	643	0	758.875	cl32530	PRK10535 superfamily	 - 	 - 
Q#15 - >R0EBD0|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	265	5.096e-104	303.185	PRK00281	PRK00281	 - 	cl00858
Q#16 - >A0A0F0G2D3|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	257	1.63984e-100	293.555	PRK00281	PRK00281	 - 	cl00858
Q#17 - >YP_002237398|FEATURES|ARDB|multidrug|Bcr	specific	182964	20	396	0	611.919	PRK11102	PRK11102	 - 	cl32640
Q#18 - >A0A0P0RA78|FEATURES|UNIPROT|beta_lactam|K788_0004543	specific	236894	4	375	0	615.363	PRK11289	ampC	 - 	cl21491
Q#19 - >C2PF27|FEATURES|UNIPROT|chloramphenicol|bcere0006_22160	superfamily	445639	5	205	2.58836e-103	296.652	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#20 - >D3EDH4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	273	1.70408e-95	281.614	PRK00281	PRK00281	 - 	cl00858
Q#21 - >K9C685|FEATURES|UNIPROT|beta_lactam|ACINWC487_2691	specific	236894	4	334	6.28975e-175	490.173	PRK11289	ampC	 - 	cl21491
Q#22 - >A0A0P6WI71|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	269	3.40692e-98	288.094	COG1968	UppP	 - 	cl42187
Q#23 - >YP_688010|FEATURES|ARDB|multidrug|acrA	specific	184990	13	409	0	744.227	PRK15030	PRK15030	 - 	cl33066
Q#24 - >F0ETL7|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	3	643	0	738.074	cl32530	PRK10535 superfamily	 - 	 - 
Q#25 - >A0A0L6N8J3|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1486.78	PRK08125	PRK08125	 - 	cl35644
Q#26 - >A0A0H3FNF0|FEATURES|UNIPROT|beta_lactam|Rahaq_4870	specific	441934	20	295	8.59823e-91	271.001	COG2367	PenP	 - 	cl28588
Q#27 - >A0A0M3R7E1|FEATURES|UNIPROT|beta_lactam|blaOXA-455	superfamily	442014	30	257	2.41882e-61	194.716	cl43695	YbxI superfamily	 - 	 - 
Q#28 - >AHG97174.1|FEATURES|CARD|trimethoprim|dfrA10	specific	238127	3	149	2.10857e-39	131.876	cd00209	DHFR	 - 	cl17279
Q#29 - >AAA73978|FEATURES|ARDB|tetracycline|tetM	specific	206731	5	241	1.04033e-141	411.63	cd04168	TetM_like	 - 	cl38936
Q#29 - >AAA73978|FEATURES|ARDB|tetracycline|tetM	superfamily	481252	1	610	1.50622e-119	370.821	cl46912	PRK13351 superfamily	 - 	 - 
Q#30 - >U7A0U5|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	9	387	0	643.483	PRK11289	ampC	 - 	cl21491
Q#31 - >BAH61691|FEATURES|ARDB|kasugamycin|KsgA	specific	439801	1	267	2.21704e-140	395.648	COG0030	RsmA	 - 	cl42997
Q#32 - >A0A0E1PRG7|FEATURES|UNIPROT|beta_lactam|blaADC-30	specific	236894	17	395	0	602.266	PRK11289	ampC	 - 	cl21491
