Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >A0A0K0U236|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	11	268	2.89919e-95	280.775	COG1968	UppP	 - 	cl42187
Q#2 - >CAG34233.2|FEATURES|CARD|trimethoprim|dfrA23	specific	238127	6	182	2.94923e-39	131.106	cd00209	DHFR	 - 	cl17279
Q#3 - >A0A117MVL2|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	262	1.45511e-91	271.214	PRK00281	PRK00281	 - 	cl00858
Q#4 - >F3GUL3|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	4.15261e-119	341.705	PRK00281	PRK00281	 - 	cl00858
Q#5 - >A7XM85|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	4	380	0	597.259	PRK11289	ampC	 - 	cl21491
Q#6 - >A0A127SAS2|FEATURES|UNIPROT|chloramphenicol|catQ	specific	443873	1	203	6.04811e-85	254.383	COG4845	CatA	 - 	cl42447
Q#6 - >A0A127SAS2|FEATURES|UNIPROT|chloramphenicol|catQ	specific	440860	244	316	2.06204e-14	69.6382	COG1247	MnaT	C	cl43365
Q#7 - >Q6AKL2|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	253	4.82356e-82	246.492	COG1968	UppP	 - 	cl42187
Q#8 - >A1A9B7|FEATURES|ARDB|macrolide-lincosamide-streptogramin|MacB	specific	182528	1	648	0	1353.62	PRK10535	PRK10535	 - 	cl32530
Q#9 - >V6F9E9|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	270	4.75157e-124	354.031	PRK00281	PRK00281	 - 	cl00858
Q#10 - >AJO16041.1|FEATURES|CARD|beta_lactam|SHV-180	specific	185339	1	284	0	560.241	PRK15442	PRK15442	 - 	cl21491
Q#11 - >ZP_02405550|FEATURES|ARDB|multidrug|ceoB	specific	440603	1	1043	0	1185.67	COG0841	AcrB	 - 	cl34050
Q#12 - >YP_776582|FEATURES|ARDB|multidrug|ceoB	specific	440603	1	1043	0	1183.36	COG0841	AcrB	 - 	cl34050
Q#13 - >A0A068Z394|FEATURES|UNIPROT|polymyxin|yfbF	specific	182669	4	326	0	651.416	PRK10714	PRK10714	 - 	cl32562
Q#14 - >ACM47284|FEATURES|CARD|glycopeptide|vanSD	specific	441807	143	220	1.38606e-18	81.1065	COG2205	KdpD	C	cl43644
Q#14 - >ACM47284|FEATURES|CARD|glycopeptide|vanSD	superfamily	444026	14	220	1.389e-17	80.3668	cl34860	WalK superfamily	C	 - 
Q#15 - >WP_010550189.1|FEATURES|CARD|macrolide-lincosamide-streptogramin|mphE	specific	270701	37	308	8.56037e-113	328.05	cd05152	MPH2'	 - 	cl21453
Q#16 - >BAQ02518.1|FEATURES|CARD|beta_lactam|NDM-13	specific	293858	49	267	4.74271e-125	354.511	cd16300	NDM_FIM-like_MBL-B1	 - 	cl23716
Q#17 - >J8N2N6|FEATURES|UNIPROT|fosfomycin|fosB	superfamily	469426	1	138	7.62126e-103	289.801	cl49508	fosBx1_fam superfamily	 - 	 - 
Q#18 - >N9A3G5|FEATURES|UNIPROT|beta_lactam|F959_01064	specific	236894	8	389	0	593.022	PRK11289	ampC	 - 	cl21491
Q#19 - >A0A0E9E5T0|FEATURES|UNIPROT|bacitracin|uppP_3	specific	441571	1	275	7.33866e-97	285.398	COG1968	UppP	 - 	cl42187
Q#20 - >A0A059V142|FEATURES|UNIPROT|beta_lactam|DW66_2804	specific	236894	21	380	0	567.984	PRK11289	ampC	 - 	cl21491
Q#21 - >S2KV99|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	3.26449e-119	342.09	PRK00281	PRK00281	 - 	cl00858
Q#22 - >YP_002848751|FEATURES|ARDB|multidrug|MdfA	specific	185300	5	410	0	688.598	PRK15402	PRK15402	 - 	cl33139
Q#23 - >J7XFW6|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|vgb	specific	443399	4	264	1.94955e-89	267.271	COG4257	Vgb	 - 	cl26743
Q#24 - >A0A0J6NY18|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	5	386	0	640.016	PRK11289	ampC	 - 	cl21491
Q#25 - >A0A0U1YUE6|FEATURES|UNIPROT|beta_lactam|blaOXA-48-like	specific	442014	1	248	4.09001e-137	386.16	COG2602	YbxI	 - 	cl43695
Q#26 - >A0A150DQS6|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	265	1.93849e-105	306.652	PRK00281	PRK00281	 - 	cl00858
Q#27 - >J8CGU7|FEATURES|UNIPROT|fosfomycin|fosB	superfamily	469426	1	138	1.52592e-101	286.334	cl49508	fosBx1_fam superfamily	 - 	 - 
Q#28 - >AAX84025|FEATURES|ARDB|macrolide-lincosamide-streptogramin|ErmT	specific	128898	18	180	8.49234e-74	221.616	smart00650	rADc	 - 	cl17173
Q#29 - >CAA79727.1|FEATURES|CARD|tetracycline|tetQ	specific	206731	21	259	4.33676e-133	390.444	cd04168	TetM_like	 - 	cl38936
