Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >I2NXD0|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	2	645	0	768.12	cl32530	PRK10535 superfamily	 - 	 - 
Q#2 - >ZP_02655873|FEATURES|ARDB|macrolide-lincosamide-streptogramin|MacB	specific	182528	1	648	0	1301.24	PRK10535	PRK10535	 - 	cl32530
Q#3 - >A0A127SQ00|FEATURES|UNIPROT|beta_lactam|BL1_ec	specific	236894	1	327	0	535.242	PRK11289	ampC	 - 	cl21491
Q#4 - >A0A0F7Y0T8|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	24	378	0	556.428	PRK11289	ampC	 - 	cl21491
Q#5 - >X5ZXE4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	25	271	3.77839e-97	285.851	PRK00281	PRK00281	 - 	cl00858
Q#6 - >A0A0T9MAQ1|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	3	387	0	588.399	PRK11289	ampC	 - 	cl21491
Q#7 - >ACX31140.1|FEATURES|CARD|beta_lactam|OXA-148	specific	442014	4	274	6.08716e-112	323.372	COG2602	YbxI	 - 	cl43695
Q#8 - >C2MKR8|FEATURES|UNIPROT|chloramphenicol|bcere0001_21780	superfamily	445639	6	205	8.04327e-101	290.488	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#9 - >A0A0N7AFF3|FEATURES|UNIPROT|beta_lactam|blaCphA	superfamily	451500	1	209	2.79533e-158	436.302	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#10 - >AIT76117.1|FEATURES|CARD|beta_lactam|MIR-14	superfamily	480360	1	381	0	668.017	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#11 - >U2MXZ1|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	278	4.62097e-95	280.775	COG1968	UppP	 - 	cl42187
Q#12 - >A9VRT9|FEATURES|ARDB|fosfomycin|FosB	superfamily	469426	1	138	6.41076e-102	287.49	cl49508	fosBx1_fam superfamily	 - 	 - 
Q#13 - >A4YA86|FEATURES|UNIPROT|beta_lactam|Sputcn32_3157	specific	442014	2	270	2.57246e-136	385.004	COG2602	YbxI	 - 	cl43695
Q#14 - >A0A0N9W9H7|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	386	0	619.986	PRK11289	ampC	 - 	cl21491
Q#15 - >AAM15527.1|FEATURES|CARD|beta_lactam|TEM-80	specific	185339	3	286	0	601.843	PRK15442	PRK15442	 - 	cl21491
Q#16 - >F0JR85|FEATURES|UNIPROT|bacitracin|bacA	specific	234712	3	273	3.65296e-125	356.728	PRK00281	PRK00281	 - 	cl00858
Q#17 - >Q58G67|FEATURES|UNIPROT|beta_lactam|ampC	superfamily	469545	1	361	0	569.794	cl49594	ampC_Sliq superfamily	 - 	 - 
Q#18 - >A0A0J7ESY0|FEATURES|UNIPROT|fosfomycin|fosB	superfamily	469426	1	138	2.30339e-103	290.956	cl49508	fosBx1_fam superfamily	 - 	 - 
Q#19 - >A0A0J7CWQ7|FEATURES|UNIPROT|beta_lactam|TU62_31225	specific	441934	53	306	1.43504e-95	283.713	COG2367	PenP	 - 	cl28588
Q#20 - >A0A0A0YZY5|FEATURES|UNIPROT|aminoglycoside|aadA2	specific	184296	1	258	9.05682e-180	494.159	PRK13746	PRK13746	 - 	cl32927
Q#21 - >A0A139D818|FEATURES|UNIPROT|aminoglycoside|mprF	specific	440161	72	350	2.78548e-25	103.106	COG0392	AglD2	 - 	cl46491
Q#22 - >A0A060LRK5|FEATURES|UNIPROT|chloramphenicol|BleG1_0189	superfamily	445639	6	205	5.35142e-83	245.035	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#23 - >ADY02554.1|FEATURES|CARD|beta_lactam|CTX-M-105	specific	441934	17	291	1.75874e-93	277.55	COG2367	PenP	 - 	cl28588
Q#24 - >A0A128EF41|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	258	5.12579e-101	295.028	COG1968	UppP	 - 	cl42187
Q#25 - >A0A0Q6S2S5|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	36	381	0	585.703	PRK11289	ampC	 - 	cl21491
Q#26 - >A9M2I7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	267	2.44547e-106	308.963	PRK00281	PRK00281	 - 	cl00858
Q#27 - >C0FNG1|FEATURES|UNIPROT|bacitracin|uppP	specific	460646	7	276	1.16262e-97	287.425	pfam02673	BacA	 - 	cl46521
Q#28 - >A0A0U1YUC2|FEATURES|UNIPROT|beta_lactam|blaOXA-48-like	specific	442014	1	248	3.50848e-137	386.16	COG2602	YbxI	 - 	cl43695
Q#29 - >BAD81061.1|FEATURES|CARD|beta_lactam|IMP-20	superfamily	451500	23	234	9.31691e-124	350.043	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#30 - >A0A0Q9EYM2|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	5	266	1.3056e-97	286.622	PRK00281	PRK00281	 - 	cl00858
Q#31 - >AAP69912.1|FEATURES|CARD|beta_lactam|cphA4	specific	293864	30	251	2.06861e-165	456.332	cd16306	CphA_ImiS-like_MBL-B2	 - 	cl23716
Q#32 - >K5YNN3|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	2.59453e-119	342.09	PRK00281	PRK00281	 - 	cl00858
Q#33 - >I0DH95|FEATURES|UNIPROT|beta_lactam|blaCTX-M-14	specific	441934	17	291	1.19428e-91	272.927	COG2367	PenP	 - 	cl28588
Q#34 - >E5B1I1|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	17	393	0	631.156	PRK11289	ampC	 - 	cl21491
Q#35 - >A0A124EE99|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	265	2.90905e-100	293.555	PRK00281	PRK00281	 - 	cl00858
Q#36 - >A0A0F5K2S9|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	300	4.95013e-113	327.453	PRK00281	PRK00281	 - 	cl00858
