Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >A0A097QYS9|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	272	3.76367e-117	336.697	PRK00281	PRK00281	 - 	cl00858
Q#2 - >A0A0K4JJC3|FEATURES|UNIPROT|polymyxin|yfbF	specific	182669	3	322	0	672.602	PRK10714	PRK10714	 - 	cl32562
Q#3 - >A0A088TIW5|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	270	3.48351e-123	352.105	PRK00281	PRK00281	 - 	cl00858
Q#4 - >G2HZB5|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	255	1.14881e-88	263.441	COG1968	UppP	 - 	cl42187
Q#5 - >AAA26779.1|FEATURES|CARD|macrolide-lincosamide-streptogramin|ErmO	specific	439801	7	260	7.1824e-70	216.145	COG0030	RsmA	 - 	cl42997
Q#6 - >A0A141RPW2|FEATURES|UNIPROT|beta_lactam|ACT-32	superfamily	480360	1	365	0	639.127	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#7 - >Q6ZY67|FEATURES|UNIPROT|beta_lactam|blaSHV	superfamily	473882	1	263	0	516.328	cl21491	Transpeptidase superfamily	 - 	 - 
Q#8 - >A0A127SNG7|FEATURES|UNIPROT|chloramphenicol|catD	superfamily	445639	1	173	1.11619e-79	235.02	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#9 - >A0A023V6T4|FEATURES|UNIPROT|aminoglycoside|CFNIH1_06155	specific	184296	1	262	0	501.092	PRK13746	PRK13746	 - 	cl32927
Q#10 - >A0A0B3TNC3|FEATURES|UNIPROT|aminoglycoside|PJ20_20795	specific	440222	26	137	6.53224e-17	72.0082	COG0454	PhnO	 - 	cl42766
Q#11 - >A0A0K2Z127|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	14	250	7.82203e-79	238.857	PRK00281	PRK00281	 - 	cl00858
Q#12 - >ACJ05686.1|FEATURES|CARD|beta_lactam|ACT-6	superfamily	480360	1	381	0	681.884	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#13 - >V7UXE4|FEATURES|UNIPROT|aminoglycoside|CFSAN001590_08465	specific	411079	1	145	8.02225e-107	300.431	NF000140	AAC_6p_Salmo	 - 	cl40575
Q#14 - >A0A0G0NLA9|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	244	8.87036e-88	261.13	COG1968	UppP	 - 	cl42187
Q#15 - >CAA66307.1|FEATURES|CARD|macrolide-lincosamide-streptogramin|ErmN	specific	128898	42	208	1.76253e-45	151.124	smart00650	rADc	 - 	cl17173
Q#16 - >A0A0R2A4P6|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	253	5.2849e-93	275.066	PRK00281	PRK00281	 - 	cl00858
Q#17 - >A0A091B8B5|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	256	3.66368e-95	280.073	PRK00281	PRK00281	 - 	cl00858
Q#18 - >CAA63057|FEATURES|ARDB|multidrug|MdtH	specific	183255	1	400	0	734.172	PRK11646	PRK11646	 - 	cl27936
Q#19 - >R5S4Y0|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	2	288	5.39511e-94	278.464	COG1968	UppP	 - 	cl42187
