Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >A0A0M0T701|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	1	651	0	1046.62	cl32530	PRK10535 superfamily	 - 	 - 
Q#2 - >Q7ULB5|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	1	684	1.81918e-150	451.1	cl32530	PRK10535 superfamily	 - 	 - 
Q#3 - >A0A0N0WBX3|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	20	668	0	875.59	cl32530	PRK10535 superfamily	 - 	 - 
Q#4 - >A0A0A0Q7Z2|FEATURES|UNIPROT|beta_lactam|ACT-23	superfamily	480360	1	381	0	674.951	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#5 - >AAA22904.1|FEATURES|CARD|beta_lactam|CcrA	specific	293860	28	240	1.35124e-127	360.021	cd16302	CcrA-like_MBL-B1	 - 	cl23716
Q#6 - >NP_843860|FEATURES|ARDB|bacitracin|BacA	specific	234712	1	263	4.57527e-112	323.216	PRK00281	PRK00281	 - 	cl00858
Q#7 - >AAP82228.1|FEATURES|CARD|beta_lactam|SHV-44	specific	185339	1	284	0	562.552	PRK15442	PRK15442	 - 	cl21491
Q#8 - >F8WVZ6|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	283	1.95762e-106	310.05	COG1968	UppP	 - 	cl42187
Q#9 - >A0A0E9EN84|FEATURES|UNIPROT|bacitracin|uppP_3	specific	441571	1	275	3.75433e-99	291.176	COG1968	UppP	 - 	cl42187
Q#10 - >A0A077F745|FEATURES|UNIPROT|beta_lactam|PSAKL28_20770	specific	236894	5	388	0	656.965	PRK11289	ampC	 - 	cl21491
Q#11 - >A0A0A4A9W7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	3	271	4.94892e-119	341.32	PRK00281	PRK00281	 - 	cl00858
Q#12 - >A0A0S2F818|FEATURES|UNIPROT|aminoglycoside|LA76x_1534	specific	440222	1	148	2.09205e-17	73.1638	COG0454	PhnO	 - 	cl42766
Q#13 - >A0A075K8Y9|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	264	1.92355e-98	288.933	PRK00281	PRK00281	 - 	cl00858
Q#14 - >P0C0R6|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1449.8	PRK08125	PRK08125	 - 	cl35644
Q#15 - >A0A0Q5VLS3|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	264	2.13664e-89	265.821	PRK00281	PRK00281	 - 	cl00858
Q#16 - >A0A154U3X0|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	superfamily	182528	2	645	0	784.683	cl32530	PRK10535 superfamily	 - 	 - 
Q#17 - >A0A0B1FYN9|FEATURES|UNIPROT|beta_lactam|PU33_13870	specific	236894	1	377	0	642.327	PRK11289	ampC	 - 	cl21491
Q#18 - >A0A0U1YWZ8|FEATURES|UNIPROT|beta_lactam|blaOXA-48-like	specific	442014	1	248	3.38772e-136	383.849	COG2602	YbxI	 - 	cl43695
Q#19 - >A2W4Q2|FEATURES|UNIPROT|beta_lactam|BCPG_05352	specific	236894	1	385	0	633.468	PRK11289	ampC	 - 	cl21491
Q#20 - >ZP_04640456|FEATURES|ARDB|bacitracin|BacA	specific	234712	1	269	8.81354e-109	315.126	PRK00281	PRK00281	 - 	cl00858
Q#21 - >A0A0D7XB10|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	257	1.51526e-101	296.252	PRK00281	PRK00281	 - 	cl00858
Q#22 - >J8JBN9|FEATURES|UNIPROT|beta_lactam|IKA_02882	specific	441934	66	321	5.57611e-93	277.55	COG2367	PenP	 - 	cl28588
Q#23 - >ACS44715.1|FEATURES|CARD|aminoglycoside|AAC(6')-Ib3	specific	275224	1	184	3.45535e-145	400.414	TIGR04431	N6_acetyl_AAC6	 - 	cl29112
Q#24 - >R5JYA1|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	276	2.09747e-100	294.642	COG1968	UppP	 - 	cl42187
Q#25 - >D8A5L2|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1484.46	PRK08125	PRK08125	 - 	cl35644
Q#26 - >L0FSL3|FEATURES|UNIPROT|beta_lactam|B479_27189	superfamily	473882	4	277	4.93543e-92	274.038	cl21491	Transpeptidase superfamily	 - 	 - 
Q#27 - >ABI81768.1|FEATURES|CARD|beta_lactam|TEM-157	specific	185339	3	286	0	603.769	PRK15442	PRK15442	 - 	cl21491
Q#28 - >A0A0G4WBH8|FEATURES|UNIPROT|aminoglycoside|ant1_2	superfamily	184296	3	237	4.76233e-64	200.637	cl32927	PRK13746 superfamily	 - 	 - 
Q#29 - >G7LZR4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	8	283	1.46303e-100	295.096	PRK00281	PRK00281	 - 	cl00858
Q#30 - >A0A0U1YUF1|FEATURES|UNIPROT|beta_lactam|blaOXA-48-like	specific	442014	1	248	1.85046e-135	381.923	COG2602	YbxI	 - 	cl43695
Q#31 - >CAJ19606.1|FEATURES|CARD|beta_lactam|OKP-A-8	specific	185339	1	284	0	540.596	PRK15442	PRK15442	 - 	cl21491
Q#32 - >Q83V91|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	4	382	0	597.644	PRK11289	ampC	 - 	cl21491
Q#33 - >AAG03815|FEATURES|ARDB|multidrug|mexB	specific	273335	1	1044	0	1972.64	TIGR00915	2A0602	 - 	cl47191
Q#34 - >A0A0G3XMR0|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	6	270	1.59195e-105	306.969	COG1968	UppP	 - 	cl42187
Q#35 - >Q5WE80|FEATURES|UNIPROT|fosfomycin|fosB	specific	179740	1	140	1.14265e-81	236.381	PRK04101	PRK04101	 - 	cl14632
Q#36 - >YP_298289|FEATURES|ARDB|multidrug|MexB	specific	273335	1	1040	0	1847.45	TIGR00915	2A0602	 - 	cl47191
Q#37 - >N6YFY2|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	2	352	0	562.976	PRK11289	ampC	 - 	cl21491
Q#38 - >G8ENQ3|FEATURES|UNIPROT|beta_lactam|blaTEM-1	specific	185339	1	251	0	542.907	PRK15442	PRK15442	 - 	cl21491
Q#39 - >A0A0Q9ECU6|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	11	254	4.84884e-72	221.908	PRK00281	PRK00281	 - 	cl00858
Q#40 - >D2J7V8|FEATURES|UNIPROT|beta_lactam|blaZ	specific	441934	7	281	5.08035e-72	222.466	COG2367	PenP	 - 	cl28588
Q#41 - >A0A0C2A587|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	4	658	0	1442.86	PRK08125	PRK08125	 - 	cl35644
Q#42 - >CAA45230|FEATURES|ARDB|multidrug|Bcr	specific	182964	1	377	0	610.764	PRK11102	PRK11102	 - 	cl32640
Q#43 - >ZP_04083542|FEATURES|ARDB|bacitracin|BacA	specific	234712	1	263	1.09729e-111	322.445	PRK00281	PRK00281	 - 	cl00858
Q#44 - >AAA26549.1|FEATURES|CARD|aminoglycoside|AAC(6')-Ic	specific	395465	10	132	2.3276e-17	72.5504	pfam00583	Acetyltransf_1	 - 	cl17182
Q#45 - >CAA40386.1|FEATURES|CARD|beta_lactam|cphA7	specific	293864	30	251	3.05275e-170	468.273	cd16306	CphA_ImiS-like_MBL-B2	 - 	cl23716
Q#46 - >G8GMB7|FEATURES|UNIPROT|beta_lactam|IMP	superfamily	451500	7	192	3.4732e-112	318.457	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#47 - >YP_002382152|FEATURES|ARDB|multidrug|MdfA	specific	185300	5	410	0	697.073	PRK15402	PRK15402	 - 	cl33139
Q#48 - >V1H9E1|FEATURES|UNIPROT|polymyxin|arnC	specific	182669	3	327	0	659.505	PRK10714	PRK10714	 - 	cl32562
Q#49 - >A0A0R1M361|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	273	1.11333e-109	317.823	PRK00281	PRK00281	 - 	cl00858
Q#50 - >NP_462120|FEATURES|ARDB|bacitracin|bacA	specific	234712	4	262	3.56021e-123	351.72	PRK00281	PRK00281	 - 	cl00858
Q#51 - >G9Z0X8|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1488.7	PRK08125	PRK08125	 - 	cl35644
Q#52 - >F7NWF3|FEATURES|UNIPROT|beta_lactam|Rhein_2116	specific	442014	1	263	2.51554e-128	364.589	COG2602	YbxI	 - 	cl43695
Q#53 - >A0A126NS35|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	14	251	3.43734e-78	237.316	PRK00281	PRK00281	 - 	cl00858
Q#54 - >ADZ54048.1|FEATURES|CARD|beta_lactam|OXA-192	specific	442014	31	269	3.14757e-112	323.758	COG2602	YbxI	 - 	cl43695
Q#55 - >A0A0W0HL79|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	8	379	0	606.504	PRK11289	ampC	 - 	cl21491
Q#56 - >CBL80435.1|FEATURES|CARD|trimethoprim|dfrK	specific	425512	2	160	1.69768e-83	242.45	pfam00186	DHFR_1	 - 	cl17279
Q#57 - >A0A0J1K7Y9|FEATURES|UNIPROT|beta_lactam|SK32_02805	specific	236894	1	381	0	634.623	PRK11289	ampC	 - 	cl21491
Q#58 - >AIS67611.1|FEATURES|CARD|beta_lactam|CTX-M-155	specific	441934	16	291	1.55074e-88	264.838	COG2367	PenP	 - 	cl28588
Q#59 - >A0A0K0XBN6|FEATURES|UNIPROT|beta_lactam|AFA91_26250	specific	441934	6	287	2.16358e-87	262.142	COG2367	PenP	 - 	cl28588
Q#60 - >ZP_02511926|FEATURES|ARDB|tetracycline|tetM	specific	206731	10	246	9.46918e-142	412.015	cd04168	TetM_like	 - 	cl38936
Q#60 - >ZP_02511926|FEATURES|ARDB|tetracycline|tetM	superfamily	481252	1	615	1.1865e-120	373.903	cl46912	PRK13351 superfamily	 - 	 - 
Q#61 - >CAA53242.1|FEATURES|CARD|beta_lactam|OXA-7	specific	442014	1	264	2.1321e-110	319.135	COG2602	YbxI	 - 	cl43695
Q#62 - >A0A0U1YUF4|FEATURES|UNIPROT|beta_lactam|blaOXA-48-like	specific	442014	1	248	1.71388e-135	381.923	COG2602	YbxI	 - 	cl43695
Q#63 - >ADI58619.1|FEATURES|CARD|beta_lactam|OXA-175	specific	442014	4	274	2.26893e-110	319.52	COG2602	YbxI	 - 	cl43695
Q#64 - >K7Q950|FEATURES|UNIPROT|beta_lactam|cphA	superfamily	451500	1	192	2.13476e-144	400.478	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#65 - >Q84GI3|FEATURES|UNIPROT|beta_lactam|ampC	superfamily	480360	1	381	0	740.837	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#66 - >A0A0I9QQ15|FEATURES|UNIPROT|beta_lactam|CARB-18	superfamily	473882	24	280	3.14546e-84	254.007	cl21491	Transpeptidase superfamily	 - 	 - 
Q#67 - >A0A0N9YDV7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	277	1.38756e-100	295.096	PRK00281	PRK00281	 - 	cl00858
Q#68 - >BAC53608|FEATURES|ARDB|beta_lactam|CTX-M-3	specific	441934	16	291	1.12721e-90	270.616	COG2367	PenP	 - 	cl28588
Q#69 - >A0A0R2ZBF8|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	4	658	0	1443.25	PRK08125	PRK08125	 - 	cl35644
Q#70 - >ACA97846.1|FEATURES|CARD|beta_lactam|CMY-32	specific	236894	1	381	0	631.927	PRK11289	ampC	 - 	cl21491
Q#71 - >A0A0A3YPZ6|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	658	0	1493.71	PRK08125	PRK08125	 - 	cl35644
Q#72 - >D0GPX4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	270	1.19892e-99	292.4	PRK00281	PRK00281	 - 	cl00858
Q#73 - >ZP_04623431|FEATURES|ARDB|bacitracin|BacA	specific	234712	3	272	4.86694e-111	320.904	PRK00281	PRK00281	 - 	cl00858
Q#74 - >A0A098G740|FEATURES|UNIPROT|aminoglycoside|LFA_2422	superfamily	184296	14	255	4.07023e-67	209.496	cl32927	PRK13746 superfamily	 - 	 - 
Q#75 - >L8K7C6|FEATURES|UNIPROT|beta_lactam|D505_09853	specific	293874	27	240	1.40997e-138	387.589	cd16316	BlaB-like_MBL-B1	 - 	cl23716
Q#76 - >C2W385|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	265	1.4913e-105	306.652	PRK00281	PRK00281	 - 	cl00858
Q#77 - >AEK78851.1|FEATURES|CARD|beta_lactam|FOX-9	specific	236894	23	381	0	592.636	PRK11289	ampC	 - 	cl21491
Q#78 - >AEJ33969.1|FEATURES|CARD|sulfonamide|sul1	specific	184303	2	279	0	523.878	PRK13753	PRK13753	 - 	cl00219
Q#79 - >A0A0T5XPV4|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|macB	specific	182528	1	646	0	1320.11	PRK10535	PRK10535	 - 	cl32530
Q#80 - >A0A0M2RTV4|FEATURES|UNIPROT|macrolide-lincosamide-streptogramin|vgb	specific	443399	1	264	1.57428e-81	247.625	COG4257	Vgb	 - 	cl26743
Q#81 - >BAQ56016.1|FEATURES|CARD|beta_lactam|IMP-51	specific	293859	23	234	3.7585e-125	353.51	cd16301	IMP_DIM-like_MBL-B1	 - 	cl23716
Q#82 - >W6X4X4|FEATURES|UNIPROT|beta_lactam|PMI06_007078	specific	236894	1	387	0	624.223	PRK11289	ampC	 - 	cl21491
Q#83 - >CAA29819.1|FEATURES|CARD|beta_lactam|BcI	specific	441934	39	306	7.789e-91	271.386	COG2367	PenP	 - 	cl28588
Q#84 - >A0A0Q4GDE2|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	268	1.92763e-102	298.948	PRK00281	PRK00281	 - 	cl00858
Q#85 - >YP_002386378|FEATURES|ARDB|macrolide-lincosamide-streptogramin|MacB	specific	182528	1	648	0	1352.08	PRK10535	PRK10535	 - 	cl32530
Q#86 - >ABC33904|FEATURES|ARDB|beta_lactam|SRT-2	superfamily	469545	1	378	0	590.21	cl49594	ampC_Sliq superfamily	 - 	 - 
Q#87 - >A0A0U3GYH8|FEATURES|UNIPROT|beta_lactam|blaOXA-467	specific	442014	1	277	2.17117e-109	317.209	COG2602	YbxI	 - 	cl43695
Q#88 - >A0A0F3XKJ6|FEATURES|UNIPROT|polymyxin|arnC	specific	182669	3	327	0	656.423	PRK10714	PRK10714	 - 	cl32562
Q#89 - >O24684|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	381	0	632.697	PRK11289	ampC	 - 	cl21491
Q#90 - >AGN33258.1|FEATURES|CARD|macrolide-lincosamide-streptogramin|vgaA	specific	440254	16	469	1.12559e-117	356.682	COG0488	Uup	 - 	cl33905
Q#91 - >A0A022SW47|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	4	273	2.45564e-80	243.026	COG1968	UppP	 - 	cl42187
Q#92 - >A0A0J8Q3R3|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	36	272	2.17017e-80	243.864	PRK00281	PRK00281	 - 	cl00858
Q#93 - >R8R0S8|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	265	2.41201e-105	306.267	PRK00281	PRK00281	 - 	cl00858
Q#94 - >AAP03063.1|FEATURES|CARD|beta_lactam|SHV-48	specific	185339	1	284	0	563.708	PRK15442	PRK15442	 - 	cl21491
Q#95 - >AAB20441|FEATURES|ARDB|aminoglycoside|AAC(3)-Ia	specific	395465	40	161	3.36979e-16	70.6244	pfam00583	Acetyltransf_1	 - 	cl17182
Q#96 - >K1JNX4|FEATURES|UNIPROT|beta_lactam|HMPREF1168_01600	specific	293864	29	249	6.93197e-166	457.488	cd16306	CphA_ImiS-like_MBL-B2	 - 	cl23716
Q#97 - >AHE41345.1|FEATURES|CARD|quinolone|QnrS8	specific	440968	17	204	9.38274e-30	108.49	COG1357	YjbI	 - 	cl34238
Q#98 - >V8ME64|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	3	261	2.38777e-123	352.105	PRK00281	PRK00281	 - 	cl00858
Q#99 - >F0V6U3|FEATURES|UNIPROT|beta_lactam|bla	specific	236894	4	388	0	643.098	PRK11289	ampC	 - 	cl21491
Q#100 - >A0A0B2AVF6|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	281	1.75472e-57	184.86	COG1968	UppP	 - 	cl42187
Q#101 - >A0A0C9NBM3|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	7	272	8.85171e-103	300.035	COG1968	UppP	 - 	cl42187
Q#102 - >G5LNQ4|FEATURES|UNIPROT|aminoglycoside|LTSEALA_2290	specific	411079	15	159	9.57624e-108	303.128	NF000140	AAC_6p_Salmo	 - 	cl40575
Q#103 - >A0A127SBC5|FEATURES|UNIPROT|chloramphenicol|cat	superfamily	445639	7	203	9.37052e-95	274.695	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#104 - >CAA71948.1|FEATURES|CARD|beta_lactam|SHV-6	superfamily	473882	1	260	0	508.239	cl21491	Transpeptidase superfamily	 - 	 - 
Q#105 - >A0A151UPR3|FEATURES|UNIPROT|beta_lactam|B4079_5004	specific	441934	53	312	3.22344e-90	270.231	COG2367	PenP	 - 	cl28588
Q#106 - >A0A0U1YUE5|FEATURES|UNIPROT|beta_lactam|blaOXA-48-like	specific	442014	1	248	3.53945e-136	383.849	COG2602	YbxI	 - 	cl43695
Q#107 - >ABN51007.1|FEATURES|CARD|beta_lactam|CMY-35	specific	236894	1	381	0	632.312	PRK11289	ampC	 - 	cl21491
Q#108 - >AAF72530.1|FEATURES|CARD|beta_lactam|CTX-M-14	specific	441934	17	291	2.14002e-93	277.164	COG2367	PenP	 - 	cl28588
Q#109 - >AAZ32816|FEATURES|ARDB|macrolide-lincosamide-streptogramin|MsrA	superfamily	440254	32	486	2.35903e-91	287.346	cl33905	Uup superfamily	 - 	 - 
Q#110 - >Q5BM18|FEATURES|UNIPROT|beta_lactam|CMY-20	superfamily	480360	1	302	3.25022e-180	502.013	cl46020	ampC_Kaer superfamily	 - 	 - 
