Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >A0A0A0TVF5|FEATURES|UNIPROT|beta_lactam|KS08_06180	specific	441934	49	304	3.06987e-94	279.861	COG2367	PenP	 - 	cl28588
Q#2 - >I6H0P5|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1481	PRK08125	PRK08125	 - 	cl35644
Q#3 - >AFM55001.1|FEATURES|CARD|beta_lactam|OXA-228	specific	442014	5	272	9.48014e-102	297.564	COG2602	YbxI	 - 	cl43695
Q#4 - >A0A0G3QBI3|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	659	0	1508.73	PRK08125	PRK08125	 - 	cl35644
Q#5 - >A0A0H3CTI4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	270	6.75348e-122	348.639	PRK00281	PRK00281	 - 	cl00858
Q#6 - >W8PJ60|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	266	2.91048e-120	344.401	PRK00281	PRK00281	 - 	cl00858
Q#7 - >A0A0R5RPH1|FEATURES|UNIPROT|beta_lactam|BL1_ec	specific	236894	8	388	0	639.631	PRK11289	ampC	 - 	cl21491
Q#8 - >KIX81495.1|FEATURES|CARD|macrolide-lincosamide-streptogramin|lmrB	superfamily	411077	1	477	0	787.294	cl41253	MFS_efflux_LmrB superfamily	 - 	 - 
Q#9 - >CAI46978|FEATURES|ARDB|beta_lactam|BL2c_pse3	superfamily	473882	9	290	2.81543e-88	264.793	cl21491	Transpeptidase superfamily	 - 	 - 
Q#10 - >ABQ45409.1|FEATURES|CARD|beta_lactam|CTX-M-66	specific	441934	16	291	1.19032e-90	270.231	COG2367	PenP	 - 	cl28588
Q#11 - >A0A093SFZ7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	3	272	2.58102e-120	344.401	PRK00281	PRK00281	 - 	cl00858
Q#12 - >Q6WWX9|FEATURES|UNIPROT|beta_lactam|blaZEG	superfamily	480360	1	337	0	590.207	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#13 - >YP_002415222|FEATURES|ARDB|multidrug|MdtO	specific	183131	1	683	0	1151.53	PRK11427	PRK11427	 - 	cl42009
Q#14 - >A0A099XSA0|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	250	1.63763e-102	299.265	COG1968	UppP	 - 	cl42187
Q#15 - >A0A0Q9GD19|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	1	274	4.48813e-109	316.282	PRK00281	PRK00281	 - 	cl00858
Q#16 - >A0A009KLL0|FEATURES|UNIPROT|aminoglycoside|J522_3133	specific	395465	14	132	1.68001e-18	75.632	pfam00583	Acetyltransf_1	 - 	cl17182
Q#17 - >ABF47918.1|FEATURES|CARD|beta_lactam|OXA-95	specific	442014	4	274	8.8275e-112	322.987	COG2602	YbxI	 - 	cl43695
Q#18 - >A0A0M0NA63|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	14	250	7.09204e-79	238.857	PRK00281	PRK00281	 - 	cl00858
Q#19 - >A0A017IDM0|FEATURES|UNIPROT|polymyxin|arnC	specific	182669	3	321	0	668.75	PRK10714	PRK10714	 - 	cl32562
Q#20 - >Q104Z3|FEATURES|UNIPROT|beta_lactam|bla(ampc-EC7)	specific	236894	1	377	0	630.001	PRK11289	ampC	 - 	cl21491
Q#21 - >A0A0Q3AXI2|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1489.86	PRK08125	PRK08125	 - 	cl35644
Q#22 - >H1AFJ2|FEATURES|UNIPROT|beta_lactam|bla	superfamily	473882	2	239	8.82158e-172	475.112	cl21491	Transpeptidase superfamily	 - 	 - 
Q#23 - >AGW16414.1|FEATURES|CARD|beta_lactam|OXA-332	specific	442014	4	273	7.36771e-106	307.964	COG2602	YbxI	 - 	cl43695
Q#24 - >A0A0G9MTY6|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	4	269	2.69554e-101	296.183	COG1968	UppP	 - 	cl42187
Q#25 - >A0A070SVZ4|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1486.39	PRK08125	PRK08125	 - 	cl35644
Q#26 - >C8C146|FEATURES|UNIPROT|beta_lactam|BL1_ec	specific	236894	40	420	0	640.016	PRK11289	ampC	 - 	cl21491
Q#27 - >A0A0J6RGQ3|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	264	9.95811e-101	294.711	PRK00281	PRK00281	 - 	cl00858
Q#28 - >I3IH78|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	1	254	4.98466e-101	295.028	COG1968	UppP	 - 	cl42187
Q#29 - >CAJ77845|FEATURES|ARDB|multidrug|adeA	specific	440606	43	378	3.13867e-92	280.291	COG0845	AcrA	 - 	cl34052
Q#30 - >A0A0Q4WTF3|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	1	382	0	581.08	PRK11289	ampC	 - 	cl21491
Q#31 - >E8SJX4|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	268	1.13341e-96	285.081	PRK00281	PRK00281	 - 	cl00858
Q#32 - >A0A0M1EY50|FEATURES|UNIPROT|aminoglycoside|ABW44_02935	specific	442463	13	267	3.06034e-122	348.828	COG3231	Aph	 - 	cl43814
Q#33 - >R5DZ54|FEATURES|UNIPROT|bacitracin|uppP	specific	441571	3	263	3.26222e-97	285.783	COG1968	UppP	 - 	cl42187
Q#34 - >JE0138|FEATURES|ARDB|aminoglycoside|AAC(3)-IIa	specific	442043	1	265	6.9633e-104	302.89	COG2746	YokD	 - 	cl01051
Q#35 - >A0A0J3VWY5|FEATURES|UNIPROT|polymyxin|arnA	specific	236156	1	660	0	1487.16	PRK08125	PRK08125	 - 	cl35644
Q#36 - >AAG29765.2|FEATURES|CARD|beta_lactam|IND-4	superfamily	451500	25	239	1.33462e-143	400.162	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#37 - >A0A127SHS2|FEATURES|UNIPROT|beta_lactam|CblA-1	specific	441934	2	197	2.51653e-48	158.523	COG2367	PenP	C	cl28588
Q#38 - >CBY80143.1|FEATURES|CARD|beta_lactam|VIM-26	specific	293861	42	259	6.506e-146	407.325	cd16303	VIM_type_MBL-B1	 - 	cl23716
Q#39 - >D4XUI1|FEATURES|UNIPROT|beta_lactam|bla	specific	442014	1	275	1.06849e-98	289.86	COG2602	YbxI	 - 	cl43695
Q#40 - >YP_002383660|FEATURES|ARDB|multidrug|acrA	specific	184990	1	397	0	743.842	PRK15030	PRK15030	 - 	cl33066
Q#41 - >G5FCX7|FEATURES|UNIPROT|bacitracin|uppP	specific	234712	2	273	2.6427e-99	291.244	PRK00281	PRK00281	 - 	cl00858
Q#42 - >X2L2G5|FEATURES|UNIPROT|beta_lactam|CTX-M-15	specific	441934	21	129	1.4394e-33	118.077	COG2367	PenP	C	cl28588
Q#43 - >D4XKS6|FEATURES|UNIPROT|beta_lactam|ampC	specific	236894	7	389	0	571.45	PRK11289	ampC	 - 	cl21491
Q#44 - >CAO82974|FEATURES|ARDB|chloramphenicol|catQ	superfamily	445639	5	206	2.35581e-113	322.075	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#45 - >AAL99990.1|FEATURES|CARD|beta_lactam|CTX-M-23	specific	441934	16	291	1.14779e-89	267.92	COG2367	PenP	 - 	cl28588
Q#46 - >AFQ23958.1|FEATURES|CARD|beta_lactam|SHV-152	specific	185339	1	284	0	557.545	PRK15442	PRK15442	 - 	cl21491
Q#47 - >ZP_03064700|FEATURES|ARDB|multidrug|MdtH	specific	183255	1	400	0	737.639	PRK11646	PRK11646	 - 	cl27936
Q#48 - >AAA16406|FEATURES|ARDB|multidrug|Bcr	specific	182964	1	377	0	616.542	PRK11102	PRK11102	 - 	cl32640
