Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >CAB61231|FEATURES|vanX|glycopeptide|vanX	specific	350616	4	201	2.45594e-113	321.364	cd14817	D-Ala-D-Ala_dipeptidase_VanX	 - 	cl38918
Q#2 - >CP000034.1.gene2563.p01|FEATURES|emrK|multidrug|emrK	specific	273385	14	338	6.032e-180	503.172	TIGR00998	8a0101	 - 	cl46872
Q#3 - >gi:445983921:ref:WP_000061776.1:|FEATURES|lsa|MLS|lsa	superfamily	440254	6	490	1.71004e-87	277.716	cl33905	Uup superfamily	 - 	 - 
Q#4 - >AAF86692|FEATURES|ampC|beta-lactam|ampC	specific	236894	31	387	0	564.132	PRK11289	ampC	 - 	cl21491
Q#5 - >B7NF27|FEATURES|mdtL|multidrug|mdtL	specific	182486	1	391	0	638.605	PRK10473	PRK10473	 - 	cl32519
Q#6 - >gi:959688383:ref:WP_058124867.1:|FEATURES|aac(6')-31|aminoglycoside|aac(6')-31	specific	275224	1	184	1.74527e-146	403.881	TIGR04431	N6_acetyl_AAC6	 - 	cl29112
Q#7 - >JX121116.1.gene1.p01|FEATURES|SHV-149|beta-lactam|SHV	specific	185339	1	284	0	553.693	PRK15442	PRK15442	 - 	cl21491
Q#8 - >YP_001116030|FEATURES|opcM|multidrug|opcM	superfamily	273830	38	496	2.23908e-97	302.409	cl36990	outer_NodT superfamily	 - 	 - 
Q#9 - >gi:1031640253:gb:ANG17092.1:|FEATURES|TEM-1|beta-lactam|TEM	specific	185339	3	286	0	607.235	PRK15442	PRK15442	 - 	cl21491
Q#10 - >gi:545009561:emb:CCW75881.1:|FEATURES|TolC|multidrug|TolC	specific	236529	3	450	0	803.004	PRK09465	tolC	 - 	cl30340
Q#11 - >gi:515982084:ref:WP_017412667.1:|FEATURES|class_C|beta-lactam|class_C	specific	236894	51	409	0	616.519	PRK11289	ampC	 - 	cl21491
Q#12 - >gi:489824637:ref:WP_003728417.1:|FEATURES|cystathionine_beta-lyase_patB|unclassified|cystathionine_beta-lyase_patB	specific	440782	1	386	0	570.109	COG1168	MalY	 - 	cl30164
Q#13 - >L06163.1.gene1.p01|FEATURES|aac(6')-II|aminoglycoside|aac(6')-II	superfamily	275224	6	180	3.50121e-107	304.114	cl29112	N6_acetyl_AAC6 superfamily	 - 	 - 
Q#14 - >gi:446015186:ref:WP_000093041.1:|FEATURES|aac(3)-IV|aminoglycoside|aac(3)-IV	specific	426815	35	237	2.27415e-73	224.027	pfam02522	Antibiotic_NAT	 - 	cl01051
Q#15 - >gi:921983697:ref:WP_053274397.1:|FEATURES|mdtN|multidrug|mdtN	specific	182488	1	343	0	527.673	PRK10476	PRK10476	 - 	cl46872
Q#16 - >NC_011595.7060598.p01|FEATURES|mdtL|multidrug|mdtL	superfamily	475125	1	363	2.28035e-14	73.3792	cl28910	MFS superfamily	 - 	 - 
Q#17 - >gi:157058876:gb:ABV03165.1:|FEATURES|ermC|MLS|ermC	specific	128898	19	180	6.0032e-72	216.993	smart00650	rADc	 - 	cl17173
