Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >gi:403219412:emb:CCJ27774.1:|FEATURES|vanY|glycopeptide|vanY	specific	441480	93	264	5.89175e-63	195.1	COG1876	LdcB	 - 	cl43548
Q#2 - >AY740681.1.gene9.p01|FEATURES|PER-3|beta-lactam|PER	specific	441934	13	297	7.61648e-76	233.252	COG2367	PenP	 - 	cl28588
Q#3 - >AF070999.gene.p01|FEATURES|tetY|tetracycline|tetY	specific	340946	5	386	6.56254e-154	439.379	cd17388	MFS_TetA	 - 	cl28910
Q#4 - >AY826417.1.gene1.p01|FEATURES|TEM-136|beta-lactam|TEM	specific	185339	3	286	0	599.917	PRK15442	PRK15442	 - 	cl21491
Q#5 - >ZP_02831928|FEATURES|macB|MLS|macB	specific	182528	1	648	0	1300.08	PRK10535	PRK10535	 - 	cl32530
Q#6 - >gi:694089948:ref:WP_032434648.1:|FEATURES|mdtK|multidrug|mdtK	specific	234981	1	457	0	709.658	PRK01766	PRK01766	 - 	cl09326
Q#7 - >gi:910794852:ref:WP_050097703.1:|FEATURES|class_A|beta-lactam|class_A	specific	441934	7	293	1.17974e-92	275.624	COG2367	PenP	 - 	cl28588
Q#8 - >gi:686125041:ref:WP_031770219.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	specific	440747	1	576	0	699.224	COG1132	MdlB	 - 	cl34129
Q#9 - >gi:556422872:ref:WP_023307824.1:|FEATURES|macB|MLS|macB	specific	182528	1	648	0	1354.39	PRK10535	PRK10535	 - 	cl32530
Q#10 - >YP_369007|FEATURES|amrB|multidrug|amrB	specific	169981	1	1032	0	2052.5	PRK09577	PRK09577	 - 	cl31597
Q#11 - >gi:916033077:ref:WP_050951558.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	448	0	803.775	PRK09465	tolC	 - 	cl30340
Q#12 - >gi:827011098:ref:WP_047173610.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	448	0	792.219	PRK09465	tolC	 - 	cl30340
Q#13 - >gi:649725909:gb:AIC64477.1:|FEATURES|CTX-M|beta-lactam|CTX-M	specific	441934	16	291	3.8327e-91	271.772	COG2367	PenP	 - 	cl28588
Q#14 - >YP_001563294|FEATURES|bacA|bacitracin|bacA	specific	234712	2	267	1.53406e-122	350.179	PRK00281	PRK00281	 - 	cl00858
Q#15 - >gi:923067667:ref:WP_053451316.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	superfamily	451500	38	276	3.42214e-154	430.006	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#16 - >gi:488216250:ref:WP_002287458.1:|FEATURES|msrC|MLS|msrC	specific	440254	8	485	3.58835e-105	323.555	COG0488	Uup	 - 	cl33905
Q#17 - >gi:654933144:ref:WP_028383500.1:|FEATURES|mexF|multidrug|mexF	specific	440603	1	1046	0	1098.23	COG0841	AcrB	 - 	cl34050
