Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >gi:649725767:gb:AIC64406.1:|FEATURES|CTX-M|beta-lactam|CTX-M	specific	441934	16	291	6.10156e-90	268.69	COG2367	PenP	 - 	cl28588
Q#2 - >gi:696359337:ref:WP_032934487.1:|FEATURES|sdiA|unclassified|sdiA	specific	182292	1	240	0	496.616	PRK10188	PRK10188	 - 	cl32472
Q#3 - >ZP_02621059|FEATURES|bacA|bacitracin|bacA	superfamily	469957	16	287	5.76007e-90	268.613	cl00858	PRK00281 superfamily	 - 	 - 
Q#4 - >gi:769992611:ref:WP_045108280.1:|FEATURES|mexH|multidrug|mexH	specific	440606	48	357	1.83154e-69	220.97	COG0845	AcrA	 - 	cl34052
Q#5 - >gi:1015391005:emb:CZW14339.1:|FEATURES|mdtG|multidrug|mdtG	superfamily	182127	14	415	0	677.024	cl27912	PRK09874 superfamily	 - 	 - 
Q#6 - >gi:639216333:ref:WP_024554080.1:|FEATURES|macB|MLS|macB	specific	182528	1	648	0	1267.34	PRK10535	PRK10535	 - 	cl32530
Q#7 - >gi:746222054:ref:WP_039271209.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1321.65	PRK10535	PRK10535	 - 	cl32530
Q#8 - >gi:746188825:ref:WP_039247107.1:|FEATURES|mexE|multidrug|mexE	specific	440606	51	375	3.91859e-108	321.122	COG0845	AcrA	 - 	cl34052
Q#9 - >gi:488154921:ref:WP_002226129.1:|FEATURES|mtrE|multidrug|mtrE	superfamily	182103	6	458	1.19723e-107	327.215	cl32423	PRK09837 superfamily	 - 	 - 
Q#10 - >gi:685983188:ref:WP_031690361.1:|FEATURES|mexH|multidrug|mexH	specific	440606	48	357	9.35455e-72	226.748	COG0845	AcrA	 - 	cl34052
Q#11 - >gi:857778813:emb:CRL60249.1:|FEATURES|mdtC|multidrug|mdtC	specific	182589	1	1019	0	1939.13	PRK10614	PRK10614	 - 	cl47191
Q#12 - >CP000034.1.gene2880.p01|FEATURES|emrA|multidrug|emrA	specific	185090	1	390	0	763.467	PRK15136	PRK15136	 - 	cl46872
Q#13 - >YP_001176309|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	731.476	PRK11646	PRK11646	 - 	cl27936
Q#14 - >gi:746192331:ref:WP_039250470.1:|FEATURES|tetR|tetracycline|tetR	specific	440920	3	154	1.6639e-21	85.7204	COG1309	AcrR	 - 	cl43380
Q#15 - >gi:754927849:ref:WP_042284850.1:|FEATURES|macB|MLS|macB	specific	182528	1	648	0	1343.99	PRK10535	PRK10535	 - 	cl32530
Q#16 - >gi:920553663:ref:WP_052999888.1:|FEATURES|norA|multidrug|norA	specific	340883	8	375	2.84485e-71	227.844	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#17 - >NP_756458|FEATURES|emrD|multidrug|emrD	specific	183259	3	396	0	607.675	PRK11652	emrD	 - 	cl28910
Q#18 - >gi:485718818:ref:WP_001350388.1:|FEATURES|class_C|beta-lactam|class_C	specific	236894	1	377	0	629.616	PRK11289	ampC	 - 	cl21491
Q#19 - >gi:446657920:ref:WP_000735266.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	451	0	800.308	PRK09465	tolC	 - 	cl30340
Q#20 - >ZP_04525131|FEATURES|mdtG|multidrug|mdtG	specific	340949	13	390	1.58687e-171	484.075	cd17391	MFS_MdtG_MDR_like	 - 	cl28910
Q#22 - >CP001138.1.gene1162.p01|FEATURES|sdiA|unclassified|sdiA	specific	182292	1	240	0	508.172	PRK10188	PRK10188	 - 	cl32472
Q#23 - >gi:518679614:ref:WP_019841307.1:|FEATURES|mdtF|multidrug|mdtF	superfamily	185081	1	1018	0	1669.67	cl39118	PRK15127 superfamily	 - 	 - 
Q#24 - >gi:1004170906:gb:AMP19677.1:|FEATURES|mtrR|multidrug|mtrR	superfamily	182632	2	211	1.80337e-38	132.052	cl42922	PRK10668 superfamily	 - 	 - 
Q#25 - >ZP_04318513|FEATURES|class_A|beta-lactam|class_A	specific	293862	53	254	8.47067e-121	343.498	cd16304	BcII-like_MBL-B1	 - 	cl23716
