Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >JN129451.1.gene1.p01|FEATURES|VIM-30|beta-lactam|VIM	specific	293861	42	259	6.37261e-150	417.34	cd16303	VIM_type_MBL-B1	 - 	cl23716
Q#2 - >YP_002385298|FEATURES|mdtN|multidrug|mdtN	specific	182488	1	343	0	518.043	PRK10476	PRK10476	 - 	cl46872
Q#3 - >gi:585322871:ref:WP_024204537.1:|FEATURES|emrA|multidrug|emrA	specific	185090	1	390	0	767.319	PRK15136	PRK15136	 - 	cl46872
Q#4 - >JQ002629.1.gene1.p01|FEATURES|IMP-32|beta-lactam|IMP	superfamily	451500	23	234	3.02464e-120	341.184	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#5 - >NC_010558.1.6275948.p01|FEATURES|qepA|fluoroquinolone|qepA	superfamily	184957	18	497	1.57274e-67	225.377	cl33053	PRK14995 superfamily	 - 	 - 
Q#6 - >gi:488349287:ref:WP_002418672.1:|FEATURES|vanB|glycopeptide|vanB	specific	234993	1	343	1.79585e-126	365.598	PRK01966	ddl	 - 	cl35171
Q#7 - >gi:446910356:ref:WP_000987612.1:|FEATURES|adeB|multidrug|adeB	superfamily	481531	2	1009	0	1279.28	cl47191	ACR_tran superfamily	 - 	 - 
Q#8 - >gi:695837578:ref:WP_032750955.1:|FEATURES|emrA|multidrug|emrA	specific	185090	1	390	0	763.853	PRK15136	PRK15136	 - 	cl46872
Q#9 - >gi:651585284:ref:WP_026580461.1:|FEATURES|class_A|beta-lactam|class_A	specific	441934	37	303	2.74625e-87	262.527	COG2367	PenP	 - 	cl28588
Q#10 - >Q32DT3|FEATURES|arnA|polymyxin|arnA	specific	236156	1	660	0	1487.55	PRK08125	PRK08125	 - 	cl35644
Q#11 - >AJ312056.2.gene1.p01|FEATURES|cat_chloramphenicol_acetyltransferase|phenicol|cat_chloramphenicol_acetyltransferase	superfamily	445639	6	205	3.40003e-79	235.405	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#12 - >gi:585350004:ref:WP_024231618.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	451	0	777.966	PRK09465	tolC	 - 	cl30340
Q#13 - >JE0138|FEATURES|aac(3)-II|aminoglycoside|aac(3)-II	specific	442043	1	265	6.9633e-104	302.89	COG2746	YokD	 - 	cl01051
Q#14 - >gi:942448824:ref:WP_055314246.1:|FEATURES|mexH|multidrug|mexH	specific	440606	48	357	7.03144e-69	219.43	COG0845	AcrA	 - 	cl34052
Q#15 - >YP_002937728|FEATURES|bacA|bacitracin|bacA	specific	441571	5	282	3.71792e-96	283.857	COG1968	UppP	 - 	cl42187
Q#16 - >gi:489200414:ref:WP_003109635.1:|FEATURES|tetR|tetracycline|tetR	specific	440920	9	131	1.50986e-19	81.4832	COG1309	AcrR	C	cl43380
