Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >gi:851936789:ref:WP_048225242.1:|FEATURES|emrA|multidrug|emrA	specific	185090	1	390	0	768.86	PRK15136	PRK15136	 - 	cl46872
Q#2 - >gi:447201651:ref:WP_001278907.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	specific	235662	7	196	1.10439e-124	349.455	PRK05986	PRK05986	 - 	cl38936
Q#3 - >gi:151567620:pdb:2HP5:A|FEATURES|OXA-10|beta-lactam|OXA	specific	442014	3	246	4.74595e-112	322.602	COG2602	YbxI	 - 	cl43695
Q#4 - >YP_089932|FEATURES|class_A|beta-lactam|class_A	specific	441934	37	303	1.05278e-91	273.698	COG2367	PenP	 - 	cl28588
Q#5 - >YP_688010|FEATURES|acrA|multidrug|acrA	specific	184990	13	409	0	744.227	PRK15030	PRK15030	 - 	cl33066
Q#6 - >gi:902507037:ref:WP_049597664.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	717.609	PRK11646	PRK11646	 - 	cl27936
Q#7 - >gi:738121094:ref:WP_036079133.1:|FEATURES|lsa|MLS|lsa	superfamily	440254	6	491	3.33359e-84	269.242	cl33905	Uup superfamily	 - 	 - 
Q#8 - >gi:446900661:ref:WP_000977917.1:|FEATURES|ompF|multidrug|ompF	specific	236639	1	362	0	652.719	PRK10002	PRK10002	 - 	cl21487
Q#9 - >NC_010400.5984123.p01|FEATURES|mdfA|multidrug|mdfA	specific	185300	5	407	0	562.253	PRK15402	PRK15402	 - 	cl33139
Q#10 - >ACH85850|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	specific	398368	10	256	8.57939e-129	365.777	pfam04655	APH_6_hur	 - 	cl21453
Q#11 - >gi:651591740:ref:WP_026586713.1:|FEATURES|fosB|fosfomycin|fosB	specific	179740	1	139	2.55277e-86	248.323	PRK04101	PRK04101	 - 	cl14632
Q#12 - >gi:502961756:ref:WP_013196732.1:|FEATURES|mdfA|multidrug|mdfA	specific	185300	5	407	0	575.735	PRK15402	PRK15402	 - 	cl33139
Q#13 - >CP004022.1.gene294.p01|FEATURES|acrA|multidrug|acrA	superfamily	184990	1	393	2.906e-163	463.802	cl33066	PRK15030 superfamily	 - 	 - 
Q#14 - >gi:501177790:ref:WP_012221074.1:|FEATURES|dfrA12|diaminopyrimidine|dfrA12	specific	238127	8	160	1.91222e-68	205.064	cd00209	DHFR	 - 	cl17279
Q#15 - >gi:742936434:ref:WP_039025717.1:|FEATURES|ompF|multidrug|ompF	specific	236772	1	617	0	1089.94	PRK10833	PRK10833	 - 	cl35957
Q#16 - >gi:447097691:ref:WP_001174947.1:|FEATURES|mdtK|multidrug|mdtK	specific	234981	1	457	0	695.021	PRK01766	PRK01766	 - 	cl09326
Q#17 - >ABN80187|FEATURES|tetW|tetracycline|tetW	specific	206731	5	241	2.19112e-148	428.964	cd04168	TetM_like	 - 	cl38936
Q#17 - >ABN80187|FEATURES|tetW|tetracycline|tetW	superfamily	481252	1	616	6.84009e-124	382.377	cl46912	PRK13351 superfamily	 - 	 - 
Q#18 - >AAY68306|FEATURES|mefA|MLS|mefA	specific	162098	11	374	1.42503e-114	338.911	TIGR00900	2A0121	 - 	cl31440
Q#19 - >NC_007793.3913346.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	specific	341046	18	468	9.05421e-100	304.499	cd17503	MFS_LmrB_MDR_like	 - 	cl28910
Q#20 - >FJ405211.1.gene1.p01|FEATURES|TEM-57|beta-lactam|TEM	specific	185339	3	286	0	608.391	PRK15442	PRK15442	 - 	cl21491
Q#21 - >gi:851981722:ref:WP_048240990.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	720.305	PRK11646	PRK11646	 - 	cl27936
Q#22 - >gi:693264691:ref:WP_032363351.1:|FEATURES|emrB|multidrug|emrB	specific	411083	4	502	0	967.263	NF000391	EmrB	 - 	cl41258
Q#23 - >gi:487499618:ref:WP_001704083.1:|FEATURES|mdtM|multidrug|mdtM	specific	237958	1	410	0	740.102	PRK15403	PRK15403	 - 	cl30558
Q#24 - >gi:518287882:ref:WP_019458090.1:|FEATURES|macA|MLS|macA	superfamily	183211	34	429	2.29658e-85	265.87	cl32708	PRK11578 superfamily	 - 	 - 
Q#25 - >gi:896193254:ref:WP_049201909.1:|FEATURES|class_C|beta-lactam|class_C	superfamily	469545	1	378	0	593.291	cl49594	ampC_Sliq superfamily	 - 	 - 
Q#26 - >YP_002890644|FEATURES|bacA|bacitracin|bacA	specific	234712	13	266	1.59373e-116	335.157	PRK00281	PRK00281	 - 	cl00858
Q#27 - >AF337947.1.gene1.p01|FEATURES|aph(2'')-II|aminoglycoside|aph(2'')-II	specific	426359	20	248	5.90255e-21	89.0974	pfam01636	APH	 - 	cl37506
Q#28 - >gi:693033640:ref:WP_032208687.1:|FEATURES|mdtP|multidrug|mdtP	specific	182142	1	488	0	905.795	PRK09915	PRK09915	 - 	cl42914
Q#29 - >gi:763190161:ref:WP_044067345.1:|FEATURES|arnA|polymyxin|arnA	specific	236156	1	660	0	1489.86	PRK08125	PRK08125	 - 	cl35644
Q#30 - >ABW06431|FEATURES|dfrA16|diaminopyrimidine|dfrA16	specific	238127	3	155	2.41751e-49	155.759	cd00209	DHFR	 - 	cl17279
Q#31 - >gi:779861244:ref:WP_045352062.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1317.41	PRK10535	PRK10535	 - 	cl32530
