Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >gi:1004701441:gb:AMP49834.1:|FEATURES|tetX|tetracycline|tetX	specific	440419	17	384	2.13323e-44	156.252	COG0654	UbiH	 - 	cl43226
Q#2 - >gi:504869973:ref:WP_015057075.1:|FEATURES|aac(3)-I|aminoglycoside|aac(3)-I	specific	395465	48	160	1.78292e-17	73.706	pfam00583	Acetyltransf_1	 - 	cl17182
Q#3 - >gi:496339859:ref:WP_009049037.1:|FEATURES|mexD|multidrug|mexD	superfamily	481531	1	1038	0	1292.77	cl47191	ACR_tran superfamily	 - 	 - 
Q#4 - >gi:1002471327:ref:WP_061388654.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	755.743	PRK11646	PRK11646	 - 	cl27936
Q#5 - >gi:770902867:ref:WP_045141656.1:|FEATURES|fosA|fosfomycin|fosA	specific	319908	5	128	4.12915e-75	219.076	cd07244	FosA	 - 	cl14632
Q#6 - >gi:1031645901:gb:ANG19887.1:|FEATURES|TEM-1|beta-lactam|TEM	specific	185339	3	286	0	601.457	PRK15442	PRK15442	 - 	cl21491
Q#7 - >YP_001882481|FEATURES|emrD|multidrug|emrD	specific	183259	1	394	0	622.697	PRK11652	emrD	 - 	cl28910
Q#8 - >gi:1004039946:ref:WP_061495278.1:|FEATURES|mdtK|multidrug|mdtK	specific	234981	1	457	0	696.561	PRK01766	PRK01766	 - 	cl09326
Q#9 - >gi:672937864:gb:AIK22068.1:|FEATURES|vanW|glycopeptide|vanW	specific	461251	77	211	2.77144e-54	172.196	pfam04294	VanW	 - 	cl37704
Q#10 - >gi:647323550:ref:WP_025760450.1:|FEATURES|dfrA12|diaminopyrimidine|dfrA12	specific	238127	8	160	9.86286e-68	202.753	cd00209	DHFR	 - 	cl17279
Q#11 - >gi:452996184:gb:AGG19374.1:|FEATURES|vanB|glycopeptide|vanB	specific	234993	1	341	2.87515e-128	370.22	PRK01966	ddl	 - 	cl35171
Q#12 - >gi:1044080358:emb:SBY45576.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1290.84	PRK10535	PRK10535	 - 	cl32530
Q#13 - >gi:507086092:ref:WP_016156833.1:|FEATURES|sdiA|unclassified|sdiA	specific	182292	1	240	2.67962e-180	493.919	PRK10188	PRK10188	 - 	cl32472
Q#14 - >gi:487360677:ref:WP_001635614.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	450	0	808.397	PRK09465	tolC	 - 	cl30340
Q#15 - >gi:485734734:ref:WP_001362064.1:|FEATURES|class_C|beta-lactam|class_C	specific	236894	1	377	0	635.394	PRK11289	ampC	 - 	cl21491
Q#16 - >P33810|FEATURES|rifampin_resistance_protein|rifamycin|rifampin_resistance_protein	specific	397427	5	547	0	955.339	pfam03340	Pox_Rif	 - 	cl09304
Q#17 - >gi:489234352:ref:WP_003142649.1:|FEATURES|mexB|multidrug|mexB	specific	273335	1	1044	0	1970.72	TIGR00915	2A0602	 - 	cl47191
Q#18 - >AAS45561|FEATURES|tetM|tetracycline|tetM	specific	206731	5	241	3.65753e-139	405.081	cd04168	TetM_like	 - 	cl38936
Q#18 - >AAS45561|FEATURES|tetM|tetracycline|tetM	superfamily	481252	1	610	4.87145e-119	369.666	cl46912	PRK13351 superfamily	 - 	 - 
Q#19 - >gi:779793601:ref:WP_045327474.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	448	0	793.374	PRK09465	tolC	 - 	cl30340
Q#20 - >gi:829714510:ref:WP_047343579.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	734.943	PRK11646	PRK11646	 - 	cl27936
Q#21 - >AAU89126|FEATURES|ant(3'')-Ih-aac(6')-IId|aminoglycoside|ant(3'')-Ih-aac(6')-IId	specific	184296	1	262	1.23109e-169	477.21	PRK13746	PRK13746	 - 	cl32927
