Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >NC_002952.2859165.p01|FEATURES|norA|multidrug|norA	specific	340883	8	375	6.42918e-71	226.689	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#2 - >CAA42550|FEATURES|lmrA|MLS|lmrA	superfamily	411074	1	481	0	690.639	cl41251	MFS_efflux_LmrA superfamily	 - 	 - 
Q#3 - >JX121126.1.gene1.p01|FEATURES|SHV-159|beta-lactam|SHV	specific	185339	1	284	0	563.323	PRK15442	PRK15442	 - 	cl21491
Q#4 - >gi:695771567:ref:WP_032694491.1:|FEATURES|mexX|multidrug|mexX	superfamily	184990	1	379	0	510.411	cl33066	PRK15030 superfamily	 - 	 - 
Q#5 - >gi:917203192:ref:WP_051809904.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	specific	440747	22	599	0	664.942	COG1132	MdlB	 - 	cl34129
Q#6 - >gi:446783062:ref:WP_000860318.1:|FEATURES|arnA|polymyxin|arnA	specific	236156	1	660	0	1489.86	PRK08125	PRK08125	 - 	cl35644
Q#7 - >gi:771527331:ref:WP_045178037.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	451	0	776.04	PRK09465	tolC	 - 	cl30340
Q#8 - >YP_691296|FEATURES|mdtF|multidrug|mdtF	superfamily	185081	1	1018	0	1663.5	cl39118	PRK15127 superfamily	 - 	 - 
Q#9 - >gi:835750307:ref:WP_047648643.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	451	0	774.5	PRK09465	tolC	 - 	cl30340
Q#10 - >JQ364968.1.gene6.p01|FEATURES|RTG-5|beta-lactam|RTG-5	superfamily	473882	10	289	5.13449e-108	315.254	cl21491	Transpeptidase superfamily	 - 	 - 
Q#11 - >gi:410113988:emb:CCM84499.1:|FEATURES|mdfA|multidrug|mdfA	specific	185300	1	394	0	658.938	PRK15402	PRK15402	 - 	cl33139
Q#12 - >gi:920021424:ref:WP_052936095.1:|FEATURES|emrB|multidrug|emrB	specific	411083	4	502	0	965.337	NF000391	EmrB	 - 	cl41258
Q#13 - >U19459.gene.p01|FEATURES|vatB|MLS|vatB	specific	100040	30	188	5.06875e-73	217.797	cd03349	LbH_XAT	 - 	cl00160
Q#14 - >HM146927.1.gene1.p01|FEATURES|CMY-2|beta-lactam|CMX	specific	236894	1	381	0	631.542	PRK11289	ampC	 - 	cl21491
Q#15 - >gi:445996320:ref:WP_000074175.1:|FEATURES|mdtG|multidrug|mdtG	specific	182127	1	408	0	746.359	PRK09874	PRK09874	 - 	cl27912
Q#16 - >KF297582.1.gene1.p01|FEATURES|OXA-353|beta-lactam|OXA	specific	442014	4	273	1.57377e-103	302.187	COG2602	YbxI	 - 	cl43695
Q#17 - >AY138986.1.gene1.p01|FEATURES|aadA|aminoglycoside|aadA	specific	184296	1	262	3.21289e-171	472.588	PRK13746	PRK13746	 - 	cl32927
Q#18 - >gi:779954221:ref:WP_045401856.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	724.542	PRK11646	PRK11646	 - 	cl27936
Q#19 - >gi:364569463:gb:EHM47085.1:|FEATURES|macA|MLS|macA	specific	183211	10	379	0	654.921	PRK11578	PRK11578	 - 	cl32708
Q#20 - >YP_001348104|FEATURES|mexF|multidrug|mexF	specific	395701	3	1040	0	1254.12	pfam00873	ACR_tran	 - 	cl47191
Q#21 - >gi:686913144:gb:KGC91538.1:|FEATURES|oprM|multidrug|oprM	superfamily	182103	37	505	4.47285e-118	355.72	cl32423	PRK09837 superfamily	 - 	 - 
Q#22 - >gi:912988429:ref:WP_050336136.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	specific	236969	1	210	4.63092e-167	457.906	PRK11753	PRK11753	 - 	cl36052
Q#23 - >gi:920597324:ref:WP_053012334.1:|FEATURES|norA|multidrug|norA	specific	340883	8	375	2.40481e-70	225.148	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#24 - >gi:446014370:ref:WP_000092225.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	736.869	PRK11646	PRK11646	 - 	cl27936
Q#25 - >gi:920168972:ref:WP_052961770.1:|FEATURES|mdtP|multidrug|mdtP	specific	182142	1	488	0	909.647	PRK09915	PRK09915	 - 	cl42914
Q#26 - >gi:1016093334:ref:WP_062936877.1:|FEATURES|tetR|tetracycline|tetR	specific	440920	3	143	1.98297e-20	83.024	COG1309	AcrR	 - 	cl43380
Q#27 - >gi:649725629:gb:AIC64337.1:|FEATURES|CTX-M|beta-lactam|CTX-M	specific	441934	16	291	1.29874e-90	270.231	COG2367	PenP	 - 	cl28588
Q#28 - >gi:1031632106:gb:ANG13191.1:|FEATURES|TEM-1|beta-lactam|TEM	specific	185339	3	286	0	606.85	PRK15442	PRK15442	 - 	cl21491
Q#29 - >gi:653620347:ref:WP_027630679.1:|FEATURES|mefA|MLS|mefA	specific	162098	12	375	6.45357e-104	311.947	TIGR00900	2A0121	 - 	cl31440
Q#30 - >gi:447110035:ref:WP_001187291.1:|FEATURES|emrB|multidrug|emrB	specific	411083	4	502	0	956.092	NF000391	EmrB	 - 	cl41258
Q#31 - >gi:496081465:ref:WP_008805972.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	731.476	PRK11646	PRK11646	 - 	cl27936
Q#32 - >AF143804.1.gene1.p1|FEATURES|TEM-92|beta-lactam|TEM	specific	185339	3	286	0	605.695	PRK15442	PRK15442	 - 	cl21491
Q#33 - >AJ549244.1.gene1.p01|FEATURES|CTX-M-28|beta-lactam|CTX-M	specific	441934	16	291	5.67378e-91	271.001	COG2367	PenP	 - 	cl28588
Q#34 - >AB700703.1.gene1.p01|FEATURES|TEM-198|beta-lactam|TEM	specific	185339	3	286	0	606.08	PRK15442	PRK15442	 - 	cl21491
Q#35 - >gi:664458452:ref:WP_030980047.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	specific	440747	22	592	0	626.422	COG1132	MdlB	 - 	cl34129
Q#36 - >gi:912615464:ref:WP_050196208.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	756.899	PRK11646	PRK11646	 - 	cl27936
Q#37 - >AF427128.1.gene1.p01|FEATURES|TEM-82|beta-lactam|TEM	specific	185339	3	286	0	604.924	PRK15442	PRK15442	 - 	cl21491
Q#38 - >EU515250.1.gene1.p01|FEATURES|ampC|beta-lactam|ampC	specific	236894	1	381	0	631.542	PRK11289	ampC	 - 	cl21491
Q#39 - >gi:446603231:ref:WP_000680577.1:|FEATURES|ompR|multidrug|ompR	superfamily	182665	4	224	6.51504e-88	259.617	cl32561	PRK10710 superfamily	 - 	 - 
Q#40 - >gi:1028170925:ref:WP_063919386.1:|FEATURES|class_C|beta-lactam|class_C	superfamily	469545	1	378	0	594.062	cl49594	ampC_Sliq superfamily	 - 	 - 
Q#41 - >gi:237823426:pdb:2V50:A|FEATURES|mexB|multidrug|mexB	specific	273335	1	1044	0	1972.64	TIGR00915	2A0602	 - 	cl47191
Q#42 - >gi:1031656810:gb:ANG24713.1:|FEATURES|TEM-1|beta-lactam|TEM	specific	185339	3	286	0	604.924	PRK15442	PRK15442	 - 	cl21491
Q#43 - >gi:757463495:ref:WP_042744636.1:|FEATURES|mecR1|beta-lactam|mecR1	specific	428523	4	301	1.75676e-122	353.699	pfam05569	Peptidase_M56	 - 	cl29776
Q#44 - >gi:490778982:ref:WP_004641168.1:|FEATURES|macA|MLS|macA	superfamily	183211	34	425	7.34753e-83	259.321	cl32708	PRK11578 superfamily	 - 	 - 
Q#45 - >gi:486280055:ref:WP_001570413.1:|FEATURES|mdtF|multidrug|mdtF	superfamily	185081	1	1018	0	1668.9	cl39118	PRK15127 superfamily	 - 	 - 
Q#46 - >gi:485869052:ref:WP_001466418.1:|FEATURES|mexX|multidrug|mexX	superfamily	184990	1	384	0	515.804	cl33066	PRK15030 superfamily	 - 	 - 
Q#47 - >BAD86539|FEATURES|ermG|MLS|ermG	specific	128898	18	180	2.70943e-69	210.445	smart00650	rADc	 - 	cl17173
Q#48 - >gi:664085850:ref:WP_030624018.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	specific	440747	26	595	0	620.259	COG1132	MdlB	 - 	cl34129
Q#49 - >gi:510921449:ref:WP_016242282.1:|FEATURES|arnA|polymyxin|arnA	specific	236156	1	660	0	1487.16	PRK08125	PRK08125	 - 	cl35644
