Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >gi:739066754:ref:WP_036938162.1:|FEATURES|macA|MLS|macA	superfamily	183211	3	369	0	548.606	cl32708	PRK11578 superfamily	 - 	 - 
Q#2 - >gi:1028098535:ref:WP_063855037.1:|FEATURES|sul1|sulfonamide|sul1	specific	184303	2	279	0	520.797	PRK13753	PRK13753	 - 	cl00219
Q#3 - >YP_001348630|FEATURES|mexY|multidrug|mexY	specific	169981	1	1032	0	1945.03	PRK09577	PRK09577	 - 	cl31597
Q#4 - >YP_001175677|FEATURES|acrB|multidrug|acrB	specific	185081	1	1049	0	2146.54	PRK15127	PRK15127	 - 	cl39118
Q#5 - >YP_857635|FEATURES|class_C|beta-lactam|class_C	specific	236894	68	422	0	608.044	PRK11289	ampC	 - 	cl21491
Q#6 - >gi:503803351:ref:WP_014037345.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	specific	293847	38	276	8.08717e-160	444.259	cd16289	L1_POM-1-like_MBL-B3	 - 	cl23716
Q#7 - >gi:928778382:ref:WP_053860941.1:|FEATURES|fmtC|beta-lactam|fmtC	specific	468043	11	839	0	818.675	NF033480	bifunc_MprF	 - 	cl41273
Q#8 - >ZP_04197552|FEATURES|class_A|beta-lactam|class_A	specific	441934	93	348	2.18792e-90	271.772	COG2367	PenP	 - 	cl28588
Q#9 - >gi:748187801:ref:WP_039758925.1:|FEATURES|mexE|multidrug|mexE	specific	440606	50	375	1.50536e-108	322.278	COG0845	AcrA	 - 	cl34052
Q#10 - >gi:983401724:ref:WP_060569629.1:|FEATURES|class_A|beta-lactam|class_A	specific	441934	26	293	8.75288e-90	268.305	COG2367	PenP	 - 	cl28588
Q#11 - >gi:1022641085:ref:WP_063404331.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1321.65	PRK10535	PRK10535	 - 	cl32530
Q#12 - >gi:881076532:ref:WP_048792526.1:|FEATURES|marR|multidrug|marR	specific	441451	1	140	1.58756e-27	99.2741	COG1846	MarR	 - 	cl43541
Q#13 - >gi:1004699693:gb:AMP48941.1:|FEATURES|tetA|tetracycline|tetA	specific	340946	7	389	0	536.449	cd17388	MFS_TetA	 - 	cl28910
Q#14 - >EU547447.1.gene1.p1|FEATURES|OXA-132|beta-lactam|OXA	specific	442014	4	274	1.17758e-110	320.291	COG2602	YbxI	 - 	cl43695
Q#15 - >gi:754842619:ref:WP_042204136.1:|FEATURES|arnA|polymyxin|arnA	specific	236156	1	660	0	1487.55	PRK08125	PRK08125	 - 	cl35644
Q#16 - >gi:746822759:ref:WP_039702397.1:|FEATURES|fosB|fosfomycin|fosB	specific	179740	1	139	9.58718e-84	241.389	PRK04101	PRK04101	 - 	cl14632
