Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >AJ295238.gene.p01|FEATURES|tet32|tetracycline|tet32	specific	206731	5	241	4.91712e-145	420.104	cd04168	TetM_like	 - 	cl38936
Q#1 - >AJ295238.gene.p01|FEATURES|tet32|tetracycline|tet32	superfamily	481252	1	618	1.84566e-125	386.229	cl46912	PRK13351 superfamily	 - 	 - 
Q#2 - >L06940.gene.p01|FEATURES|tetE|tetracycline|tetE	specific	340946	5	388	0	515.648	cd17388	MFS_TetA	 - 	cl28910
Q#3 - >AM850917.2.gene1.p01|FEATURES|OKP-B|beta-lactam|OKP-B	specific	185339	1	284	0	551.381	PRK15442	PRK15442	 - 	cl21491
Q#4 - >ZP_03984253|FEATURES|lsa|MLS|lsa	superfamily	440254	6	497	2.73276e-76	248.441	cl33905	Uup superfamily	 - 	 - 
Q#5 - >JX192924.1.gene1.p01|FEATURES|SHV-28|beta-lactam|SHV	specific	185339	1	284	0	562.552	PRK15442	PRK15442	 - 	cl21491
Q#6 - >P23835|FEATURES|tetO|tetracycline|tetO	specific	206731	5	241	1.50576e-143	416.637	cd04168	TetM_like	 - 	cl38936
Q#6 - >P23835|FEATURES|tetO|tetracycline|tetO	superfamily	481252	1	618	1.32948e-117	365.814	cl46912	PRK13351 superfamily	 - 	 - 
Q#7 - >AB715422.1.gene4.p01|FEATURES|IMP|beta-lactam|IMP	specific	293859	23	234	2.20606e-128	361.984	cd16301	IMP_DIM-like_MBL-B1	 - 	cl23716
Q#8 - >YP_002152117|FEATURES|tetJ|tetracycline|tetJ	specific	340946	5	388	7.24591e-167	472.506	cd17388	MFS_TetA	 - 	cl28910
Q#9 - >CAE46077|FEATURES|tetM|tetracycline|tetM	specific	206731	5	241	8.37246e-142	412.015	cd04168	TetM_like	 - 	cl38936
Q#9 - >CAE46077|FEATURES|tetM|tetracycline|tetM	superfamily	481252	1	610	1.94971e-118	368.125	cl46912	PRK13351 superfamily	 - 	 - 
Q#10 - >ZP_03841721|FEATURES|tetJ|tetracycline|tetJ	specific	340946	5	388	6.83747e-168	474.817	cd17388	MFS_TetA	 - 	cl28910
Q#11 - >CAO78565|FEATURES|tetW|tetracycline|tetW	specific	206731	5	241	3.35922e-146	423.186	cd04168	TetM_like	 - 	cl38936
Q#11 - >CAO78565|FEATURES|tetW|tetracycline|tetW	superfamily	481252	1	616	7.83901e-123	379.296	cl46912	PRK13351 superfamily	 - 	 - 
Q#12 - >P51563|FEATURES|tetG|tetracycline|tetG	specific	340946	6	387	3.58315e-180	506.018	cd17388	MFS_TetA	 - 	cl28910
Q#13 - >ACI02010|FEATURES|tet40|tetracycline|tet40	specific	349949	12	378	4.84014e-17	82.0893	cd06174	MFS	 - 	cl28910
Q#14 - >AB587082.1.gene1.p01|FEATURES|CMY-2|beta-lactam|CMX	specific	236894	14	395	0	631.927	PRK11289	ampC	 - 	cl21491
Q#15 - >HE819404.1.gene1.p01|FEATURES|CMY-78|beta-lactam|CMX	specific	236894	1	381	0	634.623	PRK11289	ampC	 - 	cl21491
Q#16 - >AF219127.1.gene1.p1|FEATURES|IND-12|beta-lactam|IND	specific	293875	24	238	3.88641e-169	464.876	cd16317	IND_MBL-B1	 - 	cl23716
Q#17 - >ABB18304|FEATURES|tetM|tetracycline|tetM	specific	206731	5	241	3.46432e-139	405.467	cd04168	TetM_like	 - 	cl38936
Q#17 - >ABB18304|FEATURES|tetM|tetracycline|tetM	superfamily	481252	1	610	3.82025e-117	364.658	cl46912	PRK13351 superfamily	 - 	 - 
Q#18 - >ZP_03079543|FEATURES|tetM|tetracycline|tetM	specific	206731	5	241	6.5176e-141	409.704	cd04168	TetM_like	 - 	cl38936
Q#18 - >ZP_03079543|FEATURES|tetM|tetracycline|tetM	superfamily	481252	1	610	9.85069e-119	368.895	cl46912	PRK13351 superfamily	 - 	 - 
Q#19 - >CAL69903|FEATURES|tetM|tetracycline|tetM	specific	206731	5	241	1.65914e-145	421.26	cd04168	TetM_like	 - 	cl38936
Q#19 - >CAL69903|FEATURES|tetM|tetracycline|tetM	superfamily	481252	1	610	6.35924e-124	382.377	cl46912	PRK13351 superfamily	 - 	 - 
Q#20 - >AJ704396.1.gene1.p01|FEATURES|CTX-M-12|beta-lactam|CTX-M	specific	441934	16	291	3.51273e-91	271.772	COG2367	PenP	 - 	cl28588
Q#21 - >ACC95408|FEATURES|cmlA|phenicol|cmlA	specific	273229	10	392	3.17917e-144	415.629	TIGR00710	efflux_Bcr_CflA	 - 	cl28910
Q#22 - >ABG81258|FEATURES|tetW|tetracycline|tetW	specific	206731	5	241	2.94106e-148	428.579	cd04168	TetM_like	 - 	cl38936
Q#22 - >ABG81258|FEATURES|tetW|tetracycline|tetW	superfamily	481252	1	618	3.7551e-127	390.852	cl46912	PRK13351 superfamily	 - 	 - 
Q#23 - >CAC44638|FEATURES|tetB|tetracycline|tetB	specific	340946	5	387	5.93512e-177	497.929	cd17388	MFS_TetA	 - 	cl28910
Q#24 - >CAB50867|FEATURES|CMY-2|beta-lactam|CMX	specific	236894	1	381	0	634.238	PRK11289	ampC	 - 	cl21491
Q#25 - >AB699171.1.gene1.p01|FEATURES|CMY-87|beta-lactam|CMX	specific	236894	1	381	0	636.549	PRK11289	ampC	 - 	cl21491
Q#26 - >CAX85496|FEATURES|tetW|tetracycline|tetW	specific	206731	5	241	6.94969e-147	425.112	cd04168	TetM_like	 - 	cl38936
Q#26 - >CAX85496|FEATURES|tetW|tetracycline|tetW	superfamily	237186	9	550	1.37051e-119	370.61	cl36173	PRK12740 superfamily	 - 	 - 
Q#26 - >CAX85496|FEATURES|tetW|tetracycline|tetW	specific	239682	537	611	6.68633e-26	101.16	cd03711	Tet_C	 - 	cl02785
Q#27 - >CAE46078|FEATURES|tetM|tetracycline|tetM	specific	206731	5	241	1.0172e-140	409.319	cd04168	TetM_like	 - 	cl38936
Q#27 - >CAE46078|FEATURES|tetM|tetracycline|tetM	superfamily	481252	1	610	6.04186e-117	364.273	cl46912	PRK13351 superfamily	 - 	 - 
Q#28 - >AAB51122|FEATURES|tetQ|tetracycline|tetQ	specific	206731	21	259	8.02715e-133	390.059	cd04168	TetM_like	 - 	cl38936
Q#28 - >AAB51122|FEATURES|tetQ|tetracycline|tetQ	superfamily	481252	16	628	2.7739e-120	373.903	cl46912	PRK13351 superfamily	 - 	 - 
Q#29 - >AF491278.1.gene1.p01|FEATURES|OXY-3|beta-lactam|OXY	specific	441934	26	288	6.93716e-89	265.608	COG2367	PenP	 - 	cl28588
Q#30 - >ABF69686|FEATURES|tetW|tetracycline|tetW	specific	206731	5	241	2.29054e-148	428.579	cd04168	TetM_like	 - 	cl38936
Q#30 - >ABF69686|FEATURES|tetW|tetracycline|tetW	superfamily	481252	1	618	1.7762e-128	393.933	cl46912	PRK13351 superfamily	 - 	 - 
Q#31 - >CAE46076|FEATURES|tetM|tetracycline|tetM	specific	206731	5	241	1.93181e-141	411.245	cd04168	TetM_like	 - 	cl38936
Q#31 - >CAE46076|FEATURES|tetM|tetracycline|tetM	superfamily	481252	1	610	2.80202e-118	367.74	cl46912	PRK13351 superfamily	 - 	 - 
