Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >gi:928824331:ref:WP_053884505.1:|FEATURES|sdiA|unclassified|sdiA	specific	182292	1	240	1.79689e-176	484.289	PRK10188	PRK10188	 - 	cl32472
Q#2 - >gi:729045736:ref:WP_033929873.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	436	0	687.059	PRK09465	tolC	 - 	cl30340
Q#3 - >gi:1033062272:ref:WP_064373401.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	445	0	784.9	PRK09465	tolC	 - 	cl30340
Q#4 - >L07778.gene.p01|FEATURES|vatA|MLS|vatA	specific	100040	34	190	1.134e-72	217.027	cd03349	LbH_XAT	 - 	cl00160
Q#5 - >gi:766971460:ref:WP_044864438.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	451	0	779.122	PRK09465	tolC	 - 	cl30340
Q#6 - >gi:649725609:gb:AIC64327.1:|FEATURES|CTX-M|beta-lactam|CTX-M	specific	441934	16	291	4.66325e-91	271.386	COG2367	PenP	 - 	cl28588
Q#7 - >gi:1000358689:ref:WP_061106234.1:|FEATURES|fosX|fosfomycin|fosX	specific	319952	2	131	6.16078e-86	246.417	cd08364	FosX	 - 	cl14632
Q#8 - >gi:585348435:ref:WP_024230052.1:|FEATURES|macB|MLS|macB	specific	182528	1	648	0	1349	PRK10535	PRK10535	 - 	cl32530
Q#9 - >gi:930175476:ref:WP_054176278.1:|FEATURES|class_A|beta-lactam|class_A	specific	441934	25	296	1.05176e-88	265.608	COG2367	PenP	 - 	cl28588
Q#10 - >AB372224.1.gene1.p01|FEATURES|CMY-39|beta-lactam|CMX	specific	236894	1	381	0	632.312	PRK11289	ampC	 - 	cl21491
Q#11 - >YP_001572785|FEATURES|emrD|multidrug|emrD	specific	183259	1	394	0	610.371	PRK11652	emrD	 - 	cl28910
Q#12 - >gi:1027678792:ref:WP_063617836.1:|FEATURES|macA|MLS|macA	specific	183211	1	370	0	647.988	PRK11578	PRK11578	 - 	cl32708
Q#13 - >gi:730673470:ref:WP_034068088.1:|FEATURES|mexF|multidrug|mexF	specific	395701	3	1040	0	1255.28	pfam00873	ACR_tran	 - 	cl47191
Q#14 - >AF219131.2.gene1.p2|FEATURES|IND-3|beta-lactam|IND	superfamily	451500	24	238	1.54517e-164	452.934	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#15 - >gi:727405086:ref:WP_033813722.1:|FEATURES|class_C|beta-lactam|class_C	specific	236894	1	377	0	627.69	PRK11289	ampC	 - 	cl21491
Q#16 - >gi:583488670:gb:EWD52509.1:|FEATURES|SHV-1|beta-lactam|SHV	specific	185339	37	320	0	566.789	PRK15442	PRK15442	 - 	cl21491
Q#17 - >gi:506326044:ref:WP_015845803.1:|FEATURES|lsa|MLS|lsa	superfamily	440254	6	492	3.95052e-89	281.954	cl33905	Uup superfamily	 - 	 - 
Q#18 - >ZP_03552050|FEATURES|bacA|bacitracin|bacA	specific	234712	2	267	1.20007e-120	345.557	PRK00281	PRK00281	 - 	cl00858
Q#19 - >AAA92254|FEATURES|aadD|aminoglycoside|aadD	superfamily	285116	114	243	6.64787e-37	126.766	cl06731	KNTase_C superfamily	 - 	 - 
Q#19 - >AAA92254|FEATURES|aadD|aminoglycoside|aadD	specific	143387	13	56	8.09659e-09	50.3989	cd05397	NT_Pol-beta-like	 - 	cl11966
Q#20 - >U95363.2.gene1.p01|FEATURES|TEM-43|beta-lactam|TEM	specific	185339	3	286	0	605.695	PRK15442	PRK15442	 - 	cl21491
Q#21 - >ZP_04623431|FEATURES|bacA|bacitracin|bacA	specific	234712	3	272	4.86694e-111	320.904	PRK00281	PRK00281	 - 	cl00858
Q#22 - >gi:498397181:ref:WP_010710665.1:|FEATURES|lsa|MLS|lsa	superfamily	440254	6	497	1.47385e-78	254.604	cl33905	Uup superfamily	 - 	 - 
Q#23 - >gi:446533207:ref:WP_000610553.1:|FEATURES|mdtP|multidrug|mdtP	specific	182142	1	488	0	905.409	PRK09915	PRK09915	 - 	cl42914
Q#24 - >gi:730324621:ref:WP_033985393.1:|FEATURES|class_C|beta-lactam|class_C	specific	236894	4	388	0	639.246	PRK11289	ampC	 - 	cl21491
Q#25 - >GQ202694.1.gene1.p01|FEATURES|BEL-3|beta-lactam|BEL	specific	441934	15	281	2.05009e-75	231.326	COG2367	PenP	 - 	cl28588
Q#26 - >YP_001460870|FEATURES|mdtN|multidrug|mdtN	specific	182488	1	343	0	530.369	PRK10476	PRK10476	 - 	cl46872
Q#27 - >CP000034.1.gene4157.p01|FEATURES|emrD|multidrug|emrD	specific	183259	3	396	0	608.06	PRK11652	emrD	 - 	cl28910
Q#28 - >gi:488043750:ref:WP_002115147.1:|FEATURES|macA|MLS|macA	superfamily	183211	8	425	5.83484e-87	270.107	cl32708	PRK11578 superfamily	 - 	 - 
Q#29 - >gi:929865345:ref:WP_054097640.1:|FEATURES|mexF|multidrug|mexF	specific	395701	3	1038	0	1192.1	pfam00873	ACR_tran	 - 	cl47191
Q#30 - >ZP_02913367|FEATURES|bacA|bacitracin|bacA	specific	234712	2	273	6.44788e-107	310.504	PRK00281	PRK00281	 - 	cl00858
Q#31 - >gi:446519891:ref:WP_000597237.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	specific	440747	1	576	0	693.061	COG1132	MdlB	 - 	cl34129
Q#32 - >M22614.1.gene1.p1|FEATURES|chloramphenicol_exporter|phenicol|chloramphenicol_exporter	superfamily	475125	51	192	6.03397e-33	124.804	cl28910	MFS superfamily	N	 - 
Q#33 - >gi:446964073:ref:WP_001041329.1:|FEATURES|norA|multidrug|norA	specific	340883	8	375	2.12934e-71	227.844	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#34 - >gi:315927342:gb:EFV06686.1:|FEATURES|macA|MLS|macA	specific	440606	2	330	1.87874e-72	227.134	COG0845	AcrA	 - 	cl34052
Q#35 - >AY589493.1.gene1.p01|FEATURES|TEM-112|beta-lactam|TEM	specific	185339	3	286	0	605.309	PRK15442	PRK15442	 - 	cl21491
Q#36 - >AY605049.2.gene1.p01|FEATURES|VIM-2|beta-lactam|VIM	specific	293861	42	259	4.6872e-149	415.029	cd16303	VIM_type_MBL-B1	 - 	cl23716
Q#37 - >gi:749574464:ref:WP_040203371.1:|FEATURES|vanA|glycopeptide|vanA	specific	234993	1	342	1.87933e-131	378.309	PRK01966	ddl	 - 	cl35171
Q#38 - >gi:504644327:ref:WP_014831429.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	731.861	PRK11646	PRK11646	 - 	cl27936
Q#39 - >gi:752856535:ref:WP_041482148.1:|FEATURES|fosB|fosfomycin|fosB	specific	179740	2	140	1.41698e-96	273.746	PRK04101	PRK04101	 - 	cl14632
Q#40 - >gi:446414948:ref:WP_000492803.1:|FEATURES|acrB|multidrug|acrB	superfamily	481531	2	1035	0	1459.17	cl47191	ACR_tran superfamily	 - 	 - 
Q#41 - >X97254.1.gene1.p01|FEATURES|TEM-178|beta-lactam|TEM	specific	185339	3	285	0	582.583	PRK15442	PRK15442	 - 	cl21491
Q#42 - >JX121121.1.gene1.p01|FEATURES|SHV-154|beta-lactam|SHV	specific	185339	1	284	0	557.93	PRK15442	PRK15442	 - 	cl21491
Q#43 - >gi:909706753:ref:WP_049949954.1:|FEATURES|aadD|aminoglycoside|aadD	superfamily	285116	93	222	2.09595e-37	127.536	cl06731	KNTase_C superfamily	 - 	 - 
Q#43 - >gi:909706753:ref:WP_049949954.1:|FEATURES|aadD|aminoglycoside|aadD	specific	143387	15	35	0.000471711	36.9169	cd05397	NT_Pol-beta-like	N	cl11966
Q#44 - >HQ451074.1.gene4.p01|FEATURES|TEM-1|beta-lactam|TEM	specific	185339	3	286	0	608.391	PRK15442	PRK15442	 - 	cl21491
Q#45 - >gi:971830223:ref:WP_058905222.1:|FEATURES|tetA|tetracycline|tetA	specific	340946	7	389	0	537.99	cd17388	MFS_TetA	 - 	cl28910
Q#46 - >FJ666073.1.gene1.p1|FEATURES|PDC-10|beta-lactam|PDC	specific	236894	4	388	0	646.179	PRK11289	ampC	 - 	cl21491
Q#47 - >gi:445996710:ref:WP_000074565.1:|FEATURES|bcrA|bacitracin|bcrA	specific	213235	8	217	5.15823e-107	309.918	cd03268	ABC_BcrA_bacitracin_resist	 - 	cl38936
Q#48 - >AF525303.2.gene5.p01|FEATURES|OXA-60|beta-lactam|OXA	specific	442014	1	269	2.1368e-123	352.262	COG2602	YbxI	 - 	cl43695
Q#49 - >YP_001374431|FEATURES|bacA|bacitracin|bacA	specific	234712	1	263	4.35155e-111	320.904	PRK00281	PRK00281	 - 	cl00858
Q#50 - >gi:827342711:gb:AKJ75214.1:|FEATURES|vanR|glycopeptide|vanR	specific	440508	4	208	8.13311e-76	227.146	COG0745	OmpR	 - 	cl34028
Q#51 - >gi:554966221:ref:WP_023210235.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	737.639	PRK11646	PRK11646	 - 	cl27936
Q#52 - >gi:553491134:gb:ESC15052.1:|FEATURES|mdtG|multidrug|mdtG	specific	182127	1	388	0	687.039	PRK09874	PRK09874	 - 	cl27912
Q#53 - >gi:691046362:ref:WP_031995016.1:|FEATURES|mexE|multidrug|mexE	specific	440606	51	375	1.02892e-108	322.663	COG0845	AcrA	 - 	cl34052
Q#54 - >AAP46576|FEATURES|penA|beta-lactam|penA	specific	440531	19	565	0	612.214	COG0768	FtsI	 - 	cl34037
Q#55 - >gi:489863664:ref:WP_003767275.1:|FEATURES|fosX|fosfomycin|fosX	specific	319952	2	131	8.78711e-84	241.024	cd08364	FosX	 - 	cl14632
Q#56 - >gi:985522333:ref:WP_060811962.1:|FEATURES|vanH|glycopeptide|vanH	specific	240661	5	322	2.30792e-180	500.969	cd12185	HGDH_LDH_like	 - 	cl21454
Q#57 - >gi:447046950:ref:WP_001124206.1:|FEATURES|macA|MLS|macA	superfamily	183211	34	429	1.81566e-85	266.255	cl32708	PRK11578 superfamily	 - 	 - 
Q#58 - >ZP_04640456|FEATURES|bacA|bacitracin|bacA	specific	234712	1	269	8.81354e-109	315.126	PRK00281	PRK00281	 - 	cl00858
Q#59 - >gi:488147664:ref:WP_002218872.1:|FEATURES|mtrE|multidrug|mtrE	superfamily	182103	6	458	6.39982e-108	327.6	cl32423	PRK09837 superfamily	 - 	 - 
Q#60 - >gi:585350280:ref:WP_024231894.1:|FEATURES|mdtP|multidrug|mdtP	specific	182142	1	488	0	905.795	PRK09915	PRK09915	 - 	cl42914
Q#61 - >CAD36021|FEATURES|aph(3''')-III|aminoglycoside|aph(3''')-III	specific	442463	4	264	3.13944e-111	320.708	COG3231	Aph	 - 	cl43814
Q#62 - >gi:872543126:emb:CRW86548.1:|FEATURES|oprM|multidrug|oprM	specific	273830	1	401	1.17541e-155	447.629	TIGR01845	outer_NodT	 - 	cl36990
Q#63 - >gi:822029104:ref:WP_046888658.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	448	0	795.686	PRK09465	tolC	 - 	cl30340
Q#64 - >gi:693233527:ref:WP_032345243.1:|FEATURES|arnA|polymyxin|arnA	specific	236156	1	660	0	1489.86	PRK08125	PRK08125	 - 	cl35644
Q#65 - >gi:515967030:ref:WP_017397613.1:|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	specific	398368	10	256	7.88763e-130	368.474	pfam04655	APH_6_hur	 - 	cl21453
Q#66 - >NC_002695.1.915420.p01|FEATURES|emrD|multidrug|emrD	specific	183259	3	396	0	610.756	PRK11652	emrD	 - 	cl28910
Q#67 - >EU515248.1.gene1.p01|FEATURES|MOX-3|beta-lactam|MOX	specific	236894	5	381	0	607.274	PRK11289	ampC	 - 	cl21491
Q#68 - >gi:488022623:ref:WP_002094022.1:|FEATURES|class_A|beta-lactam|class_A	specific	441934	41	308	3.92411e-90	269.846	COG2367	PenP	 - 	cl28588
Q#69 - >gi:516331910:ref:WP_017722569.1:|FEATURES|marR|multidrug|marR	specific	441451	1	140	3.75169e-28	100.815	COG1846	MarR	 - 	cl43541
Q#70 - >gi:559190457:ref:WP_023568416.1:|FEATURES|sdiA|unclassified|sdiA	specific	182292	1	240	1.70349e-175	481.593	PRK10188	PRK10188	 - 	cl32472
Q#71 - >gi:504643387:ref:WP_014830489.1:|FEATURES|fosA|fosfomycin|fosA	specific	319908	5	128	1.01403e-75	220.617	cd07244	FosA	 - 	cl14632
Q#72 - >gi:490836655:ref:WP_004698731.1:|FEATURES|macA|MLS|macA	superfamily	183211	34	429	2.42827e-85	265.87	cl32708	PRK11578 superfamily	 - 	 - 
Q#73 - >EU419745.1.gene1.p01|FEATURES|VIM-15|beta-lactam|VIM	specific	293861	42	259	1.25758e-149	416.569	cd16303	VIM_type_MBL-B1	 - 	cl23716
Q#74 - >CAG74079|FEATURES|acrB|multidrug|acrB	superfamily	185081	1	1018	0	1927.36	cl39118	PRK15127 superfamily	 - 	 - 
Q#75 - >gi:686132960:ref:WP_031774065.1:|FEATURES|mecA|beta-lactam|mecA	specific	440531	138	663	8.87034e-95	303.669	COG0768	FtsI	 - 	cl34037
Q#75 - >gi:686132960:ref:WP_031774065.1:|FEATURES|mecA|beta-lactam|mecA	superfamily	428377	25	140	1.10673e-21	90.576	cl04997	MecA_N superfamily	 - 	 - 
Q#76 - >gi:798862580:ref:WP_045895455.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1322.81	PRK10535	PRK10535	 - 	cl32530
Q#77 - >gi:695269885:ref:WP_032491954.1:|FEATURES|CTX-M|beta-lactam|CTX-M	specific	441934	16	291	1.19032e-90	270.231	COG2367	PenP	 - 	cl28588
Q#78 - >gi:857775939:emb:CRL64640.1:|FEATURES|emrA|multidrug|emrA	specific	185090	1	391	0	701.835	PRK15136	PRK15136	 - 	cl46872
Q#79 - >gi:446993877:ref:WP_001071133.1:|FEATURES|fmtC|beta-lactam|fmtC	specific	468043	11	839	0	821.371	NF033480	bifunc_MprF	 - 	cl41273
Q#80 - >gi:740518232:ref:WP_038346815.1:|FEATURES|arnA|polymyxin|arnA	specific	236156	1	660	0	1486.01	PRK08125	PRK08125	 - 	cl35644
Q#81 - >gi:726976857:ref:WP_033582037.1:|FEATURES|vanA|glycopeptide|vanA	specific	234993	1	339	9.4686e-135	386.398	PRK01966	ddl	 - 	cl35171
Q#82 - >gi:506488663:ref:WP_015965124.1:|FEATURES|macA|MLS|macA	specific	183211	1	370	0	658.003	PRK11578	PRK11578	 - 	cl32708
Q#83 - >gi:487732788:ref:WP_001817020.1:|FEATURES|emrB|multidrug|emrB	specific	411083	4	502	0	966.492	NF000391	EmrB	 - 	cl41258
