Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >gi:686322767:ref:WP_031876626.1:|FEATURES|mecA|beta-lactam|mecA	specific	440531	138	663	2.27366e-94	302.514	COG0768	FtsI	 - 	cl34037
Q#1 - >gi:686322767:ref:WP_031876626.1:|FEATURES|mecA|beta-lactam|mecA	superfamily	428377	25	140	1.10673e-21	90.576	cl04997	MecA_N superfamily	 - 	 - 
Q#2 - >ABG77965|FEATURES|acrA|multidrug|acrA	superfamily	184990	1	397	0	662.18	cl33066	PRK15030 superfamily	 - 	 - 
Q#3 - >ACD88490|FEATURES|mefA|MLS|mefA	specific	162098	11	374	2.3481e-118	348.541	TIGR00900	2A0121	 - 	cl31440
Q#4 - >HM755448.1.gene1.p01|FEATURES|CTX-M|beta-lactam|CTX-M	specific	441934	17	291	4.44224e-93	276.394	COG2367	PenP	 - 	cl28588
Q#5 - >ACC93634|FEATURES|vanX|glycopeptide|vanX	specific	350616	4	201	7.35753e-115	325.216	cd14817	D-Ala-D-Ala_dipeptidase_VanX	 - 	cl38918
Q#6 - >gi:645911445:ref:WP_025465497.1:|FEATURES|tetR|tetracycline|tetR	specific	440920	3	154	5.51125e-24	92.2688	COG1309	AcrR	 - 	cl43380
Q#7 - >gi:686164417:ref:WP_031792635.1:|FEATURES|fosB|fosfomycin|fosB	superfamily	472697	1	132	1.92386e-79	230.218	cl14632	VOC superfamily	 - 	 - 
Q#8 - >AY139598.1.gene3.p01|FEATURES|OXA-119|beta-lactam|OXA	specific	442014	3	264	2.54025e-124	354.574	COG2602	YbxI	 - 	cl43695
Q#9 - >CAC47934|FEATURES|ermF|MLS|ermF	specific	395321	9	255	1.15874e-91	271.546	pfam00398	RrnaAD	 - 	cl17173
Q#10 - >ZP_04278944|FEATURES|class_A|beta-lactam|class_A	specific	441934	57	312	3.2944e-90	270.231	COG2367	PenP	 - 	cl28588
Q#11 - >YP_001345922|FEATURES|oprM|multidrug|oprM	specific	273830	9	466	6.28381e-179	509.646	TIGR01845	outer_NodT	 - 	cl36990
Q#12 - >ABW78937|FEATURES|mefA|MLS|mefA	specific	162098	11	374	1.2442e-116	344.304	TIGR00900	2A0121	 - 	cl31440
Q#13 - >P58777|FEATURES|cat_chloramphenicol_acetyltransferase|phenicol|cat_chloramphenicol_acetyltransferase	specific	172295	1	219	4.72061e-153	423.114	PRK13757	PRK13757	 - 	cl02008
Q#14 - >AAW30456|FEATURES|lsa|MLS|lsa	superfamily	440254	6	497	1.67382e-78	254.604	cl33905	Uup superfamily	 - 	 - 
Q#15 - >gi:531238756:gb:EQF38518.1:|FEATURES|bacA|bacitracin|bacA	specific	234712	4	240	3.09134e-82	246.561	PRK00281	PRK00281	 - 	cl00858
Q#16 - >gi:513039217:ref:WP_016507108.1:|FEATURES|emrA|multidrug|emrA	specific	185090	1	390	0	772.712	PRK15136	PRK15136	 - 	cl46872
Q#17 - >gi:909830386:gb:AKU13184.1:|FEATURES|ompR|multidrug|ompR	superfamily	181883	3	240	1.46197e-89	264.914	cl32374	ompR superfamily	 - 	 - 
Q#18 - >gi:595642373:gb:AHM74628.1:|FEATURES|mdtG|multidrug|mdtG	superfamily	182127	8	399	0	632.34	cl27912	PRK09874 superfamily	 - 	 - 
Q#19 - >gi:556469950:ref:WP_023321698.1:|FEATURES|mexX|multidrug|mexX	superfamily	184990	17	379	0	515.419	cl33066	PRK15030 superfamily	 - 	 - 
Q#20 - >gi:485868015:ref:WP_001465785.1:|FEATURES|mdtP|multidrug|mdtP	specific	182142	1	488	0	904.254	PRK09915	PRK09915	 - 	cl42914
Q#21 - >gi:493734856:ref:WP_006684076.1:|FEATURES|sdiA|unclassified|sdiA	specific	182292	1	240	4.48791e-180	493.149	PRK10188	PRK10188	 - 	cl32472
Q#22 - >gi:556492128:ref:WP_023339842.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1273.5	PRK10535	PRK10535	 - 	cl32530
Q#23 - >gi:938507344:gb:ALJ52278.1:|FEATURES|IMI-3|beta-lactam|IMI	specific	441934	1	280	2.00961e-92	274.468	COG2367	PenP	 - 	cl28588
Q#24 - >BAA07084|FEATURES|class_A|beta-lactam|class_A	specific	441934	18	289	1.20477e-89	268.305	COG2367	PenP	 - 	cl28588
Q#25 - >gi:489430186:ref:WP_003335783.1:|FEATURES|lsa|MLS|lsa	superfamily	440254	6	490	3.26206e-83	266.546	cl33905	Uup superfamily	 - 	 - 
Q#26 - >gi:554685840:ref:WP_023185724.1:|FEATURES|sdiA|unclassified|sdiA	specific	182292	1	240	0	512.024	PRK10188	PRK10188	 - 	cl32472
Q#27 - >gi:486354883:ref:WP_001591389.1:|FEATURES|class_C|beta-lactam|class_C	specific	236894	1	377	0	633.853	PRK11289	ampC	 - 	cl21491
Q#28 - >gi:488866044:ref:WP_002778283.1:|FEATURES|cmeA|multidrug|cmeA	specific	273776	36	364	6.25335e-112	329.275	TIGR01730	RND_mfp	 - 	cl46872
Q#29 - >FJ807656.1.gene1.p01|FEATURES|TEM-154|beta-lactam|TEM	specific	185339	3	286	0	602.998	PRK15442	PRK15442	 - 	cl21491
Q#30 - >CP003583.1.gene2512.p01|FEATURES|adeC|multidrug|adeC	specific	440625	20	576	0	817.801	COG1001	AdeC	 - 	cl43302
Q#31 - >AY077483.1.gene1.p01|FEATURES|OXY-1|beta-lactam|OXY	specific	441934	15	290	1.13963e-88	265.223	COG2367	PenP	 - 	cl28588
Q#32 - >gi:657157112:gb:AID41023.1:|FEATURES|fosB|fosfomycin|fosB	superfamily	472697	3	108	6.14577e-73	212.884	cl14632	VOC superfamily	N	 - 
Q#33 - >gi:1031671820:gb:ANG31757.1:|FEATURES|TEM-1|beta-lactam|TEM	specific	185339	3	286	0	606.08	PRK15442	PRK15442	 - 	cl21491
Q#34 - >gi:544824889:ref:WP_021240890.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1320.11	PRK10535	PRK10535	 - 	cl32530
Q#35 - >gi:758886413:ref:WP_043044256.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	specific	440747	1	576	0	699.61	COG1132	MdlB	 - 	cl34129
Q#36 - >AB777500.1.gene5.p01|FEATURES|OXA-2|beta-lactam|OXA	specific	442014	3	264	3.20683e-128	364.589	COG2602	YbxI	 - 	cl43695
Q#37 - >AM176548.2.gene1.p01|FEATURES|SHV|beta-lactam|SHV	specific	185339	3	283	0	554.078	PRK15442	PRK15442	 - 	cl21491
Q#38 - >gi:644952367:ref:WP_025380606.1:|FEATURES|mexX|multidrug|mexX	superfamily	184990	1	373	0	518.5	cl33066	PRK15030 superfamily	 - 	 - 
Q#39 - >gi:895919844:ref:WP_049017006.1:|FEATURES|emrB|multidrug|emrB	specific	411083	4	504	0	981.515	NF000391	EmrB	 - 	cl41258
Q#40 - >gi:488969523:ref:WP_002880477.1:|FEATURES|cmeA|multidrug|cmeA	specific	273776	36	364	4.87272e-119	347.38	TIGR01730	RND_mfp	 - 	cl46872
Q#41 - >CP001918.1.gene2796.p01|FEATURES|macA|MLS|macA	specific	183211	1	370	0	669.174	PRK11578	PRK11578	 - 	cl32708
Q#42 - >gi:488975360:ref:WP_002886250.1:|FEATURES|cmeA|multidrug|cmeA	specific	273776	36	364	1.30271e-119	348.921	TIGR01730	RND_mfp	 - 	cl46872
Q#43 - >YP_002041176|FEATURES|penA|beta-lactam|penA	superfamily	236761	3	623	0	889.502	cl35950	PRK10795 superfamily	 - 	 - 
Q#44 - >gi:485795786:ref:WP_001417211.1:|FEATURES|class_C|beta-lactam|class_C	specific	236894	1	377	0	636.549	PRK11289	ampC	 - 	cl21491
Q#45 - >JX206446.1.gene1.p01|FEATURES|OXA-243|beta-lactam|OXA	superfamily	442014	30	254	8.83936e-62	195.871	cl43695	YbxI superfamily	 - 	 - 
Q#46 - >gi:487371629:ref:WP_001645359.1:|FEATURES|mdtK|multidrug|mdtK	specific	234981	1	457	0	694.635	PRK01766	PRK01766	 - 	cl09326
Q#47 - >KF944358.1.gene1.p01|FEATURES|TEM-216|beta-lactam|TEM	specific	185339	3	286	0	604.539	PRK15442	PRK15442	 - 	cl21491
Q#48 - >YP_691420|FEATURES|mdtN|multidrug|mdtN	specific	182488	1	323	0	525.747	PRK10476	PRK10476	 - 	cl46872
Q#49 - >gi:495352880:ref:WP_008077604.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	435	0	683.207	PRK09465	tolC	 - 	cl30340
Q#50 - >gi:959842010:ref:WP_058129832.1:|FEATURES|tetR|tetracycline|tetR	specific	440920	9	131	1.5882e-18	78.7868	COG1309	AcrR	C	cl43380
Q#50 - >gi:959842010:ref:WP_058129832.1:|FEATURES|tetR|tetracycline|tetR	superfamily	474063	89	202	9.75234e-14	64.8851	cl23808	TetR_C_11 superfamily	 - 	 - 
Q#51 - >gi:498329235:ref:WP_010643391.1:|FEATURES|class_A|beta-lactam|class_A	specific	441934	48	311	9.06e-85	256.364	COG2367	PenP	 - 	cl28588
Q#52 - >AJ567827.1.gene1.p01|FEATURES|aadA|aminoglycoside|aadA	specific	184296	1	262	0	504.559	PRK13746	PRK13746	 - 	cl32927
Q#53 - >gi:896074949:ref:WP_049117877.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1293.15	PRK10535	PRK10535	 - 	cl32530
Q#54 - >gi:498042117:ref:WP_010356273.1:|FEATURES|emrA|multidrug|emrA	specific	185090	1	390	0	768.86	PRK15136	PRK15136	 - 	cl46872
Q#55 - >gi:686222516:ref:WP_031822618.1:|FEATURES|marR|multidrug|marR	specific	441451	1	140	8.30885e-30	105.052	COG1846	MarR	 - 	cl43541
Q#56 - >gi:545251862:ref:WP_021549257.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	451	0	777.966	PRK09465	tolC	 - 	cl30340
Q#57 - >gi:730515826:ref:WP_034033916.1:|FEATURES|mexA|multidrug|mexA	superfamily	184990	4	378	5.64169e-139	401.4	cl33066	PRK15030 superfamily	 - 	 - 
Q#58 - >gi:919959459:ref:WP_052921619.1:|FEATURES|emrB|multidrug|emrB	specific	411083	4	502	0	998.849	NF000391	EmrB	 - 	cl41258
Q#59 - >NP_709488|FEATURES|mdtL|multidrug|mdtL	specific	182486	1	391	0	629.746	PRK10473	PRK10473	 - 	cl32519
Q#60 - >YP_002333391|FEATURES|vanS|glycopeptide|vanS	specific	444026	95	443	9.78394e-50	173.585	COG5002	WalK	 - 	cl34860
Q#61 - >gi:739101602:ref:WP_036972253.1:|FEATURES|emrB|multidrug|emrB	superfamily	411083	3	503	0	914.49	cl41258	EmrB superfamily	 - 	 - 
Q#62 - >gi:921158116:ref:WP_053104211.1:|FEATURES|fosB|fosfomycin|fosB	specific	179740	9	147	2.88989e-97	276.057	PRK04101	PRK04101	 - 	cl14632
Q#63 - >gi:447201485:ref:WP_001278741.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	specific	235662	7	196	1.86809e-125	351.381	PRK05986	PRK05986	 - 	cl38936
Q#64 - >BAC98411|FEATURES|aadD|aminoglycoside|aadD	superfamily	285116	114	243	4.08096e-41	137.551	cl06731	KNTase_C superfamily	 - 	 - 
Q#64 - >BAC98411|FEATURES|aadD|aminoglycoside|aadD	specific	143387	13	56	8.51441e-09	50.3989	cd05397	NT_Pol-beta-like	 - 	cl11966
Q#65 - >gi:1032819400:ref:WP_064325534.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1303.55	PRK10535	PRK10535	 - 	cl32530
Q#66 - >gi:353127797:gb:AEQ67379.1:|FEATURES|bleO|glycopeptide|bleO	specific	319937	7	130	7.1762e-36	119.253	cd08349	BLMA_like	 - 	cl14632
Q#67 - >gi:760168508:ref:WP_043849334.1:|FEATURES|class_C|beta-lactam|class_C	specific	236894	20	381	0	610.741	PRK11289	ampC	 - 	cl21491
Q#68 - >AF350424.1.gene1.p01|FEATURES|OXA-34|beta-lactam|OXA	specific	442014	3	257	4.62645e-123	350.722	COG2602	YbxI	 - 	cl43695
Q#69 - >NC_011035.1.6448920.p01|FEATURES|mdtK|multidrug|mdtK	specific	234981	7	459	0	537.089	PRK01766	PRK01766	 - 	cl09326
Q#70 - >gi:353568605:gb:EHC33464.1:|FEATURES|emrB|multidrug|emrB	specific	411083	7	507	0	992.686	NF000391	EmrB	 - 	cl41258
Q#71 - >AF301532.1.gene1.p01|FEATURES|SHV-29|beta-lactam|SHV	specific	185339	1	284	0	559.856	PRK15442	PRK15442	 - 	cl21491
Q#72 - >ZP_04646474|FEATURES|lsa|MLS|lsa	superfamily	440254	6	497	2.0974e-76	248.826	cl33905	Uup superfamily	 - 	 - 
Q#73 - >gi:950150325:ref:WP_057202382.1:|FEATURES|sul2|sulfonamide|sul2	specific	238380	7	262	1.05427e-87	261.387	cd00739	DHPS	 - 	cl00219
Q#74 - >gi:911316108:ref:WP_050153302.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	specific	236969	1	210	1.15157e-166	456.751	PRK11753	PRK11753	 - 	cl36052
Q#75 - >YP_001438116|FEATURES|mdtK|multidrug|mdtK	specific	234981	1	457	0	702.339	PRK01766	PRK01766	 - 	cl09326
Q#76 - >AB280919.1.gene1.p01|FEATURES|CMY-37|beta-lactam|CMX	specific	236894	1	381	0	634.623	PRK11289	ampC	 - 	cl21491
Q#77 - >gi:446110329:ref:WP_000188184.1:|FEATURES|macB|MLS|macB	specific	182528	1	648	0	1352.85	PRK10535	PRK10535	 - 	cl32530
Q#78 - >HM367709.1.gene1.p01|FEATURES|IND-14|beta-lactam|IND	specific	293875	24	238	9.21235e-166	456.016	cd16317	IND_MBL-B1	 - 	cl23716
Q#79 - >gi:488439534:ref:WP_002508919.1:|FEATURES|norA|multidrug|norA	specific	340883	8	366	1.32254e-69	223.222	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#80 - >gi:814567055:ref:WP_046378300.1:|FEATURES|rifampin_monooxygenase|rifamycin|rifampin_monooxygenase	superfamily	235870	3	475	2.97202e-153	444.847	cl35513	PRK06834 superfamily	 - 	 - 
Q#81 - >gi:740502789:ref:WP_038333643.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	specific	293857	22	233	1.88619e-133	374.089	cd16299	IND_BlaB-like_MBL-B1	 - 	cl23716
Q#82 - >gi:585349942:ref:WP_024231556.1:|FEATURES|arnA|polymyxin|arnA	specific	236156	1	660	0	1488.32	PRK08125	PRK08125	 - 	cl35644
Q#83 - >gi:446533209:ref:WP_000610555.1:|FEATURES|mdtP|multidrug|mdtP	specific	182142	1	488	0	907.721	PRK09915	PRK09915	 - 	cl42914
Q#84 - >YP_002196817|FEATURES|tcmA|tetracenomycin_C|tcmA	specific	340879	36	458	6.15803e-74	238.997	cd17321	MFS_MMR_MDR_like	 - 	cl28910
Q#85 - >gi:835754341:ref:WP_047650852.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	724.927	PRK11646	PRK11646	 - 	cl27936
Q#86 - >YP_002400178|FEATURES|emrD|multidrug|emrD	specific	183259	1	394	0	604.208	PRK11652	emrD	 - 	cl28910
Q#87 - >YP_001882199|FEATURES|mdtE|multidrug|mdtE	specific	137559	1	385	0	737.295	PRK09859	PRK09859	 - 	cl31380
Q#88 - >gi:1002397390:ref:WP_061380650.1:|FEATURES|arnA|polymyxin|arnA	specific	236156	1	660	0	1451.34	PRK08125	PRK08125	 - 	cl35644
Q#89 - >NC_002695.1.916585.p01|FEATURES|mdtB|multidrug|mdtB	specific	182501	1	1040	0	2068.94	PRK10503	PRK10503	 - 	cl39112
Q#90 - >gi:538464605:ref:WP_021000543.1:|FEATURES|arnA|polymyxin|arnA	specific	236156	1	660	0	1459.43	PRK08125	PRK08125	 - 	cl35644
Q#91 - >gi:1046630904:ref:WP_065696916.1:|FEATURES|sdiA|unclassified|sdiA	specific	182292	1	240	3.11517e-166	458.481	PRK10188	PRK10188	 - 	cl32472
Q#92 - >gi:922063503:gb:ALA52628.1:|FEATURES|blaR1|beta-lactam|blaR1	specific	442014	315	588	2.49476e-91	282.156	COG2602	YbxI	 - 	cl43695
Q#92 - >gi:922063503:gb:ALA52628.1:|FEATURES|blaR1|beta-lactam|blaR1	specific	443363	115	451	3.21236e-69	227.241	COG4219	MecR1	 - 	cl29775
Q#93 - >JF273470.1.gene1.p01|FEATURES|OXA-192|beta-lactam|OXA	specific	442014	31	269	3.14757e-112	323.758	COG2602	YbxI	 - 	cl43695
Q#94 - >gi:766974849:ref:WP_044866795.1:|FEATURES|mdtN|multidrug|mdtN	specific	182488	1	343	0	528.828	PRK10476	PRK10476	 - 	cl46872
Q#95 - >gi:486199286:ref:WP_001548352.1:|FEATURES|macB|MLS|macB	specific	182528	1	648	0	1350.93	PRK10535	PRK10535	 - 	cl32530
Q#96 - >CAJ00297|FEATURES|tetM|tetracycline|tetM	specific	206731	5	241	5.1276e-140	407.393	cd04168	TetM_like	 - 	cl38936
Q#96 - >CAJ00297|FEATURES|tetM|tetracycline|tetM	superfamily	481252	1	610	1.94021e-120	373.132	cl46912	PRK13351 superfamily	 - 	 - 
Q#97 - >gi:754493637:ref:WP_041910532.1:|FEATURES|mdtG|multidrug|mdtG	superfamily	182127	1	402	0	672.016	cl27912	PRK09874 superfamily	 - 	 - 
Q#98 - >HE819402.1.gene1.p01|FEATURES|ACT-13|beta-lactam|ACT	superfamily	480360	2	381	0	676.877	cl46020	ampC_Kaer superfamily	 - 	 - 
Q#99 - >gi:1011174069:ref:WP_062095207.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	superfamily	451500	28	280	2.66827e-158	440.734	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#100 - >gi:692190500:ref:WP_032104356.1:|FEATURES|fosA|fosfomycin|fosA	specific	319908	5	128	1.52169e-75	220.232	cd07244	FosA	 - 	cl14632
Q#101 - >gi:486254676:ref:WP_001565069.1:|FEATURES|mdtM|multidrug|mdtM	specific	237958	1	410	0	737.791	PRK15403	PRK15403	 - 	cl30558
Q#102 - >gi:694087562:ref:WP_032432306.1:|FEATURES|mexX|multidrug|mexX	superfamily	184990	1	370	0	516.189	cl33066	PRK15030 superfamily	 - 	 - 
Q#103 - >gi:1008207798:ref:WP_061862621.1:|FEATURES|fosB|fosfomycin|fosB	specific	179740	2	140	1.38622e-96	273.746	PRK04101	PRK04101	 - 	cl14632
Q#104 - >gi:1031643806:gb:ANG18854.1:|FEATURES|TEM-1|beta-lactam|TEM	specific	185339	3	286	0	605.695	PRK15442	PRK15442	 - 	cl21491
Q#105 - >gi:759865905:ref:WP_043556312.1:|FEATURES|class_C|beta-lactam|class_C	specific	236894	26	381	0	611.126	PRK11289	ampC	 - 	cl21491
Q#106 - >gi:749650644:ref:WP_040251204.1:|FEATURES|macA|MLS|macA	specific	183211	1	370	0	637.972	PRK11578	PRK11578	 - 	cl32708
Q#107 - >gi:522064112:ref:WP_020575321.1:|FEATURES|vanX|glycopeptide|vanX	specific	350616	3	200	5.88895e-106	302.875	cd14817	D-Ala-D-Ala_dipeptidase_VanX	 - 	cl38918
Q#108 - >YP_001486998|FEATURES|major_facilitator_superfamily_transporter|multidrug|major_facilitator_superfamily_transporter	specific	341045	42	436	1.02834e-95	294.086	cd17502	MFS_Azr1_MDR_like	 - 	cl28910
Q#108 - >YP_001486998|FEATURES|major_facilitator_superfamily_transporter|multidrug|major_facilitator_superfamily_transporter	superfamily	475125	220	517	1.2992e-09	60.4001	cl28910	MFS superfamily	N	 - 
Q#109 - >gi:771651285:ref:WP_045232968.1:|FEATURES|dfrA12|diaminopyrimidine|dfrA12	specific	238127	8	160	1.46798e-68	204.679	cd00209	DHFR	 - 	cl17279
Q#110 - >gi:1004697845:gb:AMP48040.1:|FEATURES|tetA|tetracycline|tetA	specific	340946	7	389	0	532.597	cd17388	MFS_TetA	 - 	cl28910
Q#111 - >gi:516438819:ref:WP_017827731.1:|FEATURES|macA|MLS|macA	superfamily	183211	3	369	0	559.007	cl32708	PRK11578 superfamily	 - 	 - 
Q#112 - >gi:827013130:ref:WP_047175495.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	specific	440747	24	593	0	611.399	COG1132	MdlB	 - 	cl34129
Q#113 - >gi:490988145:ref:WP_004849878.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	712.601	PRK11646	PRK11646	 - 	cl27936
Q#114 - >gi:772582671:ref:WP_045261652.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	732.631	PRK11646	PRK11646	 - 	cl27936
Q#115 - >CP000675.2.gene499.p01|FEATURES|pmrA|multidrug|pmrA	specific	441174	18	344	4.76411e-61	198.348	COG1566	EmrA	 - 	cl34307
Q#116 - >gi:1028083720:ref:WP_063842688.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	specific	293847	38	276	7.0084e-159	441.948	cd16289	L1_POM-1-like_MBL-B3	 - 	cl23716
Q#117 - >gi:694067583:ref:WP_032414014.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1291.22	PRK10535	PRK10535	 - 	cl32530
Q#118 - >gi:896195525:ref:WP_049203604.1:|FEATURES|emrA|multidrug|emrA	specific	185090	1	391	0	707.228	PRK15136	PRK15136	 - 	cl46872
Q#119 - >GQ152601.1.gene1.p01|FEATURES|MOX-6|beta-lactam|MOX	specific	236894	5	382	0	574.147	PRK11289	ampC	 - 	cl21491
Q#120 - >CP001918.1.gene1258.p01|FEATURES|mexE|multidrug|mexE	specific	184990	1	397	0	681.825	PRK15030	PRK15030	 - 	cl33066
Q#121 - >gi:912559156:ref:WP_050188258.1:|FEATURES|emrA|multidrug|emrA	specific	185090	1	390	0	773.483	PRK15136	PRK15136	 - 	cl46872
Q#122 - >gi:757718710:ref:WP_042946955.1:|FEATURES|macA|MLS|macA	specific	183211	1	370	0	641.824	PRK11578	PRK11578	 - 	cl32708
Q#123 - >ZP_03593907|FEATURES|tetL|tetracycline|tetL	specific	340879	19	448	8.53073e-55	186.61	cd17321	MFS_MMR_MDR_like	 - 	cl28910
Q#124 - >gi:514882014:ref:WP_016613945.1:|FEATURES|lsa|MLS|lsa	superfamily	440254	6	492	3.03785e-76	248.441	cl33905	Uup superfamily	 - 	 - 
Q#125 - >gi:730474171:ref:WP_034023520.1:|FEATURES|tetR|tetracycline|tetR	superfamily	182177	2	204	1.14471e-36	127.547	cl32444	PRK09975 superfamily	 - 	 - 
Q#126 - >HQ398214.1.gene1.p01|FEATURES|CTX-M-101|beta-lactam|CTX-M	specific	441934	16	291	8.51889e-92	273.312	COG2367	PenP	 - 	cl28588
Q#127 - >gi:490367208:ref:WP_004246872.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	specific	236969	1	210	2.95282e-167	458.291	PRK11753	PRK11753	 - 	cl36052
Q#128 - >gi:1016932842:ref:WP_063135292.1:|FEATURES|macA|MLS|macA	specific	183211	1	370	0	652.995	PRK11578	PRK11578	 - 	cl32708
Q#129 - >gi:694085087:ref:WP_032429904.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1291.99	PRK10535	PRK10535	 - 	cl32530
Q#130 - >gi:970315539:ref:WP_058684013.1:|FEATURES|macA|MLS|macA	specific	183211	1	370	0	663.396	PRK11578	PRK11578	 - 	cl32708
Q#131 - >gi:739062736:ref:WP_036934147.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	449	0	733.283	PRK09465	tolC	 - 	cl30340
Q#132 - >gi:728806562:ref:WP_033917658.1:|FEATURES|sul2|sulfonamide|sul2	specific	238380	7	262	8.40548e-96	281.803	cd00739	DHPS	 - 	cl00219
Q#133 - >gi:754634482:ref:WP_042021032.1:|FEATURES|emrA|multidrug|emrA	specific	185090	1	390	0	768.86	PRK15136	PRK15136	 - 	cl46872
Q#134 - >JF274243.1.gene1.p01|FEATURES|CTX-M-111|beta-lactam|CTX-M	specific	441934	17	291	3.65082e-93	276.779	COG2367	PenP	 - 	cl28588
Q#135 - >gi:554681167:ref:WP_023181157.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	737.254	PRK11646	PRK11646	 - 	cl27936
Q#136 - >gi:691114891:ref:WP_032035334.1:|FEATURES|macA|MLS|macA	superfamily	183211	34	425	2.02088e-83	260.862	cl32708	PRK11578 superfamily	 - 	 - 
Q#137 - >gi:979840654:ref:WP_059350317.1:|FEATURES|fosB|fosfomycin|fosB	specific	179740	1	139	1.59678e-82	238.307	PRK04101	PRK04101	 - 	cl14632
Q#138 - >gi:486129995:ref:WP_001513696.1:|FEATURES|macB|MLS|macB	specific	182528	1	648	0	1351.31	PRK10535	PRK10535	 - 	cl32530
Q#139 - >gi:959863859:ref:WP_058143230.1:|FEATURES|tetR|tetracycline|tetR	specific	440920	9	167	6.83281e-20	82.2536	COG1309	AcrR	 - 	cl43380
Q#140 - >gi:928798706:ref:WP_053871425.1:|FEATURES|norA|multidrug|norA	specific	340883	8	375	7.84907e-72	229	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#141 - >gi:1000870986:ref:WP_061130923.1:|FEATURES|fosB|fosfomycin|fosB	superfamily	469426	1	138	1.91126e-103	291.342	cl49508	fosBx1_fam superfamily	 - 	 - 
Q#142 - >gi:488380192:ref:WP_002449577.1:|FEATURES|marR|multidrug|marR	specific	441451	1	140	9.73168e-31	107.363	COG1846	MarR	 - 	cl43541
Q#143 - >X90856.1.gene1.p01|FEATURES|aph(3')-IIb|aminoglycoside|aph(3')-IIb	specific	442463	9	268	1.35443e-122	349.984	COG3231	Aph	 - 	cl43814
Q#144 - >gi:447132838:ref:WP_001210094.1:|FEATURES|mdtC|multidrug|mdtC	specific	182589	1	1025	0	2022.72	PRK10614	PRK10614	 - 	cl47191
Q#145 - >gi:746205229:ref:WP_039261540.1:|FEATURES|macA|MLS|macA	specific	183211	1	370	0	623.72	PRK11578	PRK11578	 - 	cl32708
Q#146 - >gi:692990329:ref:WP_032178723.1:|FEATURES|mdtF|multidrug|mdtF	superfamily	185081	1	1018	0	1668.51	cl39118	PRK15127 superfamily	 - 	 - 
Q#147 - >gi:686250226:ref:WP_031836580.1:|FEATURES|norA|multidrug|norA	specific	340883	8	375	1.63748e-72	230.926	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#148 - >gi:1020141879:ref:WP_063264839.1:|FEATURES|macB|MLS|macB	specific	182528	1	647	0	1280.43	PRK10535	PRK10535	 - 	cl32530
Q#149 - >NC_002516.2.880183.p01|FEATURES|tetR|tetracycline|tetR	superfamily	182177	2	204	7.34843e-38	130.629	cl32444	PRK09975 superfamily	 - 	 - 
Q#150 - >gi:494752321:ref:WP_007487729.1:|FEATURES|ermB|MLS|ermB	specific	395321	2	242	1.3318e-87	260.375	pfam00398	RrnaAD	 - 	cl17173
