Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >gi:929918689:ref:WP_054103864.1:|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	specific	398368	10	256	2.43602e-129	366.933	pfam04655	APH_6_hur	 - 	cl21453
Q#2 - >HQ317449.1.gene1.p1|FEATURES|TEM-182|beta-lactam|TEM	specific	185339	3	286	0	598.376	PRK15442	PRK15442	 - 	cl21491
Q#3 - >gi:493171912:ref:WP_006174388.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1313.56	PRK10535	PRK10535	 - 	cl32530
Q#4 - >gi:818397829:ref:WP_046694984.1:|FEATURES|class_A|beta-lactam|class_A	specific	441934	22	290	2.5656e-89	267.149	COG2367	PenP	 - 	cl28588
Q#5 - >gi:983376794:ref:WP_060554862.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	451	0	740.602	PRK09465	tolC	 - 	cl30340
Q#6 - >ZP_04064024|FEATURES|fosB|fosfomycin|fosB	specific	179740	1	138	6.08073e-95	269.509	PRK04101	PRK04101	 - 	cl14632
Q#7 - >gi:1044231927:emb:SBX14918.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1291.22	PRK10535	PRK10535	 - 	cl32530
Q#8 - >U41471.1.gene1.p01|FEATURES|aac(2')-I|aminoglycoside|aac(2')-I	specific	395465	43	141	4.74754e-09	52.1348	pfam00583	Acetyltransf_1	 - 	cl17182
Q#9 - >gi:499772320:ref:WP_011453054.1:|FEATURES|floR|phenicol|floR	superfamily	475125	10	381	2.642e-77	244.215	cl28910	MFS superfamily	 - 	 - 
Q#10 - >ZP_04606269|FEATURES|thiostrepton_resistance_methylase_tsnR|unclassified|thiostrepton_resistance_methylase_tsnR	superfamily	476814	117	260	5.79212e-63	195.389	cl38912	SPOUT_MTase superfamily	 - 	 - 
Q#10 - >ZP_04606269|FEATURES|thiostrepton_resistance_methylase_tsnR|unclassified|thiostrepton_resistance_methylase_tsnR	superfamily	447144	4	113	1.04369e-36	126.847	cl06870	SpoU_sub_bind superfamily	 - 	 - 
Q#11 - >gi:730297229:ref:WP_033975992.1:|FEATURES|mexE|multidrug|mexE	specific	440606	44	377	8.30256e-87	266.809	COG0845	AcrA	 - 	cl34052
Q#12 - >gi:534932882:gb:EQQ82005.1:|FEATURES|tetC|tetracycline|tetC	superfamily	439388	2	153	3.79054e-74	219.934	cl40576	Tn10_TetC superfamily	N	 - 
Q#13 - >gi:742671087:ref:WP_038976864.1:|FEATURES|emrK|multidrug|emrK	specific	273385	14	338	0	506.639	TIGR00998	8a0101	 - 	cl46872
Q#14 - >YP_002929946|FEATURES|bacA|bacitracin|bacA	specific	234712	1	279	2.13935e-83	251.183	PRK00281	PRK00281	 - 	cl00858
Q#15 - >gi:1031673166:gb:ANG32428.1:|FEATURES|TEM-1|beta-lactam|TEM	specific	185339	3	286	0	605.309	PRK15442	PRK15442	 - 	cl21491
Q#16 - >gi:757800441:ref:WP_043017643.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	451	0	793.374	PRK09465	tolC	 - 	cl30340
Q#17 - >YP_001175678|FEATURES|mexE|multidrug|mexE	superfamily	184990	1	397	0	652.55	cl33066	PRK15030 superfamily	 - 	 - 
Q#18 - >YP_002029850|FEATURES|smeD|multidrug|smeD	superfamily	184990	8	372	4.21314e-125	366.732	cl33066	PRK15030 superfamily	 - 	 - 
Q#19 - >gi:723045111:ref:WP_033545426.1:|FEATURES|arnA|polymyxin|arnA	specific	236156	1	660	0	1489.47	PRK08125	PRK08125	 - 	cl35644
Q#20 - >JX089628.1.gene1.p01|FEATURES|OXA-240|beta-lactam|OXA	specific	442014	1	264	1.08054e-115	332.617	COG2602	YbxI	 - 	cl43695
Q#21 - >gi:928802369:ref:WP_053873214.1:|FEATURES|fmtC|beta-lactam|fmtC	specific	468043	11	839	0	816.364	NF033480	bifunc_MprF	 - 	cl41273
Q#22 - >gi:1031671948:gb:ANG31821.1:|FEATURES|TEM-1|beta-lactam|TEM	specific	185339	3	286	0	606.465	PRK15442	PRK15442	 - 	cl21491
Q#23 - >YP_001966228|FEATURES|dfrA14|diaminopyrimidine|dfrA14	specific	238127	6	158	9.8084e-54	166.93	cd00209	DHFR	 - 	cl17279
Q#24 - >gi:431362499:gb:ELG49077.1:|FEATURES|mdtA|multidrug|mdtA	specific	183194	41	455	0	828.277	PRK11556	PRK11556	 - 	cl32702
Q#25 - >gi:749574466:ref:WP_040203373.1:|FEATURES|vanX|glycopeptide|vanX	specific	350616	3	201	1.65512e-113	321.75	cd14817	D-Ala-D-Ala_dipeptidase_VanX	 - 	cl38918
Q#26 - >gi:944023697:ref:WP_055613131.1:|FEATURES|vanR|glycopeptide|vanR	specific	440508	1	206	2.60454e-54	173.219	COG0745	OmpR	 - 	cl34028
Q#27 - >gi:919996340:ref:WP_052930304.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	733.017	PRK11646	PRK11646	 - 	cl27936
Q#28 - >gi:1022698496:ref:WP_063449191.1:|FEATURES|macA|MLS|macA	specific	183211	1	370	0	653.38	PRK11578	PRK11578	 - 	cl32708
Q#29 - >gi:488176321:ref:WP_002247529.1:|FEATURES|macA|MLS|macA	specific	440606	37	371	4.41191e-81	251.401	COG0845	AcrA	 - 	cl34052
Q#30 - >HM113564.1.gene1.p01|FEATURES|OXA-178|beta-lactam|OXA	specific	442014	4	274	9.63741e-109	315.283	COG2602	YbxI	 - 	cl43695
Q#31 - >gi:259040358:gb:EEW41464.1:|FEATURES|TolC|multidrug|TolC	specific	236529	3	451	0	789.908	PRK09465	tolC	 - 	cl30340
Q#32 - >gi:545231255:ref:WP_021530875.1:|FEATURES|mdtO|multidrug|mdtO	specific	183131	1	683	0	1147.29	PRK11427	PRK11427	 - 	cl42009
