Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >gi:828386578:gb:AKK51649.1:|FEATURES|tetC|tetracycline|tetC	superfamily	439388	1	197	5.30515e-100	288.5	cl40576	Tn10_TetC superfamily	 - 	 - 
Q#2 - >gi:975871195:ref:WP_059279894.1:|FEATURES|norA|multidrug|norA	specific	340883	8	375	4.29894e-66	214.362	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#3 - >AY114142.1.gene1.p01|FEATURES|ant(4')-IIa|aminoglycoside|ant(4')-IIa	specific	143393	4	58	5.32021e-06	43.9447	cd05403	NT_KNTase_like	C	cl11966
Q#4 - >AAT45022|FEATURES|KLUY-3|beta-lactam|KLUY-3	specific	441934	17	291	5.70799e-93	276.394	COG2367	PenP	 - 	cl28588
Q#5 - >gi:872703846:ref:WP_048555500.1:|FEATURES|class_A|beta-lactam|class_A	specific	441934	42	309	9.92449e-95	281.402	COG2367	PenP	 - 	cl28588
Q#6 - >AJ318093.1.gene1.p01|FEATURES|TEM-93|beta-lactam|TEM	specific	185339	3	286	0	604.539	PRK15442	PRK15442	 - 	cl21491
Q#7 - >gi:1031640304:gb:ANG17117.1:|FEATURES|TEM-1|beta-lactam|TEM	specific	185339	3	286	0	602.998	PRK15442	PRK15442	 - 	cl21491
Q#8 - >YP_002382193|FEATURES|macB|MLS|macB	specific	182528	1	648	0	1325.89	PRK10535	PRK10535	 - 	cl32530
Q#9 - >ZP_02508655|FEATURES|mexE|multidrug|mexE	specific	440606	51	376	5.01367e-97	293.003	COG0845	AcrA	 - 	cl34052
Q#10 - >gi:697054057:ref:WP_033146662.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	448	0	793.76	PRK09465	tolC	 - 	cl30340
Q#11 - >ABK63186|FEATURES|VIM-14|beta-lactam|VIM	specific	293861	42	259	9.66623e-150	416.955	cd16303	VIM_type_MBL-B1	 - 	cl23716
Q#12 - >gi:485866194:ref:WP_001464399.1:|FEATURES|mdtK|multidrug|mdtK	specific	234981	1	457	0	694.25	PRK01766	PRK01766	 - 	cl09326
Q#13 - >YP_002707503|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	superfamily	451500	38	276	1.39166e-153	428.466	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#14 - >CAI29521|FEATURES|dfrA15|diaminopyrimidine|dfrA15	specific	238127	3	155	1.13173e-57	176.945	cd00209	DHFR	 - 	cl17279
Q#15 - >gi:486387945:ref:WP_001601125.1:|FEATURES|mdtP|multidrug|mdtP	specific	182142	1	488	0	908.491	PRK09915	PRK09915	 - 	cl42914
Q#16 - >gi:554682892:ref:WP_023182822.1:|FEATURES|acrB|multidrug|acrB	specific	185081	1	1048	0	2168.11	PRK15127	PRK15127	 - 	cl39118
Q#17 - >YP_001477377|FEATURES|rosB|fosmidomycin|rosB	specific	182633	1	560	0	1020.03	PRK10669	PRK10669	 - 	cl32552
Q#18 - >NP_040462|FEATURES|ermC|MLS|ermC	specific	128898	19	180	1.86832e-71	215.838	smart00650	rADc	 - 	cl17173
Q#19 - >gi:766778270:ref:WP_044845762.1:|FEATURES|mexE|multidrug|mexE	specific	440606	51	376	1.58942e-98	296.47	COG0845	AcrA	 - 	cl34052
Q#20 - >gi:896464401:ref:WP_049387474.1:|FEATURES|norA|multidrug|norA	specific	340883	8	375	1.98363e-65	212.436	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#21 - >AY587956.gene.p01|FEATURES|OXA-61|beta-lactam|OXA	specific	442014	17	249	4.96158e-98	287.549	COG2602	YbxI	 - 	cl43695
Q#22 - >gi:817727729:ref:WP_046680744.1:|FEATURES|lsa|MLS|lsa	superfamily	440254	6	490	2.56743e-86	274.635	cl33905	Uup superfamily	 - 	 - 
Q#23 - >AY628199.1.gene1.p01|FEATURES|TEM-126|beta-lactam|TEM	specific	185339	3	286	0	606.08	PRK15442	PRK15442	 - 	cl21491
Q#24 - >gi:764460710:ref:WP_044374558.1:|FEATURES|macB|MLS|macB	specific	182528	1	648	0	1350.54	PRK10535	PRK10535	 - 	cl32530
Q#25 - >gi:556497672:ref:WP_023345359.1:|FEATURES|fosA|fosfomycin|fosA	specific	319908	5	128	8.05384e-76	221.002	cd07244	FosA	 - 	cl14632
Q#26 - >ACG58975|FEATURES|mefA|MLS|mefA	specific	162098	11	374	1.82063e-109	325.814	TIGR00900	2A0121	 - 	cl31440
