Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >CAA67774|FEATURES|cat_chloramphenicol_acetyltransferase|phenicol|cat_chloramphenicol_acetyltransferase	specific	172295	1	219	2.23877e-153	424.269	PRK13757	PRK13757	 - 	cl02008
Q#2 - >ZP_02721571|FEATURES|mdtG|multidrug|mdtG	specific	340949	13	390	2.61305e-172	486.001	cd17391	MFS_MdtG_MDR_like	 - 	cl28910
Q#3 - >gi:426206800:emb:CCP09090.1:|FEATURES|OXA-10|beta-lactam|OXA	specific	442014	11	274	5.27243e-117	336.469	COG2602	YbxI	 - 	cl43695
Q#4 - >gi:545275563:ref:WP_021562888.1:|FEATURES|emrA|multidrug|emrA	specific	185090	1	390	0	771.942	PRK15136	PRK15136	 - 	cl46872
Q#5 - >gi:639124820:ref:WP_024472963.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	399	0	678.318	PRK11646	PRK11646	 - 	cl27936
Q#6 - >YP_001451632|FEATURES|emrD|multidrug|emrD	specific	183259	1	394	0	598.43	PRK11652	emrD	 - 	cl28910
Q#7 - >gi:691150187:ref:WP_032062376.1:|FEATURES|macA|MLS|macA	superfamily	183211	34	429	3.35077e-84	262.788	cl32708	PRK11578 superfamily	 - 	 - 
Q#8 - >gi:898127726:emb:CPR41603.1:|FEATURES|macA|MLS|macA	specific	183211	4	377	0	640.284	PRK11578	PRK11578	 - 	cl32708
Q#9 - >KF823969.1.gene6.p01|FEATURES|vanB|glycopeptide|vanB	specific	234993	1	341	1.93627e-130	375.613	PRK01966	ddl	 - 	cl35171
Q#10 - >gi:135617:sp:P28816.1:TETD_ECOLX|FEATURES|tetD|tetracycline|tetD	superfamily	185076	27	132	5.88222e-53	168.648	cl33090	PRK15121 superfamily	C	 - 
Q#11 - >gi:740320274:ref:WP_038157440.1:|FEATURES|emrA|multidrug|emrA	specific	185090	1	389	0	773.868	PRK15136	PRK15136	 - 	cl46872
Q#12 - >gi:639241482:ref:WP_024571810.1:|FEATURES|aadK|aminoglycoside|aadK	specific	461311	2	279	4.30843e-160	446.229	pfam04439	Adenyl_transf	 - 	cl04520
Q#13 - >gi:694111908:ref:WP_032454074.1:|FEATURES|TolC|multidrug|TolC	specific	236529	1	445	0	788.752	PRK09465	tolC	 - 	cl30340
Q#14 - >gi:446910365:ref:WP_000987621.1:|FEATURES|adeB|multidrug|adeB	superfamily	481531	2	1009	0	1273.12	cl47191	ACR_tran superfamily	 - 	 - 
Q#15 - >gi:769989475:ref:WP_045105425.1:|FEATURES|mexF|multidrug|mexF	specific	440603	1	1046	0	1072.81	COG0841	AcrB	 - 	cl34050
Q#16 - >gi:552937074:ref:WP_023042301.1:|FEATURES|vanX|glycopeptide|vanX	specific	350616	3	199	7.39842e-108	307.497	cd14817	D-Ala-D-Ala_dipeptidase_VanX	 - 	cl38918
Q#17 - >gi:554925652:ref:WP_023197546.1:|FEATURES|emrB|multidrug|emrB	specific	411083	4	502	0	988.448	NF000391	EmrB	 - 	cl41258
Q#18 - >AAQ12900|FEATURES|vanR|glycopeptide|vanR	specific	440508	4	208	1.81301e-75	226.376	COG0745	OmpR	 - 	cl34028
Q#19 - >gi:488173662:ref:WP_002244870.1:|FEATURES|macA|MLS|macA	specific	440606	38	371	1.71639e-79	247.164	COG0845	AcrA	 - 	cl34052
Q#20 - >gi:821514643:ref:WP_046837150.1:|FEATURES|norA|multidrug|norA	specific	340883	8	375	9.94312e-70	223.607	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#21 - >gi:503578672:ref:WP_013812748.1:|FEATURES|class_C|beta-lactam|class_C	specific	236894	25	376	0	585.318	PRK11289	ampC	 - 	cl21491
Q#22 - >gi:926400371:ref:WP_053728483.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	specific	440747	25	594	0	636.822	COG1132	MdlB	 - 	cl34129
Q#23 - >gi:686386599:ref:WP_031903183.1:|FEATURES|msrA|MLS|msrA	superfamily	440254	32	486	5.34664e-93	291.969	cl33905	Uup superfamily	 - 	 - 
Q#24 - >GQ152602.1.gene1.p01|FEATURES|MOX-7|beta-lactam|MOX	specific	236894	5	382	0	584.162	PRK11289	ampC	 - 	cl21491
Q#25 - >gi:970299366:ref:WP_058671312.1:|FEATURES|macA|MLS|macA	specific	183211	4	371	0	661.084	PRK11578	PRK11578	 - 	cl32708
Q#26 - >gi:446110294:ref:WP_000188149.1:|FEATURES|macB|MLS|macB	specific	182528	1	648	0	1354.78	PRK10535	PRK10535	 - 	cl32530
Q#27 - >gi:896351058:ref:WP_049308068.1:|FEATURES|mexH|multidrug|mexH	specific	440606	47	356	5.34859e-72	227.134	COG0845	AcrA	 - 	cl34052
Q#28 - >KF203105.1.gene1.p01|FEATURES|OXA-331|beta-lactam|OXA	specific	442014	4	273	8.26109e-104	302.572	COG2602	YbxI	 - 	cl43695
Q#29 - >gi:501389935:ref:WP_012421501.1:|FEATURES|class_C|beta-lactam|class_C	specific	236894	1	377	0	633.082	PRK11289	ampC	 - 	cl21491
Q#30 - >AF318077.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	specific	275224	1	184	3.45535e-145	400.414	TIGR04431	N6_acetyl_AAC6	 - 	cl29112
Q#31 - >P42334|FEATURES|bcrC|bacitracin|bcrC	specific	239480	24	167	3.06063e-58	179.762	cd03385	PAP2_BcrC_like	 - 	cl00474
Q#32 - >gi:485734103:ref:WP_001361488.1:|FEATURES|class_C|beta-lactam|class_C	specific	236894	1	377	0	630.001	PRK11289	ampC	 - 	cl21491
Q#33 - >gi:447059754:ref:WP_001137010.1:|FEATURES|mdtM|multidrug|mdtM	specific	237958	1	410	0	741.643	PRK15403	PRK15403	 - 	cl30558
Q#34 - >gi:447004748:ref:WP_001082004.1:|FEATURES|mdtE|multidrug|mdtE	specific	137559	1	385	0	736.909	PRK09859	PRK09859	 - 	cl31380
Q#35 - >gi:686344100:ref:WP_031885529.1:|FEATURES|fosB|fosfomycin|fosB	specific	179740	1	139	3.88278e-93	265.271	PRK04101	PRK04101	 - 	cl14632
Q#36 - >gi:976090872:ref:WP_059295021.1:|FEATURES|macA|MLS|macA	specific	183211	1	369	0	651.069	PRK11578	PRK11578	 - 	cl32708
Q#37 - >NC_002516.2.881071.p01|FEATURES|mexD|multidrug|mexD	superfamily	481531	1	1038	0	1309.72	cl47191	ACR_tran superfamily	 - 	 - 
Q#38 - >gi:655143626:ref:WP_028590425.1:|FEATURES|lsa|MLS|lsa	superfamily	440254	6	490	1.0117e-83	267.701	cl33905	Uup superfamily	 - 	 - 
Q#39 - >ABC54722|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	specific	275224	17	200	1.58162e-145	401.955	TIGR04431	N6_acetyl_AAC6	 - 	cl29112
Q#40 - >gi:895899849:ref:WP_049000782.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1287.37	PRK10535	PRK10535	 - 	cl32530
Q#41 - >gi:1031629527:gb:ANG11987.1:|FEATURES|TEM-1|beta-lactam|TEM	specific	185339	3	286	0	606.465	PRK15442	PRK15442	 - 	cl21491
Q#42 - >EF622224.1.gene1.p01|FEATURES|CMY-31|beta-lactam|CMX	specific	236894	1	381	0	635.008	PRK11289	ampC	 - 	cl21491
Q#43 - >gi:896624353:ref:WP_049505786.1:|FEATURES|mefA|MLS|mefA	specific	162098	11	374	1.20151e-105	316.185	TIGR00900	2A0121	 - 	cl31440
Q#44 - >gi:647265103:ref:WP_025712980.1:|FEATURES|macA|MLS|macA	specific	183211	1	370	0	639.898	PRK11578	PRK11578	 - 	cl32708
Q#45 - >AAA91586|FEATURES|OXA-1|beta-lactam|OXA	specific	442014	1	276	1.60759e-87	261.355	COG2602	YbxI	 - 	cl43695
Q#46 - >gi:517595259:ref:WP_018765467.1:|FEATURES|fosB|fosfomycin|fosB	specific	179740	1	138	1.06189e-95	271.435	PRK04101	PRK04101	 - 	cl14632
Q#47 - >gi:1039419191:ref:WP_064785501.1:|FEATURES|macA|MLS|macA	superfamily	183211	24	425	6.05605e-84	262.403	cl32708	PRK11578 superfamily	 - 	 - 
Q#48 - >gi:896083144:ref:WP_049122651.1:|FEATURES|macB|MLS|macB	specific	182528	1	646	0	1321.65	PRK10535	PRK10535	 - 	cl32530
Q#49 - >gi:1031849806:ref:WP_064172465.1:|FEATURES|mdtH|multidrug|mdtH	specific	183255	1	400	0	733.402	PRK11646	PRK11646	 - 	cl27936
Q#50 - >gi:1033206613:gb:ANH55999.1:|FEATURES|sul2|sulfonamide|sul2	specific	238380	7	262	7.61888e-96	282.188	cd00739	DHPS	 - 	cl00219
Q#51 - >gi:663760960:ref:WP_030535072.1:|FEATURES|rifampin_monooxygenase|rifamycin|rifampin_monooxygenase	superfamily	235870	3	476	1.30197e-152	443.306	cl35513	PRK06834 superfamily	 - 	 - 
Q#52 - >gi:485654243:ref:WP_001299241.1:|FEATURES|emrB|multidrug|emrB	specific	411083	4	502	0	965.722	NF000391	EmrB	 - 	cl41258
Q#53 - >YP_001382798|FEATURES|bacA|bacitracin|bacA	specific	237134	2	283	1.50806e-109	317.919	PRK12554	PRK12554	 - 	cl00858
Q#54 - >gi:498913343:ref:WP_010848517.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	specific	236969	1	210	7.02743e-167	457.521	PRK11753	PRK11753	 - 	cl36052
Q#55 - >gi:489127023:ref:WP_003036818.1:|FEATURES|macA|MLS|macA	specific	183211	1	370	0	676.107	PRK11578	PRK11578	 - 	cl32708
Q#56 - >DQ061159.1.gene1.p01|FEATURES|CTX-M-42|beta-lactam|CTX-M	specific	441934	16	291	3.27896e-90	269.075	COG2367	PenP	 - 	cl28588
